concept_id_1,concept_name_1,concept_id_2,concept_code_2,concept_name_2
45582279,"Pathological fracture, left shoulder, subsequent encounter for fracture with nonunion",4117701,287064006,Pathological fracture - shoulder
45582380,Subluxation complex (vertebral) of abdomen and other regions,4068848,203709007,Subluxation complex (vertebral)
45586422,"Anterior subcapsular polar infantile and juvenile cataract, unspecified eye",372315,1412008,Anterior subcapsular polar cataract
45587159,"Osteitis condensans, unspecified hand",75920,55413008,Osteitis condensans
45587269,(Induced) termination of pregnancy with other complications,37162983,1204036002,Disorder following induced termination of pregnancy
45591082,Alcohol dependence with intoxication,435243,66590003,Alcohol dependence
45591868,"Infective myositis, left finger(s)",4001626,203014000,Infective myositis of hand
45592254,"Chorioamnionitis, second trimester, fetus 3",4021397,11612004,Chorioamnionitis
45592254,"Chorioamnionitis, second trimester, fetus 3",4244438,59466002,Second trimester pregnancy
45592329,Neonatal aspiration of (clear) amniotic fluid and mucus with respiratory symptoms,434154,276533002,Neonatal aspiration syndrome
45595866,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",4103853,28864000,"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder"
45596803,"Algoneurodystrophy, unspecified thigh",42539474,734986006,Complex regional pain syndrome of lower limb
45596980,"Maternal care for other isoimmunization, first trimester, other fetus",4129834,237300009,Pregnancy with isoimmunization
45596980,"Maternal care for other isoimmunization, first trimester, other fetus",4239938,57630001,First trimester pregnancy
45597087,"Neonatal jaundice due to excessive haemolysis, unspecified",1076113,1335859001,Early neonatal jaundice due to excessive hemolysis
45600371,Acquired absence of left ankle,37174088,680991000124106,Disarticulation of left ankle
45600530,Malignant carcinoid tumor of unspecified site,1244604,1290125003,"Neuroendocrine neoplasm, malignant"
45601649,Idiopathic aseptic necrosis of left carpus,4326828,430889003,Osteonecrosis of bone of upper limb
45601799,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",441919,65147003,Twin pregnancy
45601799,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",4218813,41587001,Third trimester pregnancy
45601859,"Disorder of amniotic fluid and membranes, unspecified, second trimester, fetus 4",438815,72860003,Disorder of amniotic cavity AND/OR membrane
45601859,"Disorder of amniotic fluid and membranes, unspecified, second trimester, fetus 4",4244438,59466002,Second trimester pregnancy
45601867,"Complete placenta previa NOS or without hemorrhage, third trimester",4218813,41587001,Third trimester pregnancy
45601867,"Complete placenta previa NOS or without hemorrhage, third trimester",4284028,36813001,Placenta previa
45606032,"Arthritis due to other bacteria, unspecified joint",4167984,48245008,Bacterial arthritis
45606040,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,256197,398726004,Rheumatoid lung disease
45606040,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,4117687,287008006,Rheumatoid arthritis - ankle and/or foot
45606350,"Stress fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing",40305987,134194006,Delayed union of fracture
45606350,"Stress fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing",45771402,704062006,Stress fracture of humerus
45606390,"Pathological fracture in other disease, right ulna, subsequent encounter for fracture with delayed healing",40305987,134194006,Delayed union of fracture
45606390,"Pathological fracture in other disease, right ulna, subsequent encounter for fracture with delayed healing",45766902,704167003,Pathological fracture of ulna
45606653,Infection of kidney following delivery,192964,129128006,Infectious disorder of kidney
45606653,Infection of kidney following delivery,440795,199745000,Complication occurring during labor and delivery
45609808,"Assault by strike by baseball bat, sequela",4054807,242937003,Late effects of assault
45609993,Acquired absence of left breast and nipple,36717483,721552003,Acquired total absence of breast
45755391,Hordeolum and chalazion,376125,60113004,Disorder of eyelid
45755405,Other degenerative disorders of nervous system in diseases classified elsewhere,4213310,80690008,Degenerative disease of the central nervous system
45755524,"Other meniscus derangements, Medial collateral ligament or Other and unspecified medial meniscus",75346,111224002,Derangement of meniscus
