concept_id_1,concept_name_1,concept_id_2,concept_code_2,concept_name_2,attribute_category
30679,Benign neoplasm of major salivary gland,4305589,3898006,"Neoplasm, benign",Has asso morph
30753,Esophagitis,4140098,32849002,Esophageal structure,Has finding site
30753,Esophagitis,4253008,409774005,Inflammatory morphology,Has asso morph
30770,Chronic peptic ulcer with hemorrhage but without obstruction,4236661,90734009,Chronic,Has clinical course
30770,Chronic peptic ulcer with hemorrhage but without obstruction,4243483,37904008,Chronic bleeding ulcer,Has asso morph
30770,Chronic peptic ulcer with hemorrhage but without obstruction,4271189,62834003,Upper gastrointestinal tract structure,Has finding site
31057,Disorder of pharynx,4207370,54066008,Pharyngeal structure,Has finding site
31335,Acute peptic ulcer with hemorrhage but without obstruction,4164431,45771005,Acute bleeding ulcer,Has asso morph
31335,Acute peptic ulcer with hemorrhage but without obstruction,4271189,62834003,Upper gastrointestinal tract structure,Has finding site
31335,Acute peptic ulcer with hemorrhage but without obstruction,4312510,424124008,Sudden onset AND/OR short duration,Has clinical course
31386,Congenital absence of salivary gland,4116830,255399007,Congenital,Has occurrence
31386,Congenital absence of salivary gland,4204670,308490002,Pathological developmental process,Has pathology
31386,Congenital absence of salivary gland,4294042,385294005,Salivary gland structure,Has finding site
31386,Congenital absence of salivary gland,4302931,418560003,Absence,Has asso morph
31509,Primary malignant neoplasm of tonsil,4327174,75573002,Palatine tonsillar structure,Has finding site
31509,Primary malignant neoplasm of tonsil,37153816,1240414004,Malignant neoplasm,Has asso morph
31509,Primary malignant neoplasm of tonsil,37157802,1234914003,Primary malignant neoplastic proliferation,Has pathology
31597,Acute laryngotracheitis,4163835,4532008,Acute inflammation,Has asso morph
31597,Acute laryngotracheitis,4195956,44567001,Tracheal structure,Has finding site
31597,Acute laryngotracheitis,4262229,4596009,Laryngeal structure,Has finding site
31597,Acute laryngotracheitis,4312510,424124008,Sudden onset AND/OR short duration,Has clinical course
31598,Hypertrophy of tonsils AND adenoids,4088482,280412006,Entire left tonsil (palatine),Has finding site
31598,Hypertrophy of tonsils AND adenoids,4090917,280411004,Entire right tonsil (palatine),Has finding site
31598,Hypertrophy of tonsils AND adenoids,4112713,181199001,Entire adenoid,Has finding site
31598,Hypertrophy of tonsils AND adenoids,4128641,260376009,Enlarged,Has interpretation
31598,Hypertrophy of tonsils AND adenoids,4210465,56246009,Hypertrophy,Has asso morph
31598,Hypertrophy of tonsils AND adenoids,4239899,364047008,Size of tonsil,Has interprets
31602,Disorder of the larynx,4262229,4596009,Laryngeal structure,Has finding site
31609,Abscess of salivary gland,4195605,44132006,Abscess morphology,Has asso morph
31609,Abscess of salivary gland,4294042,385294005,Salivary gland structure,Has finding site
31610,Disorder of esophagus,4140098,32849002,Esophageal structure,Has finding site
31668,Acquired deformity of neck,4260843,45048000,Neck structure,Has finding site
31668,Acquired deformity of neck,4263843,6081001,Deformity,Has asso morph
31668,Acquired deformity of neck,35624340,767023003,Period of life between birth and death,Has occurrence
31821,Disorder of endocrine system,4034504,113331007,Structure of endocrine system,Has finding site
31884,Acquired diverticulum of esophagus,4053916,125284007,Single diverticulum,Has asso morph
31884,Acquired diverticulum of esophagus,4140098,32849002,Esophageal structure,Has finding site
31884,Acquired diverticulum of esophagus,35624340,767023003,Period of life between birth and death,Has occurrence
72245,Chlamydial infection of lower genitourinary tract,4037323,16241000,Chlamydia,Has causative agent
72245,Chlamydial infection of lower genitourinary tract,4241088,59183004,Lower genitourinary tract structure,Has finding site
72245,Chlamydial infection of lower genitourinary tract,40480911,441862004,Infectious process,Has pathology
72332,Serous labyrinthitis,4085360,24811005,Serous inflammation,Has asso morph
72332,Serous labyrinthitis,4121004,302462009,Labyrinth structure,Has finding site
72390,Obstetric non-purulent mastitis,4027360,12794006,Nonsuppurative inflammation,Has asso morph
72390,Obstetric non-purulent mastitis,4298444,76752008,Breast structure,Has finding site
72390,Obstetric non-purulent mastitis,37160319,1156671008,Maternal perinatal period,Has occurrence
72398,Arthropathy in Behcet's syndrome,436642,310701003,Behcet's syndrome,Finding asso with
72398,Arthropathy in Behcet's syndrome,4214466,39352004,Joint structure,Has finding site
72403,Hemarthrosis of the ankle and/or foot,4179955,50960005,Hemorrhage,Has asso morph
72403,Hemarthrosis of the ankle and/or foot,4194884,312816002,Joint structure of ankle and/or foot,Has finding site
72404,Joint stiffness,4083207,281300000,Below reference range,Has interpretation
72404,Joint stiffness,4271646,364563006,Joint movement,Has interprets
72404,Joint stiffness,37219112,785818007,Structure of joint region,Has finding site
72405,Degenerative joint disease of shoulder region,4030637,107669003,Degenerative abnormality,Has asso morph
72405,Degenerative joint disease of shoulder region,4151929,31398001,Joint structure of shoulder region,Has finding site
72407,Effusion of joint of shoulder region,4151929,31398001,Joint structure of shoulder region,Has finding site
72407,Effusion of joint of shoulder region,4215818,41699000,Effusion,Has asso morph
72410,Infection of bone,4154333,272673000,Bone structure,Has finding site
72410,Infection of bone,40480911,441862004,Infectious process,Has pathology
72413,Nontraumatic rupture of muscle,4053605,125671007,Rupture,Has asso morph
72413,Nontraumatic rupture of muscle,4325458,71616004,Muscle structure,Has finding site
72418,Scoliosis deformity of spine,4128342,289959001,Musculoskeletal structure of spine,Has finding site
72418,Scoliosis deformity of spine,4136505,31739005,Lateral abnormal curvature,Has asso morph
72421,Solitary bone cyst,4013214,112643007,Unicameral bone cyst,Has asso morph
72421,Solitary bone cyst,4154333,272673000,Bone structure,Has finding site
72434,Congenital hydrocele,4066714,20233005,Scrotal structure,Has finding site
72434,Congenital hydrocele,4116830,255399007,Congenital,Has occurrence
72434,Congenital hydrocele,4204670,308490002,Pathological developmental process,Has pathology
72434,Congenital hydrocele,4298084,386152007,Hydrocele,Has asso morph
72459,Closed fracture of two ribs,4011851,113197003,Bone structure of rib,Has finding site
72459,Closed fracture of two ribs,36675156,771486008,Closed fracture of multiple bones,Has asso morph
72460,Open fracture of seven ribs,4011851,113197003,Bone structure of rib,Has finding site
72460,Open fracture of seven ribs,36674407,773760007,Traumatic event,Has due to
72460,Open fracture of seven ribs,36675157,771487004,Compound fracture of multiple bones,Has asso morph
72468,Open dislocation of jaw,4194530,7906001,Open dislocation,Has asso morph
72468,Open dislocation of jaw,4202366,53620006,Temporomandibular joint structure,Has finding site
72468,Open dislocation of jaw,36674407,773760007,Traumatic event,Has due to
72469,Closed traumatic dislocation of joint of shoulder region,4151929,31398001,Joint structure of shoulder region,Has finding site
72469,Closed traumatic dislocation of joint of shoulder region,4175294,50399007,Closed dislocation,Has asso morph
72469,Closed traumatic dislocation of joint of shoulder region,36674407,773760007,Traumatic event,Has due to
72486,Blister of elbow without infection,4144955,339008,Blister,Has asso morph
72486,Blister of elbow without infection,4254263,74757004,Skin structure of elbow,Has finding site
72487,Crushing injury of foot,4060415,19921004,Crushing injury (morphology),Has asso morph
72487,Crushing injury of foot,4211098,56459004,Foot structure,Has finding site
72487,Crushing injury of foot,36674407,773760007,Traumatic event,Has due to
72516,Burn of knee,4168004,48333001,Burn injury,Has asso morph
72516,Burn of knee,4217806,72696002,Knee region structure,Has finding site
72516,Burn of knee,36674407,773760007,Traumatic event,Has due to
72521,Immersion foot,600530,1004049005,Exposure to extreme temperature,Has due to
72521,Immersion foot,4110148,285686007,Low temperature,Has causative agent
72521,Immersion foot,4242243,38045000,Cold injury,Has asso morph
72521,Immersion foot,4263673,60496002,Skin structure of foot,Has finding site
72562,Gonococcal spondylitis,4149170,3572006,Structure of body of vertebra,Has finding site
72562,Gonococcal spondylitis,4253008,409774005,Inflammatory morphology,Has asso morph
72562,Gonococcal spondylitis,4285582,68704007,Neisseria gonorrhoeae,Has causative agent
72562,Gonococcal spondylitis,40480911,441862004,Infectious process,Has pathology
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",4041251,118645006,Bone structure of pelvis,Has finding site
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",37153816,1240414004,Malignant neoplasm,Has asso morph
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",37157802,1234914003,Primary malignant neoplastic proliferation,Has pathology
72576,Benign neoplasm of breast,4298444,76752008,Breast structure,Has finding site
72576,Benign neoplasm of breast,4305589,3898006,"Neoplasm, benign",Has asso morph
72578,Neoplasm of uncertain behavior of breast,4298444,76752008,Breast structure,Has finding site
72578,Neoplasm of uncertain behavior of breast,4313421,86251006,Neoplasm of uncertain behavior,Has asso morph
72618,Disorder of skeletal muscle,4133963,127954009,Skeletal muscle structure,Has finding site
72708,Traumatic arthropathy of the shoulder region,440921,417746004,Traumatic injury,Occurs after
72708,Traumatic arthropathy of the shoulder region,4151929,31398001,Joint structure of shoulder region,Has finding site
72708,Traumatic arthropathy of the shoulder region,36674407,773760007,Traumatic event,Has due to
72711,Shoulder stiff,4061541,16982005,Shoulder region structure,Has finding site
72711,Shoulder stiff,4083207,281300000,Below reference range,Has interpretation
72711,Shoulder stiff,4185647,298773006,Shoulder joint - range of movement,Has interprets
72712,Synovial cyst,4275262,64331004,Synovial membrane,Has finding site
72712,Synovial cyst,40288199,123250005,Synovial cyst,Has asso morph
72715,Exostosis,4154333,272673000,Bone structure,Has finding site
72715,Exostosis,4215424,80400009,External hyperostosis,Has asso morph
72717,Postoperative heterotopic calcification,4112703,18115005,Pathologic calcification,Has asso morph
72717,Postoperative heterotopic calcification,4301351,387713003,Surgical procedure,Occurs after
72737,Microcalcifications of the breast,4132707,12747003,Microcalcification,Has asso morph
72737,Microcalcifications of the breast,4298444,76752008,Breast structure,Has finding site
72745,Open dislocation of elbow,4061414,16953009,Elbow joint structure,Has finding site
72745,Open dislocation of elbow,4194530,7906001,Open dislocation,Has asso morph
72745,Open dislocation of elbow,36674407,773760007,Traumatic event,Has due to
72757,Open wound of shoulder region with complication,4061541,16982005,Shoulder region structure,Has finding site
72757,Open wound of shoulder region with complication,4243486,59091005,Open wound,Has asso morph
72757,Open wound of shoulder region with complication,36674407,773760007,Traumatic event,Has due to
72817,Tuberculosis of urinary organs,4035081,113858008,Mycobacterium tuberculosis complex,Has causative agent
72817,Tuberculosis of urinary organs,4269928,6266001,Granulomatous inflammation,Has asso morph
72817,Tuberculosis of urinary organs,4329658,431938005,Structure of urinary tract proper,Has finding site
72817,Tuberculosis of urinary organs,40480911,441862004,Infectious process,Has pathology
72857,Late effect of rickets,4090739,2492009,Nutritional disorder,Occurs after
72857,Late effect of rickets,4154333,272673000,Bone structure,Has finding site
72926,Labyrinthine fistula,4043006,118622000,Fistula,Has asso morph
72926,Labyrinthine fistula,4121004,302462009,Labyrinth structure,Has finding site
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,4151929,31398001,Joint structure of shoulder region,Has finding site
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,4188221,46799006,Dysenteric diarrhea,Has due to
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,4253008,409774005,Inflammatory morphology,Has asso morph
72986,Disorder of lower leg,4107527,30021000,Lower leg structure,Has finding site
72988,Pyogenic arthritis of hand,4164958,41034006,Suppurative inflammation,Has asso morph
72988,Pyogenic arthritis of hand,4222144,40238009,Structure of joint of hand,Has finding site
72988,Pyogenic arthritis of hand,40480911,441862004,Infectious process,Has pathology
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",433701,3218000,Mycosis,Finding asso with
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",4194884,312816002,Joint structure of ankle and/or foot,Has finding site
72991,Traumatic arthropathy of multiple sites,440921,417746004,Traumatic injury,Occurs after
72991,Traumatic arthropathy of multiple sites,36674407,773760007,Traumatic event,Has due to
72991,Traumatic arthropathy of multiple sites,36695780,773190007,Joint structure of multiple body sites,Has finding site
72992,Allergic arthritis,4214466,39352004,Joint structure,Has finding site
72992,Allergic arthritis,4253008,409774005,Inflammatory morphology,Has asso morph
72992,Allergic arthritis,35626103,769261000,Non-immunoglobulin E-mediated allergic process,Has pathology
72992,Allergic arthritis,40589905,419076005,Allergic reaction,Has due to
72995,Contracture of joint of hand,4053347,1250004,Decreased,Has interpretation
72995,Contracture of joint of hand,4237281,57048009,Contracture,Has asso morph
72995,Contracture of joint of hand,37206793,786985009,Hand joint range of movement,Has interprets
72995,Contracture of joint of hand,37219133,786074005,Structure of hand joint region,Has finding site
72997,Articular cartilage disorder of upper arm,4164803,41052006,Structure of articular cartilage,Has finding site
72997,Articular cartilage disorder of upper arm,4165266,40983000,Upper arm structure,Has finding site
73001,Myositis,4133963,127954009,Skeletal muscle structure,Has finding site
73001,Myositis,4253008,409774005,Inflammatory morphology,Has asso morph
73008,Enthesopathy,4257828,410054009,Structure of enthesis,Has finding site
73017,Congenital anomaly of toe,4106395,29707007,Toe structure,Has finding site
73017,Congenital anomaly of toe,4116830,255399007,Congenital,Has occurrence
73017,Congenital anomaly of toe,4175951,49755003,Morphologically abnormal structure,Has asso morph
73017,Congenital anomaly of toe,4204670,308490002,Pathological developmental process,Has pathology
73019,Breast engorgement in newborn,4114528,255407002,Neonatal,Has occurrence
73019,Breast engorgement in newborn,4298444,76752008,Breast structure,Has finding site
73021,Bilateral congenital dislocation of hip,4116830,255399007,Congenital,Has occurrence
73021,Bilateral congenital dislocation of hip,4176631,362907004,Left hip joint structure,Has finding site
73021,Bilateral congenital dislocation of hip,4177897,362908009,Right hip joint structure,Has finding site
73021,Bilateral congenital dislocation of hip,4204670,308490002,Pathological developmental process,Has pathology
73021,Bilateral congenital dislocation of hip,4227147,87642003,Dislocation,Has asso morph
73036,Closed fracture of olecranon process of ulna,4049776,20946005,"Fracture, closed",Has asso morph
73036,Closed fracture of olecranon process of ulna,4161175,371504003,Structure of olecranon,Has finding site
73041,Closed fracture of five ribs,4011851,113197003,Bone structure of rib,Has finding site
73041,Closed fracture of five ribs,36675156,771486008,Closed fracture of multiple bones,Has asso morph
73042,Open fracture finger middle phalanx,4144509,306791009,Bone structure of middle phalanx of finger,Has finding site
73042,Open fracture finger middle phalanx,4178756,52329006,"Fracture, open",Has asso morph
73042,Open fracture finger middle phalanx,36674407,773760007,Traumatic event,Has due to
73043,Open dislocation of glenohumeral joint,4194530,7906001,Open dislocation,Has asso morph
73043,Open dislocation of glenohumeral joint,4310972,85537004,Glenohumeral joint structure,Has finding site
73043,Open dislocation of glenohumeral joint,36674407,773760007,Traumatic event,Has due to
73045,Sprain of hand,4048233,123858009,Structure of ligament of hand,Has finding site
73045,Sprain of hand,4298490,384709000,Sprain,Has asso morph
73045,Sprain of hand,36674407,773760007,Traumatic event,Has due to
73065,Contusion of genital organ,4203279,308492005,Contusion - lesion,Has asso morph
73065,Contusion of genital organ,36674407,773760007,Traumatic event,Has due to
73065,Contusion of genital organ,44784125,700037000,Structure of genital organ,Has finding site
73072,Crushing injury of upper arm,4060415,19921004,Crushing injury (morphology),Has asso morph
73072,Crushing injury of upper arm,4165266,40983000,Upper arm structure,Has finding site
73072,Crushing injury of upper arm,36674407,773760007,Traumatic event,Has due to
73075,Contusion of upper limb,4200396,53120007,Upper limb structure,Has finding site
73075,Contusion of upper limb,4203279,308492005,Contusion - lesion,Has asso morph
73075,Contusion of upper limb,36674407,773760007,Traumatic event,Has due to
73085,Injury of superficial femoral artery,4111596,181349008,Superficial femoral artery,Has finding site
73089,Contusion of buttock,4203279,308492005,Contusion - lesion,Has asso morph
73089,Contusion of buttock,4263335,46862004,Buttock structure,Has finding site
73089,Contusion of buttock,36674407,773760007,Traumatic event,Has due to
73090,Contusion of foot,4203279,308492005,Contusion - lesion,Has asso morph
73090,Contusion of foot,4211098,56459004,Foot structure,Has finding site
73090,Contusion of foot,36674407,773760007,Traumatic event,Has due to
73091,Deep third degree burn of breast,620291,895271003,Structure of skin and/or subcutaneous tissue of breast,Has finding site
73091,Deep third degree burn of breast,4223957,40477005,Deep third degree burn injury,Has asso morph
73091,Deep third degree burn of breast,36674407,773760007,Traumatic event,Has due to
73122,Tuberculosis of knee,4035081,113858008,Mycobacterium tuberculosis complex,Has causative agent
73122,Tuberculosis of knee,4169744,49076000,Knee joint structure,Has finding site
73122,Tuberculosis of knee,4269928,6266001,Granulomatous inflammation,Has asso morph
73122,Tuberculosis of knee,40480911,441862004,Infectious process,Has pathology
73153,Malignant neoplasm of lateral wall of urinary bladder,4078693,19318009,Structure of lateral wall of urinary bladder,Has finding site
73153,Malignant neoplasm of lateral wall of urinary bladder,37153816,1240414004,Malignant neoplasm,Has asso morph
73231,Arthralgia of temporomandibular joint,4202366,53620006,Temporomandibular joint structure,Has finding site
73241,Anal and rectal polyp,4144541,34402009,Rectum structure,Has finding site
73241,Anal and rectal polyp,4187628,41329004,Polyp,Has asso morph
73241,Anal and rectal polyp,4202233,53505006,Anal structure,Has finding site
73287,Crystal arthropathy of ankle AND/OR foot,4014361,103629003,Deposition of crystalline material,Has asso morph
73287,Crystal arthropathy of ankle AND/OR foot,4194884,312816002,Joint structure of ankle and/or foot,Has finding site
73289,Pathological dislocation of multiple joints,4227147,87642003,Dislocation,Has asso morph
73289,Pathological dislocation of multiple joints,36695780,773190007,Joint structure of multiple body sites,Has finding site
73289,Pathological dislocation of multiple joints,37312107,789750003,Spontaneous event,Has due to
73290,Contracture of joint,4053347,1250004,Decreased,Has interpretation
73290,Contracture of joint,4237281,57048009,Contracture,Has asso morph
73290,Contracture of joint,4264818,364564000,Range of joint movement,Has interprets
73290,Contracture of joint,37219112,785818007,Structure of joint region,Has finding site
73291,Palindromic rheumatism of ankle and/or foot,4113136,255227004,Recurrent,Has clinical course
73291,Palindromic rheumatism of ankle and/or foot,4194884,312816002,Joint structure of ankle and/or foot,Has finding site
73291,Palindromic rheumatism of ankle and/or foot,4253008,409774005,Inflammatory morphology,Has asso morph
73300,Radial styloid tenosynovitis,4093218,280099008,Extensor pollicis brevis tendon sheath,Has finding site
73300,Radial styloid tenosynovitis,4137723,305042004,Abductor pollicis longus tendon sheath,Has finding site
73300,Radial styloid tenosynovitis,4253008,409774005,Inflammatory morphology,Has asso morph
73302,Curvature of spine,620053,1141981001,Vertebral column region,Has finding site
73302,Curvature of spine,4186604,46360000,Abnormal curvature,Has asso morph
73307,Transverse deficiency of lower limb,604359,890175002,Transverse deficiency,Has asso morph
73307,Transverse deficiency of lower limb,4116830,255399007,Congenital,Has occurrence
73307,Transverse deficiency of lower limb,4204670,308490002,Pathological developmental process,Has pathology
73307,Transverse deficiency of lower limb,4267861,61685007,Lower limb structure,Has finding site
73313,Longitudinal deficiency of tarsal bone,4008722,11182007,Abnormally short growth,Has asso morph
73313,Longitudinal deficiency of tarsal bone,4029044,108372004,Entire tarsal bone,Has finding site
73313,Longitudinal deficiency of tarsal bone,4116830,255399007,Congenital,Has occurrence
73313,Longitudinal deficiency of tarsal bone,4204670,308490002,Pathological developmental process,Has pathology
73318,Polydactyly of fingers,4116830,255399007,Congenital,Has occurrence
73318,Polydactyly of fingers,4192373,7569003,Finger structure,Has finding site
73318,Polydactyly of fingers,4204670,308490002,Pathological developmental process,Has pathology
73318,Polydactyly of fingers,4238909,91431006,Supernumerary structure,Has asso morph
73334,Closed posterior dislocation of elbow,4061414,16953009,Elbow joint structure,Has finding site
73334,Closed posterior dislocation of elbow,4176744,49210009,Posterior closed dislocation,Has asso morph
73335,Closed posterior dislocation of proximal end of tibia,4044356,129159008,Structure of femorotibial joint,Has finding site
73335,Closed posterior dislocation of proximal end of tibia,4069282,20285007,Bone structure of proximal tibia,Has finding site
73335,Closed posterior dislocation of proximal end of tibia,4170745,42164003,Posterior displacement,Has asso morph
73335,Closed posterior dislocation of proximal end of tibia,4176744,49210009,Posterior closed dislocation,Has asso morph
73336,Closed traumatic dislocation ankle joint,4175294,50399007,Closed dislocation,Has asso morph
73336,Closed traumatic dislocation ankle joint,4289928,70258002,Ankle joint structure,Has finding site
73336,Closed traumatic dislocation ankle joint,36674407,773760007,Traumatic event,Has due to
73338,Sprain of lateral collateral ligament of knee,4219423,39959004,Structure of lateral collateral ligament of knee joint,Has finding site
73338,Sprain of lateral collateral ligament of knee,4298490,384709000,Sprain,Has asso morph
73338,Sprain of lateral collateral ligament of knee,36674407,773760007,Traumatic event,Has due to
73341,Closed fracture of head of radius,4049776,20946005,"Fracture, closed",Has asso morph
73341,Closed fracture of head of radius,4178906,50184001,Structure of head of radius,Has finding site
73343,Closed posterior dislocation of hip,4082516,24136001,Hip joint structure,Has finding site
73343,Closed posterior dislocation of hip,4176744,49210009,Posterior closed dislocation,Has asso morph
73349,Injury of rectum without open wound into abdominal cavity,4144541,34402009,Rectum structure,Has finding site
73349,Injury of rectum without open wound into abdominal cavity,4295343,37782003,Damage,Has asso morph
73349,Injury of rectum without open wound into abdominal cavity,36674407,773760007,Traumatic event,Has due to
73361,Abrasion and/or friction burn of elbow with infection,4254263,74757004,Skin structure of elbow,Has finding site
73361,Abrasion and/or friction burn of elbow with infection,4290983,400168005,Abrasion and/or friction burn,Has asso morph
73361,Abrasion and/or friction burn of elbow with infection,36674407,773760007,Traumatic event,Has due to
73361,Abrasion and/or friction burn of elbow with infection,40480911,441862004,Infectious process,Has pathology
73362,Crushing injury of multiple sites of upper limb,4060415,19921004,Crushing injury (morphology),Has asso morph
73362,Crushing injury of multiple sites of upper limb,4200396,53120007,Upper limb structure,Has finding site
73362,Crushing injury of multiple sites of upper limb,36674407,773760007,Traumatic event,Has due to
73365,Epidermal burn of elbow,4254263,74757004,Skin structure of elbow,Has finding site
73365,Epidermal burn of elbow,4298699,77140003,First degree burn injury,Has asso morph
73365,Epidermal burn of elbow,36674407,773760007,Traumatic event,Has due to
73366,Crushing injury of lower leg,4060415,19921004,Crushing injury (morphology),Has asso morph
73366,Crushing injury of lower leg,4107527,30021000,Lower leg structure,Has finding site
73366,Crushing injury of lower leg,36674407,773760007,Traumatic event,Has due to
73372,Burn of breast,4168004,48333001,Burn injury,Has asso morph
73372,Burn of breast,4298444,76752008,Breast structure,Has finding site
73372,Burn of breast,36674407,773760007,Traumatic event,Has due to
73373,Epidermal burn of upper limb,4159864,371311000,Skin structure of upper limb,Has finding site
73373,Epidermal burn of upper limb,4298699,77140003,First degree burn injury,Has asso morph
73373,Epidermal burn of upper limb,36674407,773760007,Traumatic event,Has due to
73378,Frostbite of foot,600530,1004049005,Exposure to extreme temperature,Has due to
73378,Frostbite of foot,4113804,285715007,Freezing temperature,Has causative agent
73378,Frostbite of foot,4211098,56459004,Foot structure,Has finding site
73378,Frostbite of foot,4242243,38045000,Cold injury,Has asso morph
73383,Full thickness burn of foot,4213471,80247002,Third degree burn injury,Has asso morph
73383,Full thickness burn of foot,4219316,417460003,Skin and/or subcutaneous tissue structure of foot,Has finding site
73383,Full thickness burn of foot,36674407,773760007,Traumatic event,Has due to
73409,Primary anal syphilis,4202233,53505006,Anal structure,Has finding site
73409,Primary anal syphilis,4248851,72904005,Treponema pallidum,Has causative agent
73409,Primary anal syphilis,40480911,441862004,Infectious process,Has pathology
73550,Crystal arthropathy of elbow,4014361,103629003,Deposition of crystalline material,Has asso morph
73550,Crystal arthropathy of elbow,4061414,16953009,Elbow joint structure,Has finding site
73553,Arthropathy,4214466,39352004,Joint structure,Has finding site
73555,Transient arthropathy of the pelvic region and thigh,4033243,14803004,Transitory,Has clinical course
73555,Transient arthropathy of the pelvic region and thigh,4090445,280438006,Joint structure of pelvis or upper leg,Has finding site
73557,Allergic arthritis of the pelvic region and thigh,4090445,280438006,Joint structure of pelvis or upper leg,Has finding site
73557,Allergic arthritis of the pelvic region and thigh,4253008,409774005,Inflammatory morphology,Has asso morph
73557,Allergic arthritis of the pelvic region and thigh,35626103,769261000,Non-immunoglobulin E-mediated allergic process,Has pathology
73557,Allergic arthritis of the pelvic region and thigh,40589905,419076005,Allergic reaction,Has due to
73560,Calcaneal spur,4196052,80144004,Bone structure of calcaneum,Has finding site
73560,Calcaneal spur,4215424,80400009,External hyperostosis,Has asso morph
73561,Loose body in joint of shoulder region,4069416,20456003,Loose body,Has asso morph
73561,Loose body in joint of shoulder region,4151929,31398001,Joint structure of shoulder region,Has finding site
73564,Full thickness rotator cuff tear,4139813,263722006,Complete rupture,Has asso morph
73564,Full thickness rotator cuff tear,4193907,7885001,Structure of rotator cuff including muscles and tendons,Has finding site
73568,Palindromic rheumatism of shoulder region,4113136,255227004,Recurrent,Has clinical course
73568,Palindromic rheumatism of shoulder region,4151929,31398001,Joint structure of shoulder region,Has finding site
73568,Palindromic rheumatism of shoulder region,4253008,409774005,Inflammatory morphology,Has asso morph
73571,Pathological fracture,4154333,272673000,Bone structure,Has finding site
73571,Pathological fracture,4331181,22640007,Pathologic fracture,Has asso morph
73574,Nonunion of fracture,4140519,33080003,"Fracture, ununited",Has asso morph
73574,Nonunion of fracture,4154333,272673000,Bone structure,Has finding site
73575,Deformity of toe,4106395,29707007,Toe structure,Has finding site
73575,Deformity of toe,4263843,6081001,Deformity,Has asso morph
73580,Reduction deformity of lower limb,4112039,182281004,Entire lower limb,Has finding site
73580,Reduction deformity of lower limb,4116830,255399007,Congenital,Has occurrence
73580,Reduction deformity of lower limb,4204670,308490002,Pathological developmental process,Has pathology
73580,Reduction deformity of lower limb,4260677,45056002,Abnormal shortening,Has asso morph
73609,Open fracture of clavicle,4178756,52329006,"Fracture, open",Has asso morph
73609,Open fracture of clavicle,4197120,51299004,Bone structure of clavicle,Has finding site
73609,Open fracture of clavicle,36674407,773760007,Traumatic event,Has due to
73614,Closed fracture of seven ribs,4011851,113197003,Bone structure of rib,Has finding site
73614,Closed fracture of seven ribs,36675156,771486008,Closed fracture of multiple bones,Has asso morph
73616,Open fracture of lunate bone of wrist,4178722,52181001,Structure of lunate bone,Has finding site
73616,Open fracture of lunate bone of wrist,4178756,52329006,"Fracture, open",Has asso morph
73616,Open fracture of lunate bone of wrist,36674407,773760007,Traumatic event,Has due to
73649,Contusion of finger,4192373,7569003,Finger structure,Has finding site
73649,Contusion of finger,4203279,308492005,Contusion - lesion,Has asso morph
73649,Contusion of finger,36674407,773760007,Traumatic event,Has due to
73673,Disorder of prosthetic joint,4035455,15447007,Joint prosthesis,Finding asso with
73673,Disorder of prosthetic joint,4214466,39352004,Joint structure,Has finding site
73686,Tuberculosis of genitourinary system,4035081,113858008,Mycobacterium tuberculosis complex,Has causative agent
73686,Tuberculosis of genitourinary system,4069509,21514008,Structure of genitourinary system,Has finding site
73686,Tuberculosis of genitourinary system,4269928,6266001,Granulomatous inflammation,Has asso morph
73686,Tuberculosis of genitourinary system,40480911,441862004,Infectious process,Has pathology
73712,Malignant neoplasm of dome of urinary bladder,4282252,367608002,Structure of dome of urinary bladder,Has finding site
73712,Malignant neoplasm of dome of urinary bladder,37153816,1240414004,Malignant neoplasm,Has asso morph
73723,Benign neoplasm of epididymis,4227148,87644002,Epididymis structure,Has finding site
73723,Benign neoplasm of epididymis,4305589,3898006,"Neoplasm, benign",Has asso morph
73819,Pain of breast,4298444,76752008,Breast structure,Has finding site
73838,Pyogenic arthritis of multiple sites,4164958,41034006,Suppurative inflammation,Has asso morph
73838,Pyogenic arthritis of multiple sites,36695780,773190007,Joint structure of multiple body sites,Has finding site
73838,Pyogenic arthritis of multiple sites,40480911,441862004,Infectious process,Has pathology
73842,Enthesopathy of elbow region,37111287,725971002,Structure of enthesis of elbow region,Has finding site
73845,Joint ankylosis of the shoulder region,4151929,31398001,Joint structure of shoulder region,Has finding site
73845,Joint ankylosis of the shoulder region,4271126,36504009,Ankylosis,Has asso morph
73847,Finding of elbow joint,4061414,16953009,Elbow joint structure,Has finding site
73849,Acquired lordosis deformity of spine,4128342,289959001,Musculoskeletal structure of spine,Has finding site
73849,Acquired lordosis deformity of spine,4246304,61051007,Anteroposterior abnormal curvature,Has asso morph
73849,Acquired lordosis deformity of spine,35624340,767023003,Period of life between birth and death,Has occurrence
73851,Effusion of joint of multiple sites,4215818,41699000,Effusion,Has asso morph
