concept_id_1,concept_name_1,concept_id_2,concept_code_2,concept_name_2
72995,Contracture of joint of hand,77635,118933004,Disorder of hand
762000,Benign hypertensive heart disease and chronic renal disease stage 2,44782692,129181000119109,Chronic kidney disease stage 2 due to hypertension
31602,Disorder of the larynx,4155904,271748007,Larynx finding
26935,Disorder of endocrine testis,4132094,127345001,Disorder of endocrine gonad
73153,Malignant neoplasm of lateral wall of urinary bladder,4131749,126888008,Neoplasm of lateral wall of urinary bladder
73349,Injury of rectum without open wound into abdominal cavity,4053833,125635006,Injury of rectum
73564,Full thickness rotator cuff tear,36713625,718539004,Injury of rotator cuff
29783,Severe combined immunodeficiency disease,4263109,36138009,Congenital immunodeficiency disease
28060,Streptococcal sore throat,4207185,312118003,Bacterial upper respiratory infection
27235,Primary malignant neoplasm of carotid body,30346,93922007,Primary malignant neoplasm of neck
73712,Malignant neoplasm of dome of urinary bladder,42709928,449800007,Neoplasm of dome of urinary bladder
24612,"Multiple endocrine neoplasia, type 2",30678,46724008,Polyglandular activity in multiple endocrine adenomatosis
73847,Finding of elbow joint,77960,118952005,Joint finding
73841,Multiple stiff joints,4323826,70733008,Limitation of joint movement
25698,Complication of transplanted pancreas,201461,429490004,Disorder affecting transplanted structure
72997,Articular cartilage disorder of upper arm,76191,128131002,Disorder of upper arm
762000,Benign hypertensive heart disease and chronic renal disease stage 2,4263504,36221001,Benign hypertensive heart disease
73019,Breast engorgement in newborn,4172315,49746001,Engorgement of breasts
72562,Gonococcal spondylitis,433417,15628003,Gonorrhea
73313,Longitudinal deficiency of tarsal bone,1076497,1344689004,Congenital deformity of musculoskeletal system
22350,Edema of larynx,4040388,118654009,Disorder characterized by edema
29979,Crushing injury of neck,24818,90460009,Injury of neck
72997,Articular cartilage disorder of upper arm,439103,53417006,Articular cartilage disorder
73553,Arthropathy,4339410,88230002,Disorder of skeletal system
24198,Contusion of esophagus,4016547,210087005,Closed injury of esophagus
72405,Degenerative joint disease of shoulder region,40484571,444003007,Disorder of joint of shoulder region
73851,Effusion of joint of multiple sites,79903,387637008,Effusion of joint
72405,Degenerative joint disease of shoulder region,80180,396275006,Osteoarthritis
29783,Severe combined immunodeficiency disease,4180159,363138005,Hereditary disorder of immune system
24966,Esophageal varices,4190192,373434004,Disorder of blood vessels of thorax
73872,Congenital deformity of knee joint,37164303,1230024004,Congenital deformity of lower limb
72745,Open dislocation of elbow,4053588,125617002,Traumatic dislocation of elbow joint
73290,Contracture of joint,4323826,70733008,Limitation of joint movement
29735,Candidiasis of mouth,4134887,128398001,Infectious disease of digestive tract
74126,Protrusio acetabuli of the pelvic region and thigh,77357,59606006,Intrapelvic protrusion of acetabulum
193782,End-stage renal disease,37156007,153611000112104,End stage organ failure
73362,Crushing injury of multiple sites of upper limb,78609,9560007,Crushing injury of upper limb
23137,Chlamydial pharyngitis,4207185,312118003,Bacterial upper respiratory infection
26942,Hemoglobin SS disease with crisis,4216915,417279003,Hemoglobin S sickling disorder with crisis
28060,Streptococcal sore throat,437779,85769006,Streptococcal infectious disease
72926,Labyrinthine fistula,4324769,428794004,Fistula
73041,Closed fracture of five ribs,78273,12204004,Closed fracture of multiple ribs
26718,Acute peptic ulcer with perforation AND obstruction,4174823,48336009,Peptic ulcer with perforation AND obstruction
73335,Closed posterior dislocation of proximal end of tibia,72986,128137003,Disorder of lower leg
22281,Sickle cell-hemoglobin SS disease,4048205,123772008,Homozygous hemoglobinopathy
73042,Open fracture finger middle phalanx,4067970,21698002,Open fracture of phalanx of finger
28462,Fistula of salivary gland,4048767,20674003,Oral fistula
31386,Congenital absence of salivary gland,4006301,111327006,Congenital anomaly of salivary gland
72399,Arthropathy in Behcet's syndrome of multiple sites,72398,62918002,Arthropathy in Behcet's syndrome
27026,Acute peptic ulcer with hemorrhage AND with perforation but without obstruction,30439,34921009,Acute peptic ulcer with perforation but without obstruction
22288,Hereditary elliptocytosis,28396,38911009,Hereditary hemolytic anemia
72708,Traumatic arthropathy of the shoulder region,76611,125594001,Injury of shoulder region
73045,Sprain of hand,4179141,298149009,Lesion of joint
73012,Lordosis deformity of spine,4244662,928000,Disorder of musculoskeletal system
22288,Hereditary elliptocytosis,4122936,234409003,Erythrocyte membrane abnormality
23986,Disorder of pituitary gland,31821,362969004,Disorder of endocrine system
28403,Gigantism and acromegaly,4253197,74107003,Acromegaly
24966,Esophageal varices,40488439,448157006,Abnormality of systemic vein
72418,Scoliosis deformity of spine,4244662,928000,Disorder of musculoskeletal system
72693,Poor fetal growth affecting management,74104,106009009,Fetal condition affecting obstetrical care of mother
24818,Injury of neck,4042837,118939000,Disorder of neck
46270436,Chronic tophaceous gout of elbow caused by drug,46270454,306621000119109,Gout of elbow caused by drug
74064,Ankylosis of temporomandibular joint,74396,41888000,Temporomandibular joint disorder
72421,Solitary bone cyst,80509,203465002,Bone cyst
72390,Obstetric non-purulent mastitis,4170627,274131006,Mastitis - obstetric
24970,Chronic laryngitis,4063381,17097001,Chronic disease of respiratory system
27321,Persistent vomiting,4000609,119291004,Disorder of upper gastrointestinal tract
72407,Effusion of joint of shoulder region,40484571,444003007,Disorder of joint of shoulder region
23220,Chronic tonsillitis,26711,140004,Chronic pharyngitis
26823,Oral phase dysphagia,4042502,118938008,Disease of mouth
24612,"Multiple endocrine neoplasia, type 2",4006473,11164009,Autosomal dominant hereditary disorder
73851,Effusion of joint of multiple sites,75897,36186002,Polyarthropathy
24966,Esophageal varices,4201745,53619000,Disorder of digestive system
72469,Closed traumatic dislocation of joint of shoulder region,40492779,445852002,Closed traumatic dislocation of joint
73854,Progressive myositis ossificans,4185186,298277008,Lesion of skeletal muscle
30753,Esophagitis,4181063,363169009,Inflammation of specific body organs
73534,Disproportion between fetus and pelvis,4266188,399986003,Disorder of body wall
72693,Poor fetal growth affecting management,4323285,70591005,Fetal disorder
27438,Burn of esophagus,4155764,320934008,Esophageal injury
73686,Tuberculosis of genitourinary system,4159963,373406006,Inflammatory disorder of genitourinary system
26711,Chronic pharyngitis,4063381,17097001,Chronic disease of respiratory system
73231,Arthralgia of temporomandibular joint,77074,57676002,Joint pain
23865,Congenital anomaly of pharynx,31057,75860007,Disorder of pharynx
28248,Cervical auricle,36716871,723095001,Cyst of neck
73372,Burn of breast,197163,52405000,Burn of trunk
73554,Kashin-Beck disease of the pelvic region and thigh,72401,270505009,Kashin-Bek disease
24612,"Multiple endocrine neoplasia, type 2",4176808,363104002,Hereditary disorder of endocrine system
24969,Laryngitis,4043671,129134004,Inflammatory disorder of upper respiratory tract
73072,Crushing injury of upper arm,444190,125595000,Injury of upper arm
31967,Nausea,4304916,386618008,Gastrointestinal tract finding
73550,Crystal arthropathy of elbow,80484,18834007,Crystal arthropathy
74064,Ankylosis of temporomandibular joint,35624868,767811005,Lesion of face
26908,Vincent's angina,46273307,712657002,Infection caused by Fusobacterium
73838,Pyogenic arthritis of multiple sites,80482,372939007,Suppurative arthritis
22871,Neoplasm of uncertain behavior of pineal gland,4131120,127026004,Neoplasm of pineal gland
72400,Arthropathy of the pelvic region and thigh associated with helminthiasis,4057588,1679003,Arthritis associated with another disorder
73153,Malignant neoplasm of lateral wall of urinary bladder,197508,399326009,Malignant neoplasm of urinary bladder
25698,Complication of transplanted pancreas,4300243,385486001,Postoperative complication
72994,Jaccoud's syndrome,4189855,38850007,Chronic arthropathy
23865,Congenital anomaly of pharynx,4169977,275262008,Congenital malformation of upper alimentary tract
31821,Disorder of endocrine system,4180628,362965005,Disorder of body system
73297,Resolving infantile idiopathic scoliosis,4069935,203639008,Idiopathic scoliosis
73561,Loose body in joint of shoulder region,40484571,444003007,Disorder of joint of shoulder region
24909,Hereditary spherocytosis,4077761,1899006,Autosomal hereditary disorder
73365,Epidermal burn of elbow,4106352,283032003,Superficial injury of elbow
73241,Anal and rectal polyp,4216644,39772007,Rectal polyp
72521,Immersion foot,36683647,781645001,Injury to skin caused by trauma
22945,Horizontal overbite,260759,47944004,Malocclusion of teeth
31610,Disorder of esophagus,4297887,76712006,Disorder of digestive organ
73872,Congenital deformity of knee joint,4103031,299328006,Deformity of knee joint
24296,Primary malignant neoplasm of pituitary gland,133420,371983001,Primary malignant neoplasm of endocrine gland
30753,Esophagitis,31610,37657006,Disorder of esophagus
22557,Malignant tumor of submandibular gland,4130378,126789008,Neoplasm of submaxillary gland
73561,Loose body in joint of shoulder region,79104,2775001,Loose body in joint
72521,Immersion foot,37111520,726523002,Cold injury
22281,Sickle cell-hemoglobin SS disease,4031662,14514008,Anemia due to disturbance of hemoglobin synthesis
29735,Candidiasis of mouth,433968,78048006,Candidiasis
27674,Nausea and vomiting,4000609,119291004,Disorder of upper gastrointestinal tract
72576,Benign neoplasm of breast,81251,126926005,Neoplasm of breast
72992,Allergic arthritis,80488,53338001,Arthropathy associated with a hypersensitivity reaction
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",76914,93725000,Primary malignant neoplasm of bone
31609,Abscess of salivary gland,444271,81546003,Abscess of oral tissue
73043,Open dislocation of glenohumeral joint,4213373,417076003,Dislocation of shoulder joint
73313,Longitudinal deficiency of tarsal bone,4242183,92951004,Congenital abnormal shape of tarsal bone
74082,Acontractile detrusor,4032435,236634008,Urinary bladder muscle dysfunction - underactive
72618,Disorder of skeletal muscle,376208,19660004,Disorder of soft tissue
30163,Cellulitis and abscess of neck,4290877,37223007,Cellulitis of neck
73017,Congenital anomaly of toe,78560,253966001,Congenital anomaly of foot
26899,Tuberculous laryngitis,4207471,312423006,Infective laryngitis
73560,Calcaneal spur,4116964,300861003,Mass of musculoskeletal structure
72926,Labyrinthine fistula,81303,20425006,Labyrinthine disorder
26727,Hematemesis,441408,422400008,Vomiting
29056,Sialoadenitis,25572,10890000,Disorder of salivary gland
72990,Localized osteoarthrosis uncertain if primary OR secondary,4143463,33952002,Localized osteoarthrosis
74127,Contracture of elbow joint,4126334,304301001,Decreased range of elbow movement
28457,Hypertrophy of tonsils,4046076,23023009,Disorder of tonsil (palatine tonsil)
30978,Thalassemia,4031662,14514008,Anemia due to disturbance of hemoglobin synthesis
74064,Ankylosis of temporomandibular joint,80493,111227009,Ankylosis of joint
73318,Polydactyly of fingers,4051577,20948006,Congenital anomaly of finger
31609,Abscess of salivary gland,4322566,427779000,Mass of salivary gland
72434,Congenital hydrocele,37110208,724386005,Lesion of genitalia
72715,Exostosis,4116964,300861003,Mass of musculoskeletal structure
73290,Contracture of joint,37206233,785875003,Disorder of joint region
73723,Benign neoplasm of epididymis,4131755,126902008,Neoplasm of epididymis
73091,Deep third degree burn of breast,77730,36830004,Third degree burn of breast
73036,Closed fracture of olecranon process of ulna,4190345,373716002,Closed fracture involving joint
27438,Burn of esophagus,198030,17543009,Burn of internal organ
73923,Contusion of upper arm,73075,68142008,Contusion of upper limb
72407,Effusion of joint of shoulder region,79903,387637008,Effusion of joint
22281,Sickle cell-hemoglobin SS disease,4207240,323666000,Anemia due to intrinsic red cell abnormality
28716,Benign neoplasm of aortic body,4130063,127029006,Neoplasm of aortic body
26638,Primary malignant neoplasm of esophagus,4179720,363745004,Primary malignant neoplasm of gastrointestinal tract
30439,Acute peptic ulcer with perforation but without obstruction,4194543,79118000,Acute peptic ulcer with perforation
26908,Vincent's angina,433967,41116009,Spirochetal infection
28109,Carcinoma in situ of esophagus,4244495,92600008,Carcinoma in situ of gastrointestinal tract
72988,Pyogenic arthritis of hand,80482,372939007,Suppurative arthritis
24609,Hypoglycemia,30361,237630007,Hypoglycemic disorder
22274,Neoplasm of uncertain behavior of larynx,4317831,95158003,Neoplasm of uncertain behavior of upper respiratory tract
73925,Burn of upper limb,4130851,127278005,Injury of upper extremity
72521,Immersion foot,46269695,103001000119108,Lesion of skin of foot
73373,Epidermal burn of upper limb,4123196,288509005,Burn of skin of body region
30284,Motion sickness,4167864,419026008,Effect of exposure to physical force
30356,Benign neoplasm of pharynx,193431,255167007,Benign tumor of digestive organ
24966,Esophageal varices,4095643,248742008,Trunk varices
73008,Enthesopathy,4244662,928000,Disorder of musculoskeletal system
27516,Neoplasm of uncertain behavior of paraganglia,4130676,127027008,Neoplasm of paraganglion
30683,Hemoglobin SS disease without crisis,22281,127040003,Sickle cell-hemoglobin SS disease
25056,Congenital anomaly of neck,4079975,276654001,Congenital malformation
72993,"Localized, primary osteoarthritis",4143463,33952002,Localized osteoarthrosis
30753,Esophagitis,4043371,128999004,Inflammatory disorder of digestive tract
27321,Persistent vomiting,441408,422400008,Vomiting
30437,Gastro-esophageal reflux disease with esophagitis,30753,16761005,Esophagitis
23798,Acute laryngopharyngitis,30133,6655004,Acute laryngitis
26662,Testicular hypofunction,4066814,2149006,Decreased hormone production
72413,Nontraumatic rupture of muscle,605525,1119219007,Nontraumatic injury
22839,Overlapping malignant neoplasm of larynx,4178968,363429002,Malignant tumor of larynx
73241,Anal and rectal polyp,4228686,88580009,Anal polyp
73268,Fetal distress affecting management of mother,4305304,130955003,Nonreassuring fetal status
73349,Injury of rectum without open wound into abdominal cavity,4212235,57771004,Injury of intestine without open wound into abdominal cavity
25748,Overlapping malignant neoplasm of esophagus,197227,109821008,Overlapping malignant neoplasm of gastrointestinal tract
23731,Benign neoplasm of larynx,4055265,126692004,Neoplasm of larynx
73231,Arthralgia of temporomandibular joint,4317968,95668009,Pain in face
26638,Primary malignant neoplasm of esophagus,4181343,363402007,Malignant tumor of esophagus
73383,Full thickness burn of foot,74250,11980003,Burn of foot
72486,Blister of elbow without infection,4267555,400164007,Blister of skin without infection
73300,Radial styloid tenosynovitis,4090616,280135003,Disorder of soft tissue of upper limb
23868,Congenital anomaly of esophagus,200836,128347007,Congenital anomaly of gastrointestinal tract
23304,Neck webbing,4266046,399893000,Disorder of skin of neck
73923,Contusion of upper arm,444190,125595000,Injury of upper arm
26847,"Splinter of neck, without major open wound",4094328,287108009,Splinter in neck
28248,Cervical auricle,25056,40052002,Congenital anomaly of neck
72985,Arthropathy of the ankle and/or foot associated with helminthiasis,4057588,1679003,Arthritis associated with another disorder
73616,Open fracture of lunate bone of wrist,74772,29014003,Open fracture of carpal bone
28179,Polyp of vocal cord or larynx,4313723,86423004,Polyp of larynx
25297,Acute pharyngitis,4134294,128482007,Acute inflammatory disease
73362,Crushing injury of multiple sites of upper limb,440913,111691006,Crushing injury of multiple sites
27587,Disturbance of salivary secretion,25572,10890000,Disorder of salivary gland
72578,Neoplasm of uncertain behavior of breast,81251,126926005,Neoplasm of breast
25518,Sickle cell trait,4047524,123773003,Heterozygous hemoglobinopathy
73712,Malignant neoplasm of dome of urinary bladder,197508,399326009,Malignant neoplasm of urinary bladder
73913,Burn of shoulder,76611,125594001,Injury of shoulder region
26060,Benign neoplasm of tonsil,4242988,92487001,Benign neoplasm of Waldeyer's ring
30346,Primary malignant neoplasm of neck,439392,372087000,Primary malignant neoplasm
73184,Familial periodic paralysis,4095278,26111005,Metabolic myopathy
72404,Joint stiffness,4154764,271587009,Stiffness
72712,Synovial cyst,4209224,441457006,Cyst
24974,Stenosis of larynx,4115254,301210007,Lesion of larynx
31057,Disorder of pharynx,4022571,116338005,Finding of pharynx
72377,Shoulder girdle dystocia,4025199,106010004,Pelvic dystocia AND/OR uterine disorder
30133,Acute laryngitis,24969,45913009,Laryngitis
74127,Contracture of elbow joint,4027383,128133004,Disorder of elbow
73575,Deformity of toe,4047269,229844004,Deformity of foot
23798,Acute laryngopharyngitis,4110480,195709006,Pharyngolaryngitis
73720,Overlapping malignant neoplasm of urinary system,4169598,419052002,Malignant tumor of urinary system
24970,Chronic laryngitis,24969,45913009,Laryngitis
73553,Arthropathy,37206233,785875003,Disorder of joint region
72562,Gonococcal spondylitis,36715562,721273004,Infection of vertebra
4277749,"Gestation period, 17 weeks",4178165,428567001,Gestation 14 - 20 weeks
73616,Open fracture of lunate bone of wrist,4063560,2012002,Fracture of lunate bone of wrist
23220,Chronic tonsillitis,4234533,90176007,Tonsillitis
73560,Calcaneal spur,4101635,299558001,Finding of bone of foot
25297,Acute pharyngitis,4006969,111273006,Acute respiratory disease
22281,Sickle cell-hemoglobin SS disease,4213628,417357006,Sickling disorder due to hemoglobin S
73089,Contusion of buttock,195977,36787001,Contusion of trunk
72398,Arthropathy in Behcet's syndrome,80494,35524003,Arthropathy associated with another disorder
24148,Congenital diverticulum of pharynx,37174262,71741000112102,Lesion of pharynx
72468,Open dislocation of jaw,4049957,210339009,Open wound of face
28779,Bleeding esophageal varices,24966,28670008,Esophageal varices
31668,Acquired deformity of neck,4042837,118939000,Disorder of neck
73840,"Localized, primary osteoarthritis of the shoulder region",72993,201829007,"Localized, primary osteoarthritis"
73268,Fetal distress affecting management of mother,4323285,70591005,Fetal disorder
22288,Hereditary elliptocytosis,4180651,363070008,Developmental hereditary disorder
31386,Congenital absence of salivary gland,4241529,91946007,Congenital absence of mouth
43531641,Permanent neonatal diabetes mellitus,193323,49817004,Neonatal diabetes mellitus
73075,Contusion of upper limb,4130851,127278005,Injury of upper extremity
73580,Reduction deformity of lower limb,138538,67341007,Longitudinal deficiency of limb
72460,Open fracture of seven ribs,4032308,14675005,Fracture of seven ribs
26213,Congenital salivary gland fistula,4006301,111327006,Congenital anomaly of salivary gland
25844,Ulcer of esophagus,4113545,300286002,Lesion of esophagus
24006,Sickle cell-hemoglobin C disease,4295183,38589006,Mixed hemoglobin disorder
28457,Hypertrophy of tonsils,605322,1052246003,Enlargement of right tonsil
23799,Pharynx or nasopharynx edema,4056883,2129002,Edema of pharynx
28109,Carcinoma in situ of esophagus,196064,109850001,Carcinoma in situ of digestive organ
73289,Pathological dislocation of multiple joints,75897,36186002,Polyarthropathy
73302,Curvature of spine,4182166,298380006,Deformity of spine
73574,Nonunion of fracture,4084934,281466008,Disorder of fracture healing
27918,Eosinophilic esophagitis,4224063,420373003,Allergic disorder of digestive system
73065,Contusion of genital organ,37110208,724386005,Lesion of genitalia
72985,Arthropathy of the ankle and/or foot associated with helminthiasis,40482662,442246002,Disorder of joint of ankle and/or foot
72711,Shoulder stiff,72404,84445001,Joint stiffness
30969,Testicular hyperfunction,26935,73820008,Disorder of endocrine testis
26662,Testicular hypofunction,4175133,48723006,Male hypogonadism
31602,Disorder of the larynx,4042837,118939000,Disorder of neck
31597,Acute laryngotracheitis,30133,6655004,Acute laryngitis
72415,Synovial plica,74135,3519007,Disorder of synovial membrane
46270436,Chronic tophaceous gout of elbow caused by drug,46270450,306571000119106,Chronic tophaceous gout caused by drug
24134,Neck pain,4132926,279001004,Pain finding at anatomical site
31597,Acute laryngotracheitis,437903,26650005,Acute tracheitis
28396,Hereditary hemolytic anemia,4013074,165397008,Hemoglobin below reference range
72986,Disorder of lower leg,44782620,700012005,Disorder of free lower limb
30442,Chronic peptic ulcer with perforation AND obstruction,4024849,196694009,Chronic peptic ulcer with obstruction
72516,Burn of knee,197751,84677008,Burn of lower limb
72817,Tuberculosis of urinary organs,73686,4445009,Tuberculosis of genitourinary system
72410,Infection of bone,75909,76069003,Disorder of bone
24148,Congenital diverticulum of pharynx,23865,11223009,Congenital anomaly of pharynx
31335,Acute peptic ulcer with hemorrhage but without obstruction,4169394,48658001,Peptic ulcer with hemorrhage but without obstruction
22820,Tuberculosis of esophagus,4341224,235601001,Bacterial esophagitis
72745,Open dislocation of elbow,4159964,373410009,Open traumatic dislocation of joint
73854,Progressive myositis ossificans,4196401,44551007,Muscular ossification
73686,Tuberculosis of genitourinary system,434557,56717001,Tuberculosis
73580,Reduction deformity of lower limb,37164303,1230024004,Congenital deformity of lower limb
22871,Neoplasm of uncertain behavior of pineal gland,132277,269496008,Neoplasm of uncertain behavior of endocrine glands and nervous system
73845,Joint ankylosis of the shoulder region,40484571,444003007,Disorder of joint of shoulder region
24884,Benign neoplasm of carotid body,4131121,127028003,Neoplasm of carotid body
73568,Palindromic rheumatism of shoulder region,1075361,1303835007,Arthritis of shoulder region joint
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",4247008,61300005,Chronic peptic ulcer with hemorrhage AND perforation
73183,Myotonic disorder,72618,75047002,Disorder of skeletal muscle
25297,Acute pharyngitis,4226263,405737000,Pharyngitis
22820,Tuberculosis of esophagus,4345697,240376003,Tuberculosis of gastrointestinal tract
29056,Sialoadenitis,4043371,128999004,Inflammatory disorder of digestive tract
72717,Postoperative heterotopic calcification,4300243,385486001,Postoperative complication
30163,Cellulitis and abscess of neck,4266864,6284004,Abscess of neck
73307,Transverse deficiency of lower limb,37109843,723722000,Absence of lower limb
30365,Panhypopituitarism,4254542,74728003,Hypopituitarism
27438,Burn of esophagus,195976,13140001,Burn of gastrointestinal tract
73065,Contusion of genital organ,4152297,282772005,Genital injury
23731,Benign neoplasm of larynx,4242982,92461001,Benign neoplasm of upper respiratory tract
23137,Chlamydial pharyngitis,438066,105629000,Chlamydial infection
26899,Tuberculous laryngitis,45771090,700272008,Respiratory tuberculosis
28115,Benign neoplasm of pineal gland,4173658,275269004,Benign cerebral tumor
22288,Hereditary elliptocytosis,4079975,276654001,Congenital malformation
22955,Perforation of esophagus,4155764,320934008,Esophageal injury
73045,Sprain of hand,40480937,441886002,Injury of ligament of hand
27674,Nausea and vomiting,441408,422400008,Vomiting
29979,Crushing injury of neck,437428,125665001,Crushing injury
73021,Bilateral congenital dislocation of hip,35608133,767003004,Congenital dislocation of right hip
375736,"Trachoma, active stage",380640,2576002,Trachoma
30061,Neoplasm of uncertain behavior of major salivary gland,4116233,255062004,Neoplasm of uncertain behavior of oral cavity
72469,Closed traumatic dislocation of joint of shoulder region,75899,125615005,Traumatic dislocation of shoulder region
443611,Chronic kidney disease stage 5,46271022,709044004,Chronic kidney disease
72995,Contracture of joint of hand,4182643,299033004,Deformity of hand
25572,Disorder of salivary gland,4158189,271612000,Salivary gland finding
73854,Progressive myositis ossificans,4178826,363212003,Hereditary disorder of musculoskeletal system
73065,Contusion of genital organ,195977,36787001,Contusion of trunk
72516,Burn of knee,444132,125601008,Injury of knee
72521,Immersion foot,435119,14817008,Late effect of injury
73036,Closed fracture of olecranon process of ulna,436251,33041006,Closed fracture of proximal end of ulna
73290,Contracture of joint,4168498,417893002,Deformity
193782,End-stage renal disease,198185,90688005,Chronic renal failure
25189,Malignant tumor of oral cavity,436045,271323007,"Malignant neoplasm of lip, oral cavity and pharynx"
28060,Streptococcal sore throat,4193318,312422001,Infective pharyngitis
31057,Disorder of pharynx,254068,201060008,Disorder of upper respiratory system
26514,Laryngeal web,31602,60600009,Disorder of the larynx
28779,Bleeding esophageal varices,37311947,788951001,Hemorrhage of digestive system
26141,Barrett's esophagus with esophagitis,30753,16761005,Esophagitis
24230,Foreign body in larynx,4029819,128518001,Foreign body in upper respiratory tract
72715,Exostosis,75909,76069003,Disorder of bone
30234,Neck sprain,24818,90460009,Injury of neck
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",24076,56461008,Chronic peptic ulcer with hemorrhage AND obstruction
72857,Late effect of rickets,4201705,302049001,Sequela of disorder
23806,Atrophy of salivary gland,25572,10890000,Disorder of salivary gland
72465,Closed fracture of one or more phalanges of hand,4226282,405817008,Fracture of phalanx of hand
23247,Chronic peptic ulcer with perforation but without obstruction,4054392,12625009,Peptic ulcer with perforation but without obstruction
24978,Chronic adenotonsillitis,439851,232420002,Chronic adenoiditis
73409,Primary anal syphilis,4160365,371568002,Anal infection
28356,Overlapping malignant neoplasm of major salivary gland,4181333,363378008,Malignant tumor of major salivary gland
24602,Benign neoplasm of esophagus,4243411,92118007,Benign neoplasm of gastrointestinal tract
72711,Shoulder stiff,4119632,304297005,Decreased range of shoulder movement
73291,Palindromic rheumatism of ankle and/or foot,76196,50442003,Palindromic rheumatism
73290,Contracture of joint,372604,60342002,Movement disorder
23653,Foreign body in esophagus,31610,37657006,Disorder of esophagus
24909,Hereditary spherocytosis,4122936,234409003,Erythrocyte membrane abnormality
30770,Chronic peptic ulcer with hemorrhage but without obstruction,4169394,48658001,Peptic ulcer with hemorrhage but without obstruction
26441,Bleeding ulcer of esophagus,4271696,64121000,Peptic ulcer with hemorrhage
30770,Chronic peptic ulcer with hemorrhage but without obstruction,4174044,49232000,Chronic peptic ulcer with hemorrhage
27526,Nezelof's syndrome,29783,31323000,Severe combined immunodeficiency disease
73365,Epidermal burn of elbow,73373,62242007,Epidermal burn of upper limb
73302,Curvature of spine,4260918,410730009,Disorder of spinal region
31509,Primary malignant neoplasm of tonsil,432254,94144008,Primary malignant neoplasm of Waldeyer's ring
4277749,"Gestation period, 17 weeks",4244438,59466002,Second trimester pregnancy
73855,Arrest of bone development AND/OR growth,4160354,371521007,Disorder of bone development
72991,Traumatic arthropathy of multiple sites,75897,36186002,Polyarthropathy
73614,Closed fracture of seven ribs,4032308,14675005,Fracture of seven ribs
30361,Hypoglycemic disorder,4130161,237597000,Disorder of glucose regulation
26286,Burn of neck,24818,90460009,Injury of neck
73017,Congenital anomaly of toe,4301416,403855001,Congenital anomaly of digit
31509,Primary malignant neoplasm of tonsil,4181339,363393007,Malignant tumor of tonsil
30234,Neck sprain,4023316,105611005,Sprain of joint
26286,Burn of neck,4293479,37645002,Burn of head AND/OR neck
26060,Benign neoplasm of tonsil,4240017,92178001,Benign neoplasm of lateral wall of oropharynx
72578,Neoplasm of uncertain behavior of breast,4317829,95151009,Neoplasm of uncertain behavior of trunk
26141,Barrett's esophagus with esophagitis,443344,302914006,Barrett's esophagus
31509,Primary malignant neoplasm of tonsil,440345,93862005,Primary malignant neoplasm of lateral wall of oropharynx
24977,Mucocele of salivary gland,4103985,300258005,Cyst of salivary gland
27918,Eosinophilic esophagitis,4188970,413834006,Chronic disease of immune function
73534,Disproportion between fetus and pelvis,80165,31805001,Fetal disproportion
73017,Congenital anomaly of toe,4028528,128619003,Disorder of toe
23986,Disorder of pituitary gland,372887,81308009,Disorder of brain
73001,Myositis,4176946,363179006,Inflammatory disorder of musculoskeletal system
24230,Foreign body in larynx,4312766,424959007,Foreign body of neck
22665,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,4235740,90489006,Peptic ulcer with hemorrhage AND with perforation but without obstruction
73085,Injury of superficial femoral artery,37118664,733282009,Injury of femoral artery
28974,Candidiasis of the esophagus,193133,84679006,Gastrointestinal candidiasis
73888,Open fracture of navicular bone of foot,4134337,263248002,Fracture of navicular
25757,Primary malignant neoplasm of aortic body,442122,93941005,Primary malignant neoplasm of paraganglion
22856,Polyglandular dysfunction,4131812,26572003,Polyglandular dysfunction AND/OR related disorders
73534,Disproportion between fetus and pelvis,79890,237256006,Disorder of pelvic size and disproportion
24909,Hereditary spherocytosis,28396,38911009,Hereditary hemolytic anemia
30515,Congenital stenosis of esophagus,4340117,235622007,Esophageal web / ring
23220,Chronic tonsillitis,4170138,275486007,Chronic disease of tonsil
26718,Acute peptic ulcer with perforation AND obstruction,4194543,79118000,Acute peptic ulcer with perforation
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,200771,54157007,Peptic ulcer without hemorrhage AND without perforation but with obstruction
30333,Gonorrhea of pharynx,433417,15628003,Gonorrhea
23164,Disorder of anterior pituitary,23986,399244003,Disorder of pituitary gland
22492,Foreign body in pharynx,4029819,128518001,Foreign body in upper respiratory tract
73313,Longitudinal deficiency of tarsal bone,4101637,299561000,Deformity of bone in foot
73361,Abrasion and/or friction burn of elbow with infection,444193,12250001,Superficial injury of elbow with infection
73383,Full thickness burn of foot,4344273,240025005,Soft tissue lesion of foot region
73872,Congenital deformity of knee joint,1076497,1344689004,Congenital deformity of musculoskeletal system
26361,Primary malignant neoplasm of pineal gland,4178977,363483004,Malignant tumor of pineal gland
73534,Disproportion between fetus and pelvis,75909,76069003,Disorder of bone
73568,Palindromic rheumatism of shoulder region,76196,50442003,Palindromic rheumatism
28716,Benign neoplasm of aortic body,444463,92267000,Benign neoplasm of paraganglion
