concept_id_1,concept_name_1,relationship_id,concept_code_2,concept_name_2
24076,Chronic peptic ulcer with hemorrhage AND obstruction,Is a,56461008,Chronic peptic ulcer with hemorrhage AND obstruction
24076,Chronic peptic ulcer with hemorrhage AND obstruction,Is a,786068005,Peptic ulcer with obstruction
73365,Epidermal burn of elbow,Is a,33826007,Epidermal burn of elbow
73017,Congenital anomaly of toe,Subsumes,709105005,Jackson-Weiss syndrome
23868,Congenital anomaly of esophagus,Is a,69771008,Congenital anomaly of esophagus
23868,Congenital anomaly of esophagus,Is a,126764002,Congenital anomaly of intestinal tract
31821,Disorder of endocrine system,Is a,362969004,Disorder of endocrine system
31821,Disorder of endocrine system,Is a,300479008,Genital finding
31821,Disorder of endocrine system,Is a,362968007,Disorder of reproductive system
30284,Motion sickness,Is a,439161008,Vestibular system finding
30284,Motion sickness,Is a,247234006,Ear finding
24198,Contusion of esophagus,Is a,300286002,Lesion of esophagus
24198,Contusion of esophagus,Is a,125628003,Injury of duodenum
24198,Contusion of esophagus,Is a,320934008,Esophageal injury
24198,Contusion of esophagus,Is a,416462003,Wound
73575,Deformity of toe,Subsumes,299581004,Toe joint deformity
28109,Carcinoma in situ of esophagus,Is a,92585006,Carcinoma in situ of esophagus
28109,Carcinoma in situ of esophagus,Is a,126821004,Neoplasm of upper third of esophagus
22274,Neoplasm of uncertain behavior of larynx,Is a,94899001,Neoplasm of uncertain behavior of larynx
22274,Neoplasm of uncertain behavior of larynx,Is a,126696001,Neoplasm of subglottis
72377,Shoulder girdle dystocia,Is a,89700002,Shoulder girdle dystocia
31317,Dysphagia,Is a,29164008,Disturbance in speech
31317,Dysphagia,Is a,102957003,Neurological finding
31317,Dysphagia,Is a,288939007,Difficulty swallowing
29056,Sialoadenitis,Is a,42982001,Sialoadenitis
73838,Pyogenic arthritis of multiple sites,Is a,34934005,Pyogenic arthritis of multiple sites
31967,Nausea,Subsumes,196746003,Persistent vomiting
31602,Disorder of the larynx,Subsumes,254505000,Tumor of aryepiglottic fold - hypopharyngeal aspect
26823,Oral phase dysphagia,Is a,278920007,Speech and language dyspraxias
26823,Oral phase dysphagia,Is a,118938008,Disease of mouth
26823,Oral phase dysphagia,Is a,364945002,Finding related to ability to perform oral motor function
26823,Oral phase dysphagia,Is a,116337000,Oral cavity finding
26823,Oral phase dysphagia,Is a,288939007,Difficulty swallowing
27835,Neoplasm of uncertain behavior of pituitary gland,Subsumes,189179009,Craniopharyngioma
74127,Contracture of elbow joint,Is a,239734000,Contracture of elbow joint
28462,Fistula of salivary gland,Subsumes,196496003,Fistula of submandibular gland
31610,Disorder of esophagus,Subsumes,20639004,Candidiasis of the esophagus
73017,Congenital anomaly of toe,Is a,253966001,Congenital anomaly of foot
73017,Congenital anomaly of toe,Is a,128619003,Disorder of toe
73017,Congenital anomaly of toe,Is a,403855001,Congenital anomaly of digit
72986,Disorder of lower leg,Subsumes,16011631000119100,Bilateral Osgood-Schlatter disease
73553,Arthropathy,Subsumes,15728761000119102,Arthropathy of left elbow
73184,Familial periodic paralysis,Subsumes,774154008,Periodic paralysis with later-onset distal motor neuropathy
73017,Congenital anomaly of toe,Subsumes,726117003,Congenital deformity of toe
31610,Disorder of esophagus,Subsumes,253758001,Congenital palato-esophageal incoordination
27526,Nezelof's syndrome,Is a,301296002,Mediastinal finding
27526,Nezelof's syndrome,Is a,406123005,Viscus structure finding
73580,Reduction deformity of lower limb,Is a,66091009,Congenital disease
73580,Reduction deformity of lower limb,Is a,5294002,Developmental disorder
73580,Reduction deformity of lower limb,Is a,125584006,Acquired deformity of lower limb
73580,Reduction deformity of lower limb,Is a,128137003,Disorder of lower leg
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Is a,250131003,Lower limb joint arthritis
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Is a,442246002,Disorder of joint of ankle and/or foot
30978,Thalassemia,Is a,19442009,Heterozygous thalassemia
72986,Disorder of lower leg,Subsumes,292211000119109,Disorder of left lateral plantar nerve
72487,Crushing injury of foot,Subsumes,11852101000119102,Crush injury of toe of left foot
73925,Burn of upper limb,Subsumes,11999361000119107,Full thickness burn of right forearm
73043,Open dislocation of glenohumeral joint,Is a,11780881000119107,Injury of right shoulder
73043,Open dislocation of glenohumeral joint,Is a,15729601000119103,Arthropathy of right shoulder
73043,Open dislocation of glenohumeral joint,Is a,13975002,Open dislocation of glenohumeral joint
73184,Familial periodic paralysis,Subsumes,724178000,Laryngeal abductor paralysis with intellectual disability syndrome
31821,Disorder of endocrine system,Subsumes,48130008,Hypogonadism
31057,Disorder of pharynx,Subsumes,232415002,Palatopharyngeal incoordination
72986,Disorder of lower leg,Subsumes,11829911000119109,Hematoma of left lower leg
72516,Burn of knee,Is a,19684007,Burn of knee
31610,Disorder of esophagus,Subsumes,308857008,Esophageal dysplasia
72997,Articular cartilage disorder of upper arm,Subsumes,428029006,Articular cartilage disorder of elbow
72926,Labyrinthine fistula,Subsumes,1091601000119107,Fistula of right labyrinth structure
73017,Congenital anomaly of toe,Subsumes,62218008,Polydactyly of toes
72986,Disorder of lower leg,Subsumes,300531000119106,Tendon disorder of left lower leg
74082,Acontractile detrusor,Is a,42643001,Disorder of urinary bladder
74082,Acontractile detrusor,Is a,40492006,Dysfunction of urinary bladder
74082,Acontractile detrusor,Is a,128527000,Disorder of smooth muscle
72986,Disorder of lower leg,Subsumes,1077761000119101,Osteomyelitis of left tibia
72715,Exostosis,Is a,313361002,Exostosis of foot
72715,Exostosis,Is a,451421000124102,Disorder of right lower extremity
72994,Jaccoud's syndrome,Subsumes,203557003,Rotational deformity of finger
73291,Palindromic rheumatism of ankle and/or foot,Is a,202463000,Palindromic rheumatism of ankle and/or foot
73291,Palindromic rheumatism of ankle and/or foot,Is a,16046111000119102,Palindromic rheumatism of bilateral knees
22955,Perforation of esophagus,Is a,300286002,Lesion of esophagus
22955,Perforation of esophagus,Is a,51875005,Gastrointestinal perforation
22955,Perforation of esophagus,Is a,320934008,Esophageal injury
30284,Motion sickness,Subsumes,73415002,Noise-induced hearing loss
23245,Esophageal bleeding,Subsumes,35265002,Mallory-Weiss syndrome
24612,"Multiple endocrine neoplasia, type 2",Is a,66091009,Congenital disease
22557,Malignant tumor of submandibular gland,Is a,92651002,Carcinoma in situ of major salivary gland
22557,Malignant tumor of submandibular gland,Is a,363380002,Malignant tumor of submandibular gland
26662,Testicular hypofunction,Is a,73820008,Disorder of endocrine testis
26662,Testicular hypofunction,Is a,154091000119106,Decline in functional status
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,Is a,201497009,Reactive arthritis of joint of shoulder region due to and following dysentery
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,Is a,201504007,Reactive arthritis of joint of multiple sites due to and following dysentery
73553,Arthropathy,Subsumes,764437006,Liebenberg syndrome
73122,Tuberculosis of knee,Is a,17136009,Tuberculosis of knee
24977,Mucocele of salivary gland,Is a,196546001,Cyst of oral soft tissue
24977,Mucocele of salivary gland,Is a,69825009,Mucocele of salivary gland
72399,Arthropathy in Behcet's syndrome of multiple sites,Is a,6211002,Polyarthritis associated with another disorder
72521,Immersion foot,Is a,116316008,Finding of foot region
72521,Immersion foot,Is a,419026008,Effect of exposure to physical force
23164,Disorder of anterior pituitary,Is a,51742006,Disorder of anterior pituitary
27516,Neoplasm of uncertain behavior of paraganglia,Is a,189473001,Neoplasm of uncertain behavior of paraganglia
27516,Neoplasm of uncertain behavior of paraganglia,Is a,19191000119106,Neoplasm of uncertain behavior of peripheral nerve
27516,Neoplasm of uncertain behavior of paraganglia,Is a,15241006,Disorder of autonomic nervous system
72487,Crushing injury of foot,Is a,43422002,Crushing injury of foot
72487,Crushing injury of foot,Is a,282776008,Injury of toe
72487,Crushing injury of foot,Is a,299573000,Lesion of toe
23245,Esophageal bleeding,Subsumes,721179009,Intramural hemorrhage of esophagus
4113790,"Cellulitis of leg, excluding foot",Is a,451421000124102,Disorder of right lower extremity
4113790,"Cellulitis of leg, excluding foot",Is a,449711005,Cellulitis of lower leg
72986,Disorder of lower leg,Subsumes,16012271000119106,Thrombophlebitis of left tibial vein
73553,Arthropathy,Subsumes,201944007,Traumatic arthropathy-elbow
72986,Disorder of lower leg,Subsumes,15703961000119101,Contracture of left gastrocnemius muscle due to paralysis
22340,Esophageal varices without bleeding,Subsumes,1197696009,Bleeding esophageal varices due to hepatic fibrosis
72994,Jaccoud's syndrome,Subsumes,360388005,Acquired deformity of finger joint
26052,Primary malignant neoplasm of larynx,Is a,363507003,Malignant tumor of pharynx
26052,Primary malignant neoplasm of larynx,Is a,93784003,Primary malignant neoplasm of epiglottis
72487,Crushing injury of foot,Subsumes,283861003,Crush injury of great toe
31610,Disorder of esophagus,Subsumes,735546001,Dissociative neurological symptom disorder with swallowing symptom
25518,Sickle cell trait,Is a,123773003,Heterozygous hemoglobinopathy
25518,Sickle cell trait,Is a,127038008,Hereditary hemoglobinopathy due to globin chain mutation
23986,Disorder of pituitary gland,Subsumes,62206004,Abscess of pituitary
30124,Obstruction of larynx,Subsumes,36491000119101,Laryngeal obstruction due to supraglottitis
73553,Arthropathy,Subsumes,20834007,Congenital cubitus varus
23986,Disorder of pituitary gland,Subsumes,127024001,Neoplasm of pituitary gland
73026,Abnormal breath sounds,Is a,366135003,Breath sounds - finding
4277749,"Gestation period, 17 weeks",Subsumes,6678005,"Gestation period, 15 weeks"
31057,Disorder of pharynx,Subsumes,51960003,Secondary syphilis of pharynx
23567,Branchial cleft cyst,Subsumes,59857007,Branchial cleft cyst
27826,Combination of endocrine dysfunction,Subsumes,1217066007,Sclerosis of multiple endocrine glands
27835,Neoplasm of uncertain behavior of pituitary gland,Subsumes,95004009,Neoplasm of uncertain behavior of pituitary gland
74125,Inflammatory polyarthropathy,Is a,63171007,Acute infectious disease
74125,Inflammatory polyarthropathy,Is a,61126009,Infective polyarthritis
74125,Inflammatory polyarthropathy,Is a,42898009,Acute polyarthritis
31509,Primary malignant neoplasm of tonsil,Is a,372020000,Primary malignant neoplasm of tonsil
4277749,"Gestation period, 17 weeks",Is a,428567001,Gestation 14 - 20 weeks
4277749,"Gestation period, 17 weeks",Is a,59466002,Second trimester pregnancy
30284,Motion sickness,Subsumes,250904002,Cochlear microphonic
73854,Progressive myositis ossificans,Is a,26155004,"Ectopic bone tissue, congenital"
73854,Progressive myositis ossificans,Is a,363042006,Congenital sequelae of disorders
73854,Progressive myositis ossificans,Is a,298271000119104,Traumatic myositis ossificans of upper arm
72708,Traumatic arthropathy of the shoulder region,Subsumes,201942006,Traumatic arthropathy of sternoclavicular joint
74126,Protrusio acetabuli of the pelvic region and thigh,Is a,15729761000119105,Arthropathy of left hip joint
74126,Protrusio acetabuli of the pelvic region and thigh,Is a,59606006,Intrapelvic protrusion of acetabulum
72986,Disorder of lower leg,Subsumes,10663991000119105,Ischemic ulcer of left lower leg due to atherosclerotic disease
28115,Benign neoplasm of pineal gland,Subsumes,92294001,Benign neoplasm of pineal gland
73847,Finding of elbow joint,Is a,298869002,Finding of elbow joint
73847,Finding of elbow joint,Is a,116314006,Finding of knee region
73564,Full thickness rotator cuff tear,Is a,263134008,Ligament rupture
73564,Full thickness rotator cuff tear,Is a,202843000,Full thickness rotator cuff tear
73564,Full thickness rotator cuff tear,Is a,298149009,Lesion of joint
73564,Full thickness rotator cuff tear,Is a,125610000,Joint injury
73564,Full thickness rotator cuff tear,Is a,926335004,Rupture of rotator cuff of shoulder
23653,Foreign body in esophagus,Is a,262599003,Foreign body in respiratory tract
23653,Foreign body in esophagus,Is a,19829001,Disorder of lung
23653,Foreign body in esophagus,Is a,47609003,Foreign body in esophagus
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,201503001,Post-dysenteric reactive arthropathy of the ankle and/or foot
31610,Disorder of esophagus,Subsumes,196623008,Esophageal erosions
25757,Primary malignant neoplasm of aortic body,Is a,93677000,Primary malignant neoplasm of aortic body
31610,Disorder of esophagus,Subsumes,64151006,Esophagomalacia
73017,Congenital anomaly of toe,Subsumes,9989000,Congenital anomaly of toe
73041,Closed fracture of five ribs,Subsumes,79546008,Closed fracture of three ribs
31967,Nausea,Subsumes,84480002,Retching
23245,Esophageal bleeding,Subsumes,262790002,Esophageal hematoma
73649,Contusion of finger,Is a,11773891000119108,Contusion of finger of right hand
73649,Contusion of finger,Is a,69787006,Contusion of finger
73300,Radial styloid tenosynovitis,Is a,451401000124107,Disorder of right upper extremity
73300,Radial styloid tenosynovitis,Is a,21794005,Radial styloid tenosynovitis
31610,Disorder of esophagus,Subsumes,235644002,Disorder of implanted esophageal antireflux device
27826,Combination of endocrine dysfunction,Subsumes,237827002,Polyglandular hyperfunction
72418,Scoliosis deformity of spine,Is a,111268000,Lordosis and scoliosis deformity of spine
72578,Neoplasm of uncertain behavior of breast,Is a,1306314008,Neoplasm of nipple
72578,Neoplasm of uncertain behavior of breast,Is a,269497004,Neoplasm of uncertain behavior of breast
72578,Neoplasm of uncertain behavior of breast,Is a,94879007,Neoplasm of uncertain behavior of intra-abdominal organs
72712,Synovial cyst,Is a,298149009,Lesion of joint
72712,Synovial cyst,Is a,240205003,Synovial cyst
72712,Synovial cyst,Is a,300862005,Mass of body region
72712,Synovial cyst,Is a,239999004,Soft tissue lesion of knee region
72986,Disorder of lower leg,Subsumes,16034511000119100,Bone hypertrophy of left fibula
25572,Disorder of salivary gland,Is a,118228005,Functional finding
25572,Disorder of salivary gland,Is a,271612000,Salivary gland finding
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,Is a,196694009,Chronic peptic ulcer with obstruction
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,Is a,786068005,Peptic ulcer with obstruction
28356,Overlapping malignant neoplasm of major salivary gland,Is a,363378008,Malignant tumor of major salivary gland
28356,Overlapping malignant neoplasm of major salivary gland,Is a,363375006,Malignant tumor of tongue
28356,Overlapping malignant neoplasm of major salivary gland,Is a,363390005,Malignant tumor of palate
73888,Open fracture of navicular bone of foot,Is a,73015009,Open fracture of navicular bone of foot
72407,Effusion of joint of shoulder region,Subsumes,16125461000119106,Intermittent effusion of joint of bilateral shoulder regions
4113790,"Cellulitis of leg, excluding foot",Subsumes,41771000087106,Cellulitis of right lower leg
30284,Motion sickness,Subsumes,9794007,Endolymphatic hydrops
73075,Contusion of upper limb,Is a,40257000,Contusion of shoulder region
73553,Arthropathy,Subsumes,370529001,Fragmented coronoid process
31821,Disorder of endocrine system,Subsumes,400179000,Precocious puberty
31821,Disorder of endocrine system,Subsumes,37102008,Disorder of endocrine ovary
23567,Branchial cleft cyst,Subsumes,73371000119103,First branchial cleft cyst
73361,Abrasion and/or friction burn of elbow with infection,Subsumes,211257004,Infected abrasion of skin of elbow
31967,Nausea,Subsumes,249497008,Vomiting symptom
27321,Persistent vomiting,Is a,128284006,Chronic digestive system disorder
27321,Persistent vomiting,Is a,422400008,Vomiting
73231,Pain of temporomandibular joint,Is a,736428003,Chronic arthralgia of temporomandibular joint
73231,Pain of temporomandibular joint,Is a,91944005,Arthritis of temporomandibular joint
73017,Congenital anomaly of toe,Subsumes,718679004,Mammary digital nail syndrome
72711,Shoulder stiff,Is a,249918006,Shoulder stiff
72711,Shoulder stiff,Is a,298767005,Finding of shoulder joint
73008,Enthesopathy,Subsumes,15718841000119102,Bilateral enthesopathy of wrists
30284,Motion sickness,Subsumes,232306005,Inherited cochlear degeneration
72486,Blister of elbow without infection,Is a,239964003,Soft tissue lesion of elbow region
72486,Blister of elbow without infection,Is a,125596004,Injury of elbow
72486,Blister of elbow without infection,Is a,400160003,Disorder of skin of upper limb
72486,Blister of elbow without infection,Is a,400164007,Blister of skin without infection
31967,Nausea,Subsumes,225586007,Vomiting food
72708,Traumatic arthropathy of the shoulder region,Subsumes,201932009,Traumatic arthropathy of the shoulder region
73409,Primary anal syphilis,Is a,312121001,Bacterial gastrointestinal infectious disease
73409,Primary anal syphilis,Is a,76272004,Syphilis
73409,Primary anal syphilis,Is a,235061000,Oral mucosal bacterial disease
73409,Primary anal syphilis,Is a,371568002,Anal infection
23247,Chronic peptic ulcer with perforation but without obstruction,Is a,80953005,Chronic peptic ulcer with perforation but without obstruction
23247,Chronic peptic ulcer with perforation but without obstruction,Is a,90489006,Peptic ulcer with hemorrhage AND with perforation but without obstruction
73008,Enthesopathy,Subsumes,15718601000119100,Enthesopathy of left hand
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,784545009,Synovitis of ankle joint
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,201983009,Climacteric arthritis of the ankle and/or foot
73041,Closed fracture of five ribs,Subsumes,53441009,Closed multiple fractures of lower limb AND ribs
23731,Benign neoplasm of larynx,Subsumes,92421002,Benign neoplasm of supraglottis
73307,Transverse deficiency of lower limb,Is a,60220000,Partial congenital absence of limb
73307,Transverse deficiency of lower limb,Is a,36574005,Transverse deficiency of lower limb
73307,Transverse deficiency of lower limb,Is a,47430002,Congenital shortening of leg
31610,Disorder of esophagus,Subsumes,235595009,Gastroesophageal reflux disease
28396,Hereditary hemolytic anemia,Is a,363070008,Developmental hereditary disorder
28396,Hereditary hemolytic anemia,Is a,414394009,Hereditary red blood cell disorder
28396,Hereditary hemolytic anemia,Is a,42601008,Congenital hemolytic anemia
28396,Hereditary hemolytic anemia,Is a,1208419007,Finding of presence of substance
28396,Hereditary hemolytic anemia,Is a,154091000119106,Decline in functional status
25748,Overlapping malignant neoplasm of esophagus,Is a,109823006,Overlapping malignant neoplasm of tongue
25748,Overlapping malignant neoplasm of esophagus,Is a,109835005,Overlapping malignant neoplasm of esophagus
72986,Disorder of lower leg,Subsumes,301201000119105,Left lower leg repetitive motion disorder
73553,Arthropathy,Subsumes,719138006,X-linked intellectual disability with cubitus valgus and dysmorphism syndrome
25518,Sickle cell trait,Subsumes,46248003,Hemoglobin E trait
24974,Stenosis of larynx,Is a,75547007,Stenosis of larynx
24974,Stenosis of larynx,Is a,233776003,Tracheobronchial disorder
24974,Stenosis of larynx,Is a,289517005,Vaginal lesion
72986,Disorder of lower leg,Subsumes,10641151000119106,Chronic ulcer of left lower leg
73571,Pathological fracture,Subsumes,287064006,Pathological fracture - shoulder
31610,Disorder of esophagus,Subsumes,236105003,Esophageal anastomotic stricture
31610,Disorder of esophagus,Subsumes,320934008,Esophageal injury
72709,Crystal arthropathy of multiple sites,Is a,225655006,Degenerative polyarthritis
72709,Crystal arthropathy of multiple sites,Is a,239872002,Osteoarthritis of hip
72709,Crystal arthropathy of multiple sites,Is a,18834007,Crystal arthropathy
73686,Tuberculosis of genitourinary system,Subsumes,281623008,Genital tuberculosis
72415,Synovial plica,Is a,15726921000119105,Disorder of joint of left knee
72415,Synovial plica,Is a,3519007,Disorder of synovial membrane
23988,Hemolytic anemia due to glutathione metabolism disorder,Is a,86095007,Inborn error of metabolism
23988,Hemolytic anemia due to glutathione metabolism disorder,Is a,441934005,Measurement procedure result present
23988,Hemolytic anemia due to glutathione metabolism disorder,Is a,111577008,Anemia due to enzyme deficiency
23988,Hemolytic anemia due to glutathione metabolism disorder,Is a,414394009,Hereditary red blood cell disorder
23988,Hemolytic anemia due to glutathione metabolism disorder,Is a,154091000119106,Decline in functional status
31821,Disorder of endocrine system,Subsumes,127345001,Disorder of endocrine gonad
72986,Disorder of lower leg,Subsumes,1010709006,Longitudinal deficiency of bilateral fibulae
72986,Disorder of lower leg,Subsumes,314211000119108,Traumatic myositis ossificans of left lower leg
30284,Motion sickness,Subsumes,85571008,Sensory hearing loss
25572,Disorder of salivary gland,Subsumes,716239006,Tungland Bellman syndrome
22722,Accessory salivary gland,Is a,70705008,Accessory salivary gland
22722,Accessory salivary gland,Is a,709003000,Salivary gland heterotopia
25211,Iatrogenic pituitary disorder,Subsumes,190470005,Idiopathic panhypopituitarism
73378,Frostbite of foot,Is a,11853971000119103,Injury of right foot
73378,Frostbite of foot,Is a,771411008,Injury of right foot
73378,Frostbite of foot,Is a,241967006,General effects of low temperature
31602,Disorder of the larynx,Subsumes,232410007,Vallecular cyst
73560,Calcaneal spur,Is a,55260003,Calcaneal spur
73560,Calcaneal spur,Is a,235231000119100,Osteophyte of bone
73534,Disproportion between fetus and pelvis,Is a,248994003,Obstetric pelvic finding
73534,Disproportion between fetus and pelvis,Is a,417470001,Finding of bone of pelvis
73534,Disproportion between fetus and pelvis,Is a,76069003,Disorder of bone
73534,Disproportion between fetus and pelvis,Is a,199746004,Obstructed labor
73534,Disproportion between fetus and pelvis,Is a,399986003,Disorder of body wall
73534,Disproportion between fetus and pelvis,Is a,609620004,Disorder of pelvis
31057,Disorder of pharynx,Subsumes,51499002,Disorder of tonsil AND/OR adenoid
72460,Open fracture of seven ribs,Is a,1261007,Fracture of multiple ribs
72460,Open fracture of seven ribs,Is a,60667009,Closed fracture of rib
72460,Open fracture of seven ribs,Is a,416462003,Wound
73041,Closed fracture of five ribs,Subsumes,17633000,Closed fracture of five ribs
73553,Arthropathy,Subsumes,287036001,Rupture of synovium of elbow
72988,Pyogenic arthritis of hand,Is a,61112000,Pyogenic arthritis of hand
31610,Disorder of esophagus,Subsumes,300286002,Lesion of esophagus
73184,Familial periodic paralysis,Is a,364729007,Gross movement of body and limbs - finding
73184,Familial periodic paralysis,Is a,75047002,Disorder of skeletal muscle
73184,Familial periodic paralysis,Is a,60342002,Movement disorder
23806,Atrophy of salivary gland,Is a,48128006,Atrophy of salivary gland
23806,Atrophy of salivary gland,Is a,41620007,Congenital anomaly of lacrimal gland
23806,Atrophy of salivary gland,Is a,363070008,Developmental hereditary disorder
23806,Atrophy of salivary gland,Is a,42357009,Disorder of digestive system specific to fetus OR newborn
23806,Atrophy of salivary gland,Is a,363343008,Hereditary disorder of the visual system
23806,Atrophy of salivary gland,Is a,363080007,Digestive system hereditary disorder
72708,Traumatic arthropathy of the shoulder region,Is a,125594001,Injury of shoulder region
72708,Traumatic arthropathy of the shoulder region,Is a,373574007,Traumatic arthropathy of upper extremity
72708,Traumatic arthropathy of the shoulder region,Is a,444003007,Disorder of joint of shoulder region
27826,Combination of endocrine dysfunction,Is a,26572003,Polyglandular dysfunction AND/OR related disorders
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",Is a,34580000,"Duodenal ulcer without hemorrhage, without perforation AND without obstruction"
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",Is a,128287004,Chronic peptic ulcer
31967,Nausea,Subsumes,71419002,Bilious vomiting
30124,Obstruction of larynx,Is a,62907002,Respiratory complication
30124,Obstruction of larynx,Is a,61169001,Obstruction of larynx
73616,Open fracture of lunate bone of wrist,Subsumes,209279001,Open fracture dislocation lunate (volar)
22871,Neoplasm of uncertain behavior of pineal gland,Is a,95002008,Neoplasm of uncertain behavior of pineal gland
73183,Myotonic disorder,Is a,75047002,Disorder of skeletal muscle
28115,Benign neoplasm of pineal gland,Is a,275269004,Benign cerebral tumor
28115,Benign neoplasm of pineal gland,Is a,92085000,Benign neoplasm of endocrine gland
28115,Benign neoplasm of pineal gland,Is a,127026004,Neoplasm of pineal gland
72468,Open dislocation of jaw,Is a,88743001,Open dislocation of vertebra
72468,Open dislocation of jaw,Is a,105615001,Open wound of trunk
72468,Open dislocation of jaw,Is a,208748005,Open dislocation of jaw
73819,Pain of breast,Is a,53430007,Pain of breast
31610,Disorder of esophagus,Subsumes,37657006,Disorder of esophagus
72992,Allergic arthritis,Is a,421095001,Allergic disorder by body site affected
72992,Allergic arthritis,Is a,422339003,Non-IgE-mediated allergic disorder
72992,Allergic arthritis,Is a,3723001,Arthritis
31967,Nausea,Subsumes,3094009,Vomiting in infants AND/OR children
72994,Jaccoud's syndrome,Is a,299033004,Deformity of hand
72994,Jaccoud's syndrome,Is a,250087009,Joint deformity
73042,Open fracture finger middle phalanx,Is a,208483008,Open fracture finger middle phalanx
73042,Open fracture finger middle phalanx,Is a,10956641000119108,Open wound of left ring finger
73042,Open fracture finger middle phalanx,Is a,10824011000119101,Open fracture of phalanx of ring finger of left hand
72989,"Arthropathy associated with mycoses, of the ankle and/or foot",Subsumes,306611000119102,Gout of ankle and/or foot caused by drug
22666,Vomiting after gastrointestinal tract surgery,Is a,72245005,Postoperative vomiting
22666,Vomiting after gastrointestinal tract surgery,Is a,71419002,Bilious vomiting
22666,Vomiting after gastrointestinal tract surgery,Is a,61578001,Abnormal digestive tract function
30683,Hemoglobin SS disease without crisis,Is a,127040003,Sickle cell-hemoglobin SS disease
30683,Hemoglobin SS disease without crisis,Is a,416290001,Hemoglobin S sickling disorder without crisis
30441,Sialolithiasis,Subsumes,196501002,Sublingual sialolithiasis
72986,Disorder of lower leg,Subsumes,323051000119106,Unequal lower limb length due to acquired shortening of left fibula
73017,Congenital anomaly of toe,Subsumes,205353002,Perodactylia of multiple toes
72986,Disorder of lower leg,Subsumes,315031000119106,Osteitis deformans of left tibia and fibula
73575,Deformity of toe,Subsumes,838310009,Camptodactyly of bilateral toes
72401,Kashin-Bek disease,Is a,118954006,Cartilage finding
72401,Kashin-Bek disease,Is a,118952005,Joint finding
72401,Kashin-Bek disease,Is a,118953000,Bone finding
30284,Motion sickness,Subsumes,699817008,Endolymphatic sac tumor
31335,Acute peptic ulcer with hemorrhage but without obstruction,Is a,128292002,Chronic disease of cardiovascular system
31335,Acute peptic ulcer with hemorrhage but without obstruction,Is a,79806007,Combined gastric AND duodenal ulcer
31335,Acute peptic ulcer with hemorrhage but without obstruction,Is a,12274003,Acute peptic ulcer with hemorrhage
31335,Acute peptic ulcer with hemorrhage but without obstruction,Is a,128487001,Acute disease of cardiovascular system
31335,Acute peptic ulcer with hemorrhage but without obstruction,Is a,15902003,Gastric ulcer with hemorrhage
31335,Acute peptic ulcer with hemorrhage but without obstruction,Is a,89469000,Chronic duodenal ulcer with hemorrhage
73017,Congenital anomaly of toe,Subsumes,725140007,Temple Baraitser syndrome
73851,Effusion of joint of multiple sites,Is a,36662003,Effusion of joint of multiple sites
73851,Effusion of joint of multiple sites,Is a,774130003,Arthropathy of right knee joint
30770,Chronic peptic ulcer with hemorrhage but without obstruction,Is a,89469000,Chronic duodenal ulcer with hemorrhage
31610,Disorder of esophagus,Subsumes,40890009,Esophageal dysphagia
72986,Disorder of lower leg,Subsumes,10638991000119105,Neuropathic ulcer of left lower leg
30284,Motion sickness,Subsumes,66306003,Oval window fistula
72986,Disorder of lower leg,Subsumes,308381000119103,Foreign body granuloma of soft tissue of left lower leg
73720,Overlapping malignant neoplasm of urinary system,Is a,363516004,Malignant tumor of penis
73720,Overlapping malignant neoplasm of urinary system,Is a,399326009,Malignant neoplasm of urinary bladder
31967,Nausea,Subsumes,8765009,Hematemesis
31610,Disorder of esophagus,Subsumes,235622007,Esophageal web / ring
24230,Foreign body in larynx,Is a,19496008,Foreign body in larynx
24230,Foreign body in larynx,Is a,11844431000119109,Superficial foreign body of throat
23304,Neck webbing,Subsumes,11731003,Neck webbing
31597,Acute laryngotracheitis,Is a,54398005,Acute upper respiratory infection
31597,Acute laryngotracheitis,Is a,64375000,Acute laryngotracheitis
31597,Acute laryngotracheitis,Is a,409631000,Acute viral disease
31597,Acute laryngotracheitis,Is a,441551009,Inflammation of larynx caused by virus
30361,Hypoglycemic disorder,Is a,300357002,Finding of pancreas
73335,Closed posterior dislocation of proximal end of tibia,Is a,428881005,Injury of tibia
73335,Closed posterior dislocation of proximal end of tibia,Is a,1296834002,Traumatic displacement of bone
30284,Motion sickness,Subsumes,232303002,Dilatation of the vestibular aqueduct
30515,Congenital esophageal ring,Is a,89199004,Congenital web of esophagus
72986,Disorder of lower leg,Subsumes,16034151000119108,Bone hypertrophy of left tibia
72708,Traumatic arthropathy of the shoulder region,Subsumes,201943001,Traumatic arthropathy of acromioclavicular joint
