concept_id_1,concept_name_1,predicted_concept_id_2,predicted_concept_name_2,predicted_concept_code_2,attribute_category
73072,Crushing injury of upper arm,4165266,Upper arm structure,40983000,Has finding site
73026,Abnormal breath sounds,4218410,Lower respiratory tract structure,82094008,Has finding site
73026,Abnormal breath sounds,4199296,Respiratory sounds,52653008,Has interprets
73026,Abnormal breath sounds,4135493,Abnormal,263654008,Has interpretation
73043,Open dislocation of glenohumeral joint,4194530,Open dislocation,7906001,Has asso morph
73043,Open dislocation of glenohumeral joint,4310972,Glenohumeral joint structure,85537004,Has finding site
73085,Injury of superficial femoral artery,4078068,Traumatic abnormality,19130008,Has asso morph
73085,Injury of superficial femoral artery,4111596,Superficial femoral artery,181349008,Has finding site
73065,Contusion of genital organ,4203279,Contusion - lesion,308492005,Has asso morph
73065,Contusion of genital organ,44784125,Structure of genital organ,700037000,Has finding site
73075,Contusion of upper limb,4203279,Contusion - lesion,308492005,Has asso morph
73075,Contusion of upper limb,4200396,Upper limb structure,53120007,Has finding site
73042,Open fracture finger middle phalanx,4178756,"Fracture, open",52329006,Has asso morph
73042,Open fracture finger middle phalanx,4144509,Bone structure of middle phalanx of finger,306791009,Has finding site
73089,Contusion of buttock,4203279,Contusion - lesion,308492005,Has asso morph
73089,Contusion of buttock,4263335,Buttock structure,46862004,Has finding site
73090,Contusion of foot,4203279,Contusion - lesion,308492005,Has asso morph
73090,Contusion of foot,4211098,Foot structure,56459004,Has finding site
73091,Deep third degree burn of breast,4223957,Deep third degree burn injury,40477005,Has asso morph
73091,Deep third degree burn of breast,620291,Structure of skin and/or subcutaneous tissue of breast,895271003,Has finding site
73122,Tuberculosis of knee,4269928,Granulomatous inflammation,6266001,Has asso morph
73122,Tuberculosis of knee,4169744,Knee joint structure,49076000,Has finding site
73122,Tuberculosis of knee,4035081,Mycobacterium tuberculosis complex,113858008,Has causative agent
73122,Tuberculosis of knee,40480911,Infectious process,441862004,Has pathology
73153,Malignant neoplasm of lateral wall of urinary bladder,37153816,Malignant neoplasm,1240414004,Has asso morph
73153,Malignant neoplasm of lateral wall of urinary bladder,4282379,Malignant Neoplasm (Morphology),367651003,Has asso morph
73153,Malignant neoplasm of lateral wall of urinary bladder,4078693,Structure of lateral wall of urinary bladder,19318009,Has finding site
73231,Pain of temporomandibular joint,4202366,Temporomandibular joint structure,53620006,Has finding site
73289,Pathological dislocation of multiple joints,4227147,Dislocation,87642003,Has asso morph
73289,Pathological dislocation of multiple joints,4051845,Spontaneous dislocation,125177007,Has asso morph
73289,Pathological dislocation of multiple joints,36695780,Joint structure of multiple body sites,773190007,Has finding site
73241,Anal and rectal polyp,4187628,Polyp,41329004,Has asso morph
73241,Anal and rectal polyp,4202233,Anal structure,53505006,Has finding site
73241,Anal and rectal polyp,4144541,Rectum structure,34402009,Has finding site
73287,Crystal arthropathy of ankle AND/OR foot,4014361,Deposition of crystalline material,103629003,Has asso morph
73287,Crystal arthropathy of ankle AND/OR foot,4194884,Joint structure of ankle and/or foot,312816002,Has finding site
73183,Myotonic disorder,4175951,Morphologically abnormal structure,49755003,Has asso morph
73183,Myotonic disorder,4133963,Skeletal muscle structure,127954009,Has finding site
73290,Contracture of joint,4237281,Contracture,57048009,Has asso morph
73290,Contracture of joint,37219112,Structure of joint region,785818007,Has finding site
73290,Contracture of joint,4264818,Range of joint movement,364564000,Has interprets
73290,Contracture of joint,4053347,Decreased,1250004,Has interpretation
73184,Familial periodic paralysis,4133963,Skeletal muscle structure,127954009,Has finding site
73184,Familial periodic paralysis,4148296,Peripheral nervous system structure,3058005,Has finding site
73302,Curvature of spine,4186604,Abnormal curvature,46360000,Has asso morph
73302,Curvature of spine,4128342,Musculoskeletal structure of spine,289959001,Has finding site
73268,Fetal distress affecting management of mother,4132778,General clinical state,278844005,Has interprets
73268,Fetal distress affecting management of mother,4135493,Abnormal,263654008,Has interpretation
73268,Fetal distress affecting management of mother,4121979,Fetal period,303112003,Has occurrence
73291,Palindromic rheumatism of ankle and/or foot,4253008,Inflammatory morphology,409774005,Has asso morph
73291,Palindromic rheumatism of ankle and/or foot,4194884,Joint structure of ankle and/or foot,312816002,Has finding site
73291,Palindromic rheumatism of ankle and/or foot,4113136,Recurrent,255227004,Has clinical course
73313,Longitudinal deficiency of tarsal bone,4008722,Abnormally short growth,11182007,Has asso morph
73313,Longitudinal deficiency of tarsal bone,4029838,Bone structure of tarsus,108371006,Has finding site
73313,Longitudinal deficiency of tarsal bone,4116830,Congenital,255399007,Has occurrence
73313,Longitudinal deficiency of tarsal bone,4204670,Pathological developmental process,308490002,Has pathology
73307,Transverse deficiency of lower limb,604359,Transverse deficiency,890175002,Has asso morph
73307,Transverse deficiency of lower limb,4025823,Lower extremity part,120575009,Has finding site
73307,Transverse deficiency of lower limb,4116830,Congenital,255399007,Has occurrence
73307,Transverse deficiency of lower limb,4204670,Pathological developmental process,308490002,Has pathology
73300,Radial styloid tenosynovitis,4053015,Inflammation,23583003,Has asso morph
73300,Radial styloid tenosynovitis,4253008,Inflammatory morphology,409774005,Has asso morph
73300,Radial styloid tenosynovitis,4137723,Abductor pollicis longus tendon sheath,305042004,Has finding site
73300,Radial styloid tenosynovitis,4093218,Extensor pollicis brevis tendon sheath,280099008,Has finding site
73334,Closed posterior dislocation of elbow,4176744,Posterior closed dislocation,49210009,Has asso morph
73334,Closed posterior dislocation of elbow,4061414,Elbow joint structure,16953009,Has finding site
73318,Polydactyly of fingers,4238909,Supernumerary structure,91431006,Has asso morph
73318,Polydactyly of fingers,4192373,Finger structure,7569003,Has finding site
73318,Polydactyly of fingers,4116830,Congenital,255399007,Has occurrence
73318,Polydactyly of fingers,4204670,Pathological developmental process,308490002,Has pathology
73297,Resolving infantile idiopathic scoliosis,4136505,Lateral abnormal curvature,31739005,Has asso morph
73297,Resolving infantile idiopathic scoliosis,4128342,Musculoskeletal structure of spine,289959001,Has finding site
73297,Resolving infantile idiopathic scoliosis,4113273,Remitting,255319006,Has clinical course
73297,Resolving infantile idiopathic scoliosis,4275212,Infancy,3658006,Has occurrence
73336,Closed traumatic dislocation ankle joint,4175294,Closed dislocation,50399007,Has asso morph
73336,Closed traumatic dislocation ankle joint,4289928,Ankle joint structure,70258002,Has finding site
73335,Closed posterior dislocation of proximal end of tibia,4176744,Posterior closed dislocation,49210009,Has asso morph
73335,Closed posterior dislocation of proximal end of tibia,4069282,Bone structure of proximal tibia,20285007,Has finding site
73341,Closed fracture of head of radius,4049776,"Fracture, closed",20946005,Has asso morph
73341,Closed fracture of head of radius,4178906,Structure of head of radius,50184001,Has finding site
73338,Sprain of lateral collateral ligament of knee,4298490,Sprain,384709000,Has asso morph
73338,Sprain of lateral collateral ligament of knee,4219423,Structure of lateral collateral ligament of knee joint,39959004,Has finding site
73343,Closed posterior dislocation of hip,4176744,Posterior closed dislocation,49210009,Has asso morph
73343,Closed posterior dislocation of hip,4082516,Hip joint structure,24136001,Has finding site
73361,Abrasion and/or friction burn of elbow with infection,4290983,Abrasion and/or friction burn,400168005,Has asso morph
73361,Abrasion and/or friction burn of elbow with infection,4254263,Skin structure of elbow,74757004,Has finding site
73361,Abrasion and/or friction burn of elbow with infection,40480911,Infectious process,441862004,Has pathology
73365,Epidermal burn of elbow,4298699,First degree burn injury,77140003,Has asso morph
73365,Epidermal burn of elbow,4254263,Skin structure of elbow,74757004,Has finding site
73362,Crushing injury of multiple sites of upper limb,4060415,Crushing injury (morphology),19921004,Has asso morph
73362,Crushing injury of multiple sites of upper limb,4200396,Upper limb structure,53120007,Has finding site
73349,Injury of rectum without open wound into abdominal cavity,4295343,Damage,37782003,Has asso morph
73349,Injury of rectum without open wound into abdominal cavity,4078068,Traumatic abnormality,19130008,Has asso morph
73349,Injury of rectum without open wound into abdominal cavity,4144541,Rectum structure,34402009,Has finding site
73366,Crushing injury of lower leg,4060415,Crushing injury (morphology),19921004,Has asso morph
73366,Crushing injury of lower leg,4107527,Lower leg structure,30021000,Has finding site
73373,Epidermal burn of upper limb,4298699,First degree burn injury,77140003,Has asso morph
73373,Epidermal burn of upper limb,4159864,Skin structure of upper limb,371311000,Has finding site
73383,Full thickness burn of foot,4213471,Third degree burn injury,80247002,Has asso morph
73383,Full thickness burn of foot,4219316,Skin and/or subcutaneous tissue structure of foot,417460003,Has finding site
73378,Frostbite of foot,4242243,Cold injury,38045000,Has asso morph
73378,Frostbite of foot,4211098,Foot structure,56459004,Has finding site
73378,Frostbite of foot,4113804,Freezing temperature,285715007,Has causative agent
73553,Arthropathy,4214466,Joint structure,39352004,Has finding site
73550,Crystal arthropathy of elbow,4014361,Deposition of crystalline material,103629003,Has asso morph
73550,Crystal arthropathy of elbow,4061414,Elbow joint structure,16953009,Has finding site
73409,Primary anal syphilis,4202233,Anal structure,53505006,Has finding site
73409,Primary anal syphilis,4248851,Treponema pallidum,72904005,Has causative agent
73409,Primary anal syphilis,40480911,Infectious process,441862004,Has pathology
73372,Burn of breast,4168004,Burn injury,48333001,Has asso morph
73372,Burn of breast,4298444,Breast structure,76752008,Has finding site
73555,Transient arthropathy of the pelvic region and thigh,4090445,Joint structure of pelvis or upper leg,280438006,Has finding site
73555,Transient arthropathy of the pelvic region and thigh,4033243,Transitory,14803004,Has clinical course
73534,Disproportion between fetus and pelvis,4041251,Bone structure of pelvis,118645006,Has finding site
73534,Disproportion between fetus and pelvis,37160318,Maternal pregnancy period,1156670009,Has occurrence
73560,Calcaneal spur,4230331,Osteophyte,88998003,Has asso morph
73560,Calcaneal spur,4196052,Bone structure of calcaneum,80144004,Has finding site
73554,Kashin-Beck disease of the pelvic region and thigh,4030637,Degenerative abnormality,107669003,Has asso morph
73554,Kashin-Beck disease of the pelvic region and thigh,4090445,Joint structure of pelvis or upper leg,280438006,Has finding site
73554,Kashin-Beck disease of the pelvic region and thigh,4236661,Chronic,90734009,Has clinical course
73561,Loose body in joint of shoulder region,4069416,Loose body,20456003,Has asso morph
73561,Loose body in joint of shoulder region,4151929,Joint structure of shoulder region,31398001,Has finding site
73557,Allergic arthritis of the pelvic region and thigh,4053015,Inflammation,23583003,Has asso morph
73557,Allergic arthritis of the pelvic region and thigh,4253008,Inflammatory morphology,409774005,Has asso morph
73557,Allergic arthritis of the pelvic region and thigh,4090445,Joint structure of pelvis or upper leg,280438006,Has finding site
73557,Allergic arthritis of the pelvic region and thigh,35626103,Non-immunoglobulin E-mediated allergic process,769261000,Has pathology
73571,Pathological fracture,4331181,Pathologic fracture,22640007,Has asso morph
73571,Pathological fracture,4154333,Bone structure,272673000,Has finding site
73574,Nonunion of fracture,4140519,"Fracture, ununited",33080003,Has asso morph
73574,Nonunion of fracture,4154333,Bone structure,272673000,Has finding site
73568,Palindromic rheumatism of shoulder region,4253008,Inflammatory morphology,409774005,Has asso morph
73568,Palindromic rheumatism of shoulder region,4151929,Joint structure of shoulder region,31398001,Has finding site
73568,Palindromic rheumatism of shoulder region,4113136,Recurrent,255227004,Has clinical course
73609,Open fracture of clavicle,4178756,"Fracture, open",52329006,Has asso morph
73609,Open fracture of clavicle,4197120,Bone structure of clavicle,51299004,Has finding site
73575,Deformity of toe,4263843,Deformity,6081001,Has asso morph
73575,Deformity of toe,4106395,Toe structure,29707007,Has finding site
73564,Full thickness rotator cuff tear,4139813,Complete rupture,263722006,Has asso morph
73564,Full thickness rotator cuff tear,4073952,Tendon of rotator cuff of shoulder,245100002,Has finding site
73616,Open fracture of lunate bone of wrist,4178756,"Fracture, open",52329006,Has asso morph
73616,Open fracture of lunate bone of wrist,4178722,Structure of lunate bone,52181001,Has finding site
73614,Closed fracture of seven ribs,36675156,Closed fracture of multiple bones,771486008,Has asso morph
73614,Closed fracture of seven ribs,4011851,Bone structure of rib,113197003,Has finding site
73649,Contusion of finger,4203279,Contusion - lesion,308492005,Has asso morph
73649,Contusion of finger,4192373,Finger structure,7569003,Has finding site
73580,Reduction deformity of lower limb,4300039,Congenital deformity,385297003,Has asso morph
73580,Reduction deformity of lower limb,4267861,Lower limb structure,61685007,Has finding site
73580,Reduction deformity of lower limb,4116830,Congenital,255399007,Has occurrence
73580,Reduction deformity of lower limb,4204670,Pathological developmental process,308490002,Has pathology
73720,Overlapping malignant neoplasm of urinary system,4312326,"Neoplasm, malignant (primary)",86049000,Has asso morph
73720,Overlapping malignant neoplasm of urinary system,37153816,Malignant neoplasm,1240414004,Has asso morph
73720,Overlapping malignant neoplasm of urinary system,4047487,Urinary system structure,122489005,Has finding site
73723,Benign neoplasm of epididymis,4305589,"Neoplasm, benign",3898006,Has asso morph
73723,Benign neoplasm of epididymis,4227148,Epididymis structure,87644002,Has finding site
73712,Malignant neoplasm of dome of urinary bladder,37153816,Malignant neoplasm,1240414004,Has asso morph
73712,Malignant neoplasm of dome of urinary bladder,4282379,Malignant Neoplasm (Morphology),367651003,Has asso morph
73712,Malignant neoplasm of dome of urinary bladder,4282252,Structure of dome of urinary bladder,367608002,Has finding site
73686,Tuberculosis of genitourinary system,4269928,Granulomatous inflammation,6266001,Has asso morph
73686,Tuberculosis of genitourinary system,4069509,Structure of genitourinary system,21514008,Has finding site
73686,Tuberculosis of genitourinary system,4035081,Mycobacterium tuberculosis complex,113858008,Has causative agent
73686,Tuberculosis of genitourinary system,40480911,Infectious process,441862004,Has pathology
73819,Pain of breast,4298444,Breast structure,76752008,Has finding site
73754,Restless legs,4025823,Lower extremity part,120575009,Has finding site
73840,"Localized, primary osteoarthritis of the shoulder region",4030637,Degenerative abnormality,107669003,Has asso morph
73840,"Localized, primary osteoarthritis of the shoulder region",4140663,Degeneration,33359002,Has asso morph
73840,"Localized, primary osteoarthritis of the shoulder region",4151929,Joint structure of shoulder region,31398001,Has finding site
73838,Pyogenic arthritis of multiple sites,4164958,Suppurative inflammation,41034006,Has asso morph
73838,Pyogenic arthritis of multiple sites,36695780,Joint structure of multiple body sites,773190007,Has finding site
73838,Pyogenic arthritis of multiple sites,40480911,Infectious process,441862004,Has pathology
73847,Finding of elbow joint,4061414,Elbow joint structure,16953009,Has finding site
73673,Disorder of prosthetic joint,4214466,Joint structure,39352004,Has finding site
73845,Joint ankylosis of the shoulder region,4271126,Ankylosis,36504009,Has asso morph
73845,Joint ankylosis of the shoulder region,4151929,Joint structure of shoulder region,31398001,Has finding site
73841,Multiple stiff joints,37219112,Structure of joint region,785818007,Has finding site
73841,Multiple stiff joints,4264818,Range of joint movement,364564000,Has interprets
73841,Multiple stiff joints,4083207,Below reference range,281300000,Has interpretation
73842,Enthesopathy of elbow region,37111287,Structure of enthesis of elbow region,725971002,Has finding site
73849,Acquired lordosis deformity of spine,4246304,Anteroposterior abnormal curvature,61051007,Has asso morph
73849,Acquired lordosis deformity of spine,4128342,Musculoskeletal structure of spine,289959001,Has finding site
73849,Acquired lordosis deformity of spine,35624340,Period of life between birth and death,767023003,Has occurrence
73851,Effusion of joint of multiple sites,4215818,Effusion,41699000,Has asso morph
73851,Effusion of joint of multiple sites,36695780,Joint structure of multiple body sites,773190007,Has finding site
73884,Closed fracture of three ribs,36675156,Closed fracture of multiple bones,771486008,Has asso morph
73884,Closed fracture of three ribs,4011851,Bone structure of rib,113197003,Has finding site
73854,Progressive myositis ossificans,4243907,Osseous metaplasia,38109001,Has asso morph
73854,Progressive myositis ossificans,4133963,Skeletal muscle structure,127954009,Has finding site
73854,Progressive myositis ossificans,4116830,Congenital,255399007,Has occurrence
73888,Open fracture of navicular bone of foot,4178756,"Fracture, open",52329006,Has asso morph
73888,Open fracture of navicular bone of foot,4328070,Bone structure of navicular,75772009,Has finding site
73872,Congenital deformity of knee joint,4263843,Deformity,6081001,Has asso morph
73872,Congenital deformity of knee joint,4169744,Knee joint structure,49076000,Has finding site
73872,Congenital deformity of knee joint,4116830,Congenital,255399007,Has occurrence
73872,Congenital deformity of knee joint,4204670,Pathological developmental process,308490002,Has pathology
73913,Burn of shoulder,4168004,Burn injury,48333001,Has asso morph
73913,Burn of shoulder,4061541,Shoulder region structure,16982005,Has finding site
73923,Contusion of upper arm,4203279,Contusion - lesion,308492005,Has asso morph
73923,Contusion of upper arm,4165266,Upper arm structure,40983000,Has finding site
74064,Ankylosis of temporomandibular joint,4271126,Ankylosis,36504009,Has asso morph
74064,Ankylosis of temporomandibular joint,4202366,Temporomandibular joint structure,53620006,Has finding site
73866,Congenital anomaly of breast,4175951,Morphologically abnormal structure,49755003,Has asso morph
73866,Congenital anomaly of breast,4298444,Breast structure,76752008,Has finding site
73866,Congenital anomaly of breast,4116830,Congenital,255399007,Has occurrence
73866,Congenital anomaly of breast,4204670,Pathological developmental process,308490002,Has pathology
73889,Sprain of distal tibiofibular ligament,4298490,Sprain,384709000,Has asso morph
73889,Sprain of distal tibiofibular ligament,4314540,Structure of ligament of distal tibiofibular joint,87183004,Has finding site
74052,Labyrinthitis,4053015,Inflammation,23583003,Has asso morph
74052,Labyrinthitis,4253008,Inflammatory morphology,409774005,Has asso morph
74052,Labyrinthitis,4121004,Labyrinth structure,302462009,Has finding site
73925,Burn of upper limb,4168004,Burn injury,48333001,Has asso morph
73925,Burn of upper limb,4200396,Upper limb structure,53120007,Has finding site
73855,Arrest of bone development AND/OR growth,4308872,Growth arrest,83477007,Has asso morph
73855,Arrest of bone development AND/OR growth,4154333,Bone structure,272673000,Has finding site
73855,Arrest of bone development AND/OR growth,4204670,Pathological developmental process,308490002,Has pathology
74080,Orthostatic proteinuria,4211845,Urine protein measurement,57378007,Has interprets
74080,Orthostatic proteinuria,4084765,Above reference range,281302008,Has interpretation
74126,Protrusio acetabuli of the pelvic region and thigh,4012790,Protrusion,112639008,Has asso morph
74126,Protrusio acetabuli of the pelvic region and thigh,4292088,Bone structure of acetabulum,37783008,Has finding site
74124,Traumatic arthropathy,4214466,Joint structure,39352004,Has finding site
74127,Contracture of elbow joint,4237281,Contracture,57048009,Has asso morph
74127,Contracture of elbow joint,4061414,Elbow joint structure,16953009,Has finding site
74127,Contracture of elbow joint,4185672,Elbow joint - range of movement,298878008,Has interprets
74127,Contracture of elbow joint,4053347,Decreased,1250004,Has interpretation
74125,Inflammatory polyarthropathy,4053015,Inflammation,23583003,Has asso morph
74125,Inflammatory polyarthropathy,4253008,Inflammatory morphology,409774005,Has asso morph
74125,Inflammatory polyarthropathy,36695780,Joint structure of multiple body sites,773190007,Has finding site
74120,Arthropathy of the shoulder region associated with helminthiasis,4053015,Inflammation,23583003,Has asso morph
74120,Arthropathy of the shoulder region associated with helminthiasis,4253008,Inflammatory morphology,409774005,Has asso morph
74120,Arthropathy of the shoulder region associated with helminthiasis,4151929,Joint structure of shoulder region,31398001,Has finding site
74120,Arthropathy of the shoulder region associated with helminthiasis,441793,Infection caused by Cestoda and/or Trematoda and/or Phylum Nemata,,Finding asso with
193782,End-stage renal disease,4271678,Kidney structure,64033007,Has finding site
193782,End-stage renal disease,4236661,Chronic,90734009,Has clinical course
193782,End-stage renal disease,40282772,Renal function,11953005,Has interprets
193782,End-stage renal disease,4125554,Impaired,260379002,Has interpretation
74082,Acontractile detrusor,4282251,Structure of detrusor muscle of urinary bladder,367607007,Has finding site
443611,Chronic kidney disease stage 5,4271678,Kidney structure,64033007,Has finding site
443611,Chronic kidney disease stage 5,4236661,Chronic,90734009,Has clinical course
443611,Chronic kidney disease stage 5,40282772,Renal function,11953005,Has interprets
443611,Chronic kidney disease stage 5,4125554,Impaired,260379002,Has interpretation
375736,"Trachoma, active stage",4053015,Inflammation,23583003,Has asso morph
375736,"Trachoma, active stage",4105319,Conjunctival structure,29445007,Has finding site
375736,"Trachoma, active stage",4274488,Chlamydia trachomatis,63938009,Has causative agent
375736,"Trachoma, active stage",40480911,Infectious process,441862004,Has pathology
762000,Benign hypertensive heart disease and chronic renal disease stage 2,4217142,Heart structure,80891009,Has finding site
762000,Benign hypertensive heart disease and chronic renal disease stage 2,4271678,Kidney structure,64033007,Has finding site
762000,Benign hypertensive heart disease and chronic renal disease stage 2,4236661,Chronic,90734009,Has clinical course
762000,Benign hypertensive heart disease and chronic renal disease stage 2,40282772,Renal function,11953005,Has interprets
762000,Benign hypertensive heart disease and chronic renal disease stage 2,4125554,Impaired,260379002,Has interpretation
46270436,Sinus node dysfunction,4339406,Structure of sinoatrial node,88210001,Has finding site
46270436,Sinus node dysfunction,4239408,Heart rate,,Has interprets
46270436,Sinus node dysfunction,4135493,Abnormal,,Has interpretation
46270436,Chronic tophaceous gout of elbow caused by drug,4307013,Tophus,3875003,Has asso morph
46270436,Chronic tophaceous gout of elbow caused by drug,4061414,Elbow joint structure,16953009,Has finding site
46270436,Chronic tophaceous gout of elbow caused by drug,4254051,Drug or medicament,410942007,Has causative agent
46270436,Chronic tophaceous gout of elbow caused by drug,4236661,Chronic,90734009,Has clinical course
46270436,Chronic tophaceous gout of elbow caused by drug,4156643,Blood urate measurement,270984004,Has interprets
46270436,Chronic tophaceous gout of elbow caused by drug,4084765,Above reference range,281302008,Has interpretation
43531641,Permanent neonatal diabetes mellitus,4301372,Endocrine pancreatic structure,78696007,Has finding site
43531641,Permanent neonatal diabetes mellitus,4114528,Neonatal,255407002,Has occurrence
4277749,"Gestation period, 17 weeks",37160318,Maternal pregnancy period,1156670009,Has occurrence
4113790,"Cellulitis of leg, excluding foot",4299470,Cellulitis,385627004,Has asso morph
4113790,"Cellulitis of leg, excluding foot",4107527,Lower leg structure,30021000,Has finding site
