source_code,source_term,map_method,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,is_correct,mapped_rationale,overall_accuracy
1424182,Pregnant women with hyperlipidemia (machine translation),llm,4062791,"Endocrine, nutritional and metabolic disease complicating pregnancy, childbirth and puerperium",broadMatch,,,,Hyperlipidemia in pregnancy,-1,no_match,True,"None of the candidate concepts mention hyperlipidemia or a lipid metabolism disorder complicating pregnancy. All candidates focus on different metabolic, endocrine, hepatic, or cardiovascular conditions (e.g., diabetes, thyroid disorders, liver disease). Selecting any of them would broaden or misrepresent the clinical meaning of the source term, violating the specificity requirement.",0.8838451268357811
1424365,Fetus and newborn affected by oligohydramnios,llm,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,37167136,Fetal disorder due to oligohydramnios,True,"The source term describes a condition where oligohydramnios has clinical impact on the fetus or newborn. SNOMED concept 37167136 ""Fetal disorder due to oligohydramnios"" explicitly captures the pathology (oligohydramnios) and the population affected (fetus, i.e., perinatal patient). It therefore preserves both the etiologic detail (oligohydramnios) and the target population (fetus/newborn). All other candidates are either generic oligohydramnios (maternal condition), broader perinatal disorders, or unrelated conditions, and thus do not meet the exact clinical equivalence requirement.",0.8838451268357811
1425002,Transitory neonatal hyperthyroidism,llm,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,True,"Concept 4210297 ""Neonatal transient hyperthyroidism"" is clinically identical to the source term: both describe hyperthyroidism occurring in the neonatal period that is transient/transitory. The concept’s synonyms explicitly include ""Transient neonatal hyperthyroidism,"" matching the source phrase word-for-word. No other candidate preserves both the neonatal context and the transient nature without adding or omitting clinical detail. Therefore this is the single exact equivalent.",0.8838451268357811
1426278,"Congenital malformation of female genitalia, unspecified",llm,4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,4243365,Congenital anomaly of female genital system,True,"The target concept ""Congenital anomaly of female genital system"" (concept_id 4243365) is clinically equivalent to the source term. It captures congenital malformations/anomalies limited to the female genital system, matching both the congenital nature and the anatomical scope (female genitalia). It is neither broader (does not include male genital or non-genital systems) nor more specific (does not restrict to a particular female genital structure). Other candidates are either too specific (e.g., vulva only) or too broad (e.g., all genital organs, male included, or urogenital anomalies).",0.8838451268357811
1427259,Cardiac murmurs and other cardiac sounds,llm,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,4114164,Finding of heart sounds,False,"The source term refers to the full range of findings detected on cardiac auscultation that comprise both murmurs and heart sounds. SNOMED concept 4114164 ""Finding of heart sounds"" explicitly encompasses all heart sound findings and has ""Heart murmur"" as a child, thereby including murmurs as well. It is neither broader (does not extend beyond heart sound-related findings) nor more specific (does not restrict to particular types, timing, or abnormality). Other candidates are either too narrow (e.g., ""Heart murmur"" alone) or too broad/indirect (e.g., ""Cardiac auscultation finding""). Hence 4114164 is the exact clinical equivalent.",0.8838451268357811
1433619,Adverse effects in the therapeutic use of mineralocorticoids,llm,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,True,"The source describes adverse effects resulting from therapeutic use of mineralocorticoid agents. The concept 4303811 ""Mineralocorticoid adverse reaction"" explicitly represents adverse reactions caused by mineralocorticoids, matching the same drug class and context of therapeutic use. It is neither broader (e.g., all corticosteroids) nor more specific (e.g., limited to a single mineralocorticoid or specific reaction). Therefore it is an exact clinical equivalent.",0.8838451268357811
1434052,Blood alcohol level of less than 20 mg/100 ml,llm,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,no_match,True,"The source term describes a laboratory finding of a LOW (below-reference or <20 mg/100 mL) blood ethanol concentration. None of the candidate concepts capture this finding with the required specificity: those that reference ethanol in blood are either generic procedures/observables (e.g., ""Blood ethanol measurement"") or represent high/unspecified levels. Other candidates concern drinking behaviour or different specimens. Therefore no exact clinical equivalent is present in the list.",0.8838451268357811
1434357,Carrier of other specified bacterial diseases,llm,4280828,Carrier of infectious organism,broadMatch,,,,Carrier of bacterial diseases,-1,no_match,True,"The source term specifies a carrier state limited to bacterial diseases. None of the candidate concepts represent this exact level of specificity: 
- ""Carrier of disorder"" is too broad (includes non-infectious conditions).
- ""Carrier of infectious organism"" is broader (covers viral, fungal, protozoal, etc.).
- Other candidates refer to specific bacteria, genetic or sexually transmitted diseases, or to bacterial diseases themselves rather than the carrier state. 
Therefore no exact clinical equivalent is present among the provided target concepts.",0.8838451268357811
1434620,"Twins, both stillborn",llm,4015162,Twins - both stillborn,exactMatch,,,,Stillborn twins,4015162,Twins - both stillborn,True,"The source term indicates a twin birth in which both infants are stillborn, without specifying gestational age (term vs premature) or zygosity (identical vs fraternal). The concept ""Twins - both stillborn"" (4015162) precisely captures this clinical situation with no additional or missing specificity. All other candidates add extra details (e.g., term, premature, identical/fraternal) not present in the source term, making them over-specific. Therefore, concept 4015162 is the exact clinical equivalent.",0.8838451268357811
1567339,Mosquito-borne viral encephalitis,llm,372547,Viral encephalitis,broadMatch,,,,Mosquito-borne viral encephalitis,-1,no_match,True,"None of the candidate concepts exactly match the source term. The closest candidate, 'Arbovirus encephalitis' (concept_id 4102195), is broader because it includes all arthropod-borne viral encephalitides (e.g., tick-borne as well as mosquito-borne), whereas the source term is limited to mosquito transmission only. Other candidates are either even broader (e.g., 'Viral encephalitis') or more specific to individual viruses (e.g., 'West Nile encephalitis'). Therefore, no exact equivalent concept is present in the list.",0.8838451268357811
1567609,Malignant carcinoid tumors,llm,1244536,Well-differentiated neuroendocrine tumor,broadMatch,,,,Malignant carcinoid tumor,1244536,Well-differentiated neuroendocrine tumor,False,"Concept 1244536 ""Well-differentiated neuroendocrine tumor"" is the disorder entity in SNOMED that represents malignant, well-differentiated neuroendocrine (carcinoid) neoplasms without specifying body location. It is explicitly placed under ""Neuroendocrine neoplasm, malignant"" and has synonyms ""Carcinoid tumour""/""Carcinoid tumor."" It preserves all clinical details (malignant carcinoid, unspecified site) without adding or omitting information, whereas other candidates are either site-specific (over-specified) or broader (all malignant neuroendocrine tumors).",0.8838451268357811
1567612,Malignant carcinoid tumors of other sites,llm,1244536,Well-differentiated neuroendocrine tumor,broadMatch,,,,Malignant carcinoid tumor,1244536,Well-differentiated neuroendocrine tumor,False,"The source term denotes a malignant carcinoid tumor, which by current WHO/SNOMED usage is synonymous with a well-differentiated malignant neuroendocrine (carcinoid) tumor without specification of site. Concept 1244536 ""Well-differentiated neuroendocrine tumor"" is classified under ""Neuroendocrine neoplasm, malignant"" and has synonyms including ""carcinoid tumor"". It matches the malignancy and histologic type while remaining site-unspecified, exactly mirroring the source term. All other candidates are either more specific (specify anatomic site or grade) or broader (e.g., any malignant neuroendocrine neoplasm) and therefore do not meet the exact-equivalence requirement.",0.8838451268357811
1567879,Postprocedural hemorrhage of the spleen following a procedure,llm,4209571,Splenic hemorrhage,broadMatch,,,,Postprocedural hemorrhage of spleen,-1,no_match,True,"No candidate concept conveys both key elements: (1) hemorrhage specifically of the spleen and (2) the post-procedural (postoperative) context. Concepts like ""Splenic hemorrhage"" lack the postprocedural qualifier, while concepts such as ""Intra-abdominal hemorrhage postprocedure"" include the procedural context but are not specific to the spleen. Therefore, no exact clinical equivalent is present among the provided targets.",0.8838451268357811
1567883,Other combined immunodeficiencies,llm,40483560,Combined immunodeficiency disease,exactMatch,,,,Combined immunodeficiency,40483560,Combined immunodeficiency disease,True,"The target concept 40483560 (""Combined immunodeficiency disease"") corresponds exactly to the source term in meaning. It denotes the same condition – a primary immune deficiency involving combined T- and B-cell defects – without adding or omitting clinical specifics such as severity (e.g., severe), genetic subtype, or associated features. Other candidates were either more general (e.g., ""Immunodeficiency disorder""), more specific (e.g., ""Severe combined immunodeficiency"" or gene-specific subtypes), or in a different domain (e.g., measurements). Hence 40483560 is the single exact clinical equivalent.",0.8838451268357811
1568098,Alcohol abuse with alcohol-induced psychotic disorder,llm,37164773,Psychosis caused by ethanol,broadMatch,,,,Alcohol abuse with alcohol-induced psychotic disorder,-1,no_match,True,"All candidate concepts either represent only the alcohol-induced psychotic disorder or only alcohol abuse (or dependence), but none captures the coexistence of alcohol abuse specifically with an alcohol-induced psychotic disorder. Selecting any of them would omit a required component or add specificity (e.g., dependence) not present in the source term. Therefore, no exact clinical equivalent is available among the provided targets.",0.8838451268357811
1569434,Other intraoperative cardiac functional disturbances,llm,4180636,Cardiac complication of procedure,broadMatch,,,,Intraoperative cardiac functional disturbances,-1,no_match,True,"No candidate concept captures both (1) that the cardiac functional disturbance occurs intraoperatively and (2) that it can encompass any disturbance of cardiac function (not restricted to insufficiency, arrest, arrhythmia, etc.). Available candidates are either too broad (e.g., 'Cardiac complication of procedure', 'Intraoperative complication'), omit the intraoperative timing (e.g., 'Disorder of cardiac function'), or are overly specific to particular disturbances (e.g., 'Cardiac insufficiency during and/or resulting from a procedure', 'Arrhythmia during surgery'). Hence, no exact clinical equivalent is present.",0.8838451268357811
1569462,Influenza due to unidentified influenza virus,llm,4266367,Influenza,exactMatch,,,,Influenza due to unidentified influenza virus,4266367,Influenza,True,"The source term represents an infection with influenza virus where the specific viral subtype has not been identified. SNOMED concept 4266367 ""Influenza (disorder)"" is defined as disease caused by Orthomyxoviridae (influenza viruses) without specifying the subtype, thus fully capturing the clinical meaning of influenza when the precise virus is not identified. It matches the source term’s etiology and clinical scope without adding or omitting relevant detail. Other candidates are either too specific (e.g., seasonal, pandemic, subtype-specific, with complications) or describe different clinical scenarios (e.g., pneumonia and influenza, non-respiratory manifestations). Therefore, concept 4266367 is the exact equivalent.",0.8838451268357811
1569476,Nasal polyp,llm,42537251,Polyp of nasal cavity and/or nasal sinus,exactMatch,42537252.0,Polyp of nasal cavity,exactMatch,Nasal polyp,42537251,Polyp of nasal cavity and/or nasal sinus,True,"The clinical phrase ”Nasal polyp” is a general term for a benign polypoid lesion arising within the nasal passages or paranasal sinuses. The SNOMED concept 42537251 ""Polyp of nasal cavity and/or nasal sinus"" exactly captures this meaning, covering polyps located in either the nasal cavity proper or the adjacent nasal sinuses. It matches the source term’s scope without adding extra details (e.g., specific site, laterality, multiplicity, or associated conditions) and is not broader than the intended meaning (it is limited to nasal/nasal-sinus sites). Other candidates are either too specific (e.g., only nasal cavity, only sinus, specific sinus, multiple polyps, surgical procedures) or unrelated. Therefore 42537251 is the single, precise equivalent concept.",0.8838451268357811
1569886,"Staphylococcal arthritis, elbow",llm,37310646,Arthritis of right elbow caused by Staphylococcus,broadMatch,,,,"Staphylococcal arthritis, elbow",-1,no_match,True,"None of the candidate concepts exactly represent staphylococcal arthritis of the elbow without additional specifications. 
- Concepts such as 'Staphylococcal arthritis' (4009329) omit the elbow location (too broad).
- 'Elbow pyogenic arthritis' (4346971) and similar infective/bacterial arthritis terms are not limited to Staphylococcus (too broad on etiology).
- Side-specific terms (37310646, 37310649) add laterality details absent in the source term (over-specific).
Therefore, no provided concept matches the source term exactly.",0.8838451268357811
1569905,"Other streptococcal arthritis, hip",llm,4197765,Bacterial arthritis of hip,broadMatch,,,,"Streptococcal arthritis, hip",-1,no_match,True,"The source term specifies both the causative organism (Streptococcus) and the anatomical site (hip) without indicating laterality. 
• Concept 4201438 ""Streptococcal arthritis"" is too broad because it omits the hip location.
• Concepts 605409 and 605410 include the correct organism and site but add laterality (right or left hip), making them more specific than the source term.
• All other candidates are either missing the Streptococcal etiology, missing the hip location, or involve a different organism.
Therefore, no candidate provides an exact clinical equivalent for ""Streptococcal arthritis, hip"" without adding or losing essential details.",0.8838451268357811
1569915,"Arthritis due to other bacteria, ankle and foot",llm,40481620,Infective arthritis of ankle and/or foot,exactMatch,,,,"Bacterial arthritis, ankle and foot",-1,no_match,False,"No candidate preserves both the specified site (ankle and foot) and the specified etiology (bacterial) without adding or omitting details. The closest candidate, ""Infective arthritis of ankle and/or foot"" (40481620), is broader because it includes non-bacterial infections, while organism-specific or laterality-specific concepts are too narrow or over-specified. Therefore, no exact clinical equivalent is available among the provided concepts.",0.8838451268357811
1570780,"Other calcification of muscle, lower leg",llm,40490403,Calcification of muscle,broadMatch,,,,"Calcification of muscle, lower leg",-1,no_match,True,"None of the candidate concepts represent precisely 'calcification of muscle of the lower leg' without adding or omitting clinical detail. Options such as 40490403 (Calcification of muscle) lack the required anatomic specificity, while 46270388 (Myositis ossificans of lower leg due to burn) and similar burn-related or paralysis-related concepts add causal information not present in the source. Concepts describing tendon calcification involve a different tissue, and broad anatomic disorders do not specify calcification. Therefore, no exact clinical equivalent is available among the provided targets.",0.8838451268357811
1570785,"Other ossification of muscle, forearm",llm,4196401,Muscular ossification,broadMatch,,,,"Ossification of muscle, forearm",-1,no_match,True,"The source term describes ossification (myositis ossificans) of muscle specifically located in the forearm, with no etiology stated.  • 4196401 ""Muscular ossification"" and 40490403 ""Calcification of muscle"" are more general—they omit the forearm location.  • 46273643 ""Myositis ossificans of forearm due to burn"" matches location and pathology but adds an etiology (burn) not present in the source term, making it over-specific.  • All other candidates either lack the ossification component or refer to different sites or additional details.  Therefore no candidate provides an exact clinical equivalent.",0.8838451268357811
1570851,Other infective (teno)synovitis,llm,4195698,Tenosynovitis,broadMatch,,,,Infective tenosynovitis,4347179,Infection of tendon sheath,False,"The source term denotes an infection of the tendon sheath (tenosynovitis caused by an infectious agent) without specifying organism, site, or severity. Concept 4347179 ""Infection of tendon sheath"" is synonymous with an infective (infectious) tenosynovitis and carries the same level of specificity—an infection located in the tendon sheath. Other candidates are either broader (e.g., non-specific synovitis/tenosynovitis) or more specific (e.g., bacterial, suppurative, gonococcal), so they do not meet the exact‐equivalence requirement.",0.8838451268357811
1570979,"Unspecified soft tissue disorder related to use, overuse and pressure lower leg",llm,4093228,Disorder of soft tissue of lower limb,broadMatch,,,,"Soft tissue disorder related to use, overuse and pressure, lower leg",-1,no_match,True,"The source term specifies a soft tissue disorder of the lower leg with a defined etiology (use, overuse and pressure). All candidate concepts are either (a) too broad, lacking the etiologic qualifier (e.g., generic soft-tissue disorders of lower limb), (b) too broad or anatomically different (upper limb, whole lower limb), or (c) over-specified with laterality or specific injury types. None of the candidates preserve both the anatomical site (lower leg) and the etiologic specification (related to use, overuse and pressure). Therefore, no exact equivalent concept is present among the candidates.",0.8838451268357811
1571345,"Osteopathy after poliomyelitis, hand",llm,435055,Poliomyelitis osteopathy of the hand,exactMatch,,,,"Osteopathy after poliomyelitis, hand",435055,Poliomyelitis osteopathy of the hand,True,"The target concept ""Poliomyelitis osteopathy of the hand"" exactly matches the source term in etiology (post-poliomyelitis), condition type (osteopathy), and anatomical location (hand). It is neither broader nor more specific than the source term, fulfilling all matching rules.",0.8838451268357811
1571440,"Chondromalacia, hip",llm,438531,Chondromalacia,broadMatch,,,,"Chondromalacia, hip",-1,no_match,True,"No candidate maintains the same level of specificity as the source term.
1. Concepts 42535174 and 42535175 (left or right hip) and 37169515 (bilateral hips) add laterality not present in the source, making them too specific.
2. Concept 4181454 (Articular cartilage disorder of hip) is more general than chondromalacia, encompassing multiple cartilage disorders beyond chondromalacia.
3. Concept 438531 (Chondromalacia) lacks the specified hip location, making it too broad.
All other candidates differ further in location or condition. Therefore, no exact clinical equivalent exists among the provided concepts.",0.8838451268357811
1571758,Continuing pregnancy after intrauterine death of one fetus or more,llm,432373,Continuing pregnancy after intrauterine death of one or more fetuses,exactMatch,,,,Continuing pregnancy after intrauterine death of fetus,432373,Continuing pregnancy after intrauterine death of one or more fetuses,True,"Concept 432373 (""Continuing pregnancy after intrauterine death of one or more fetuses"") represents the identical clinical situation: a pregnancy that is ongoing despite an intrauterine fetal demise. The wording ""one or more fetuses"" subsumes the single-fetus scenario described in the source term without adding unrelated specificity or altering the clinical meaning. Other candidates are either more specific (e.g., restricted to twin pregnancies) or describe different contexts (e.g., supervision, fetal death affecting maternal management). Therefore, 432373 is the exact clinical equivalent.",0.8838451268357811
1572015,Umbilical hemorrhage of newborn,llm,438259,Umbilical hemorrhage after birth,exactMatch,,,,Umbilical hemorrhage of newborn,438259,Umbilical hemorrhage after birth,True,"The target concept ""Umbilical hemorrhage after birth"" (Concept 438259) explicitly refers to umbilical hemorrhage occurring in the neonatal period. It has parent concepts ""Hemorrhage of newborn"" and ""Disorder of neonatal umbilicus,"" confirming the newborn context. It matches the source term in anatomic site (umbilical), clinical event (hemorrhage), and patient age (newborn/after birth) without adding or omitting clinically relevant details. Other candidates are either broader (e.g., ""Umbilical hemorrhage"" without age specification) or more specific (e.g., ""Massive"" hemorrhage). Therefore, Concept 438259 is the exact clinical equivalent.",0.8838451268357811
1572055,Congenital lens malformations,llm,4027702,Congenital anomaly of lens,exactMatch,,,,Congenital lens malformations,4027702,Congenital anomaly of lens,True,"The source term denotes any developmental malformation/anomaly of the crystalline lens. SNOMED concept 4027702 ""Congenital anomaly of lens"" has synonyms including ""Congenital malformation of lens,"" matching exactly in scope and meaning. All clinical details (congenital onset, lens localization, malformation/anomaly nature) are preserved without adding or omitting specificity. Other candidates are either more specific subtypes (e.g., congenital ectopic lens, congenital aphakia) or broader categories (e.g., congenital anomaly of eye), so they are not exact equivalents.",0.8838451268357811
1572249,Dysphasia and aphasia,llm,4024716,"Aphasia, agnosia, dyslexia AND/OR apraxia",broadMatch,,,,Dysphasia and aphasia,440424,Aphasia,False,"The source term refers to language impairment described variably as ‘dysphasia’ or ‘aphasia’. In SNOMED, concept 440424 ""Aphasia"" has synonyms that include ""Dysphasia"" and represents the clinical entity of impaired language function regardless of degree. Therefore it fully encompasses both terms in the source without adding or omitting clinical detail. Other candidates are either broader (e.g., include agnosia, dyslexia, apraxia) or narrower/sub-types. Thus concept_id 440424 is the exact clinical equivalent.",0.8838451268357811
1572266,Systemic inflammatory response syndrome (SIRS) of non-infectious origin,llm,44784134,Non-infectious systemic inflammatory response syndrome,exactMatch,,,,Systemic inflammatory response syndrome of non-infectious origin,44784134,Non-infectious systemic inflammatory response syndrome,True,"Concept 44784134 ""Non-infectious systemic inflammatory response syndrome"" exactly captures a systemic inflammatory response syndrome whose etiology is non-infectious and does not add or omit qualifiers such as presence/absence of organ failure. Other candidates are either more general (include infectious causes) or more specific (stipulate organ failure status), so 44784134 is the single precise clinical equivalent.",0.8838451268357811
1572403,Contusion of eyeball and orbital tissues,llm,433911,Contusion of eye AND ocular adnexa,exactMatch,,,,Contusion of eyeball and orbital tissues,433911,Contusion of eye AND ocular adnexa,True,"The source term describes a bruise involving BOTH the eyeball (globe) and the surrounding orbital/ocular adnexal tissues. The SNOMED concept 433911 ""Contusion of eye AND ocular adnexa"" explicitly represents a contusion simultaneously affecting the globe and the adjacent orbital/ocular adnexal structures. It preserves all clinical details (location and injury type) without adding or omitting specificity. All other candidates are either limited to the globe, limited to orbital tissues, or are broader/unspecified, therefore do not meet the exact equivalence requirement.",0.8838451268357811
1572665,Injury of intercostal blood vessels,llm,317713,Injury of blood vessels of thorax,broadMatch,,,,Injury of intercostal blood vessels,-1,no_match,True,"The source term refers to any injury (unspecified mechanism) involving either artery, vein, or both intercostal vessels. 
• 317713 ""Injury of blood vessels of thorax"" is broader (includes many thoracic vessels beyond intercostal).
• 42536772 ""Laceration of intercostal blood vessel"" is more specific (restricts mechanism to laceration).
• 317712 ""Injury of intercostal artery"" and 442309 ""Injury of intercostal vein"" are each narrower (single vessel type only).
• All remaining candidates are either broader (e.g., chest injuries, multiple thoracic vessels) or unrelated.
No candidate exactly matches the unspecified injury of any intercostal blood vessel(s), so no suitable standard concept exists among the provided options.",0.8838451268357811
1572787,Multiple fractures of pelvis with disruption of pelvic ring,llm,77115,Multiple open fractures of pelvis with disruption of pelvic circle,broadMatch,,,,Multiple fractures of pelvis with disruption of pelvic ring,-1,no_match,True,"The source term requires BOTH (1) multiple pelvic fractures and (2) disruption of the pelvic ring, without specifying whether the fractures are open or closed. No candidate concept satisfies exactly these two criteria without adding extra specificity (e.g., specifying open or closed fractures, compression pattern, stability) or omitting one criterion (e.g., only disruption or only multiple fractures). Therefore, no exact clinical equivalent is present among the candidate concepts.",0.8838451268357811
1572809,Injury of branches of celiac and mesenteric artery,llm,37167847,Injury of blood vessel of abdomen,broadMatch,,,,Injury of branches of celiac and mesenteric artery,-1,no_match,True,"None of the candidate concepts simultaneously specify injury to both the branches of the celiac artery and the mesenteric artery. Each candidate is either limited to one of these arterial systems (e.g., Injury of branch of celiac axis, Injury of primary branch of superior mesenteric artery) or is overly broad (e.g., Injury of blood vessel of abdomen, Injury of systemic artery of trunk). Therefore, no candidate fully preserves the specificity of the source term without being broader or narrower.",0.8838451268357811
1573395,Unspecified fracture of navicular [scaphoid] bone of wrist,llm,4137945,Fracture of scaphoid bone of wrist,exactMatch,,,,Fracture of navicular [scaphoid] bone of wrist,4137945,Fracture of scaphoid bone of wrist,True,"Concept 4137945 ""Fracture of scaphoid bone of wrist"" directly represents a fracture of the scaphoid (navicular) bone in the wrist, with no added details about laterality or fracture type, matching the source term exactly. All other candidates are either more specific (open/closed fractures, laterality, associated dislocations) or refer to different bones/locations, violating specificity or generality rules.",0.8838451268357811
1573900,Injury of peroneal nerve at lower leg level,llm,4106172,Traumatic injury of common peroneal nerve,exactMatch,,,,Injury of peroneal nerve at lower leg level,-1,no_match,False,"No candidate concept preserves both required details: peroneal nerve involvement AND explicit specification of lower-leg level. Concepts that specify the peroneal nerve (e.g., Traumatic injury of common peroneal nerve, Peroneal nerve injury) do not restrict the injury to the lower leg, making them broader than the source term. Concepts that specify lower-leg level either omit the peroneal nerve or add extra detail (e.g., deep branch, closed injury), making them non-equivalent. Therefore, no exact clinical match exists among the provided candidates.",0.8838451268357811
1574545,Corrosion of cornea and conjunctival sac,llm,4335977,Injury of cornea,broadMatch,,,,Corrosion of cornea and conjunctival sac,-1,no_match,True,"The source term denotes a chemical (corrosive) burn involving BOTH the cornea and conjunctival sac, without specifying the chemical type. 
• Concepts that include any burn (thermal or chemical) such as ""Burn of cornea and conjunctival sac"" are broader. 
• Concepts limited to the cornea alone or conjunctival sac alone are too narrow. 
• Concepts specifying acid or alkaline burns are more specific than the source. 
No candidate precisely matches the chemical nature and combined anatomical scope without over- or under-specification, so no exact equivalent is present.",0.8838451268357811
1575178,Infection due to central venous catheter,llm,42537043,CLABSI - central line associated bloodstream infection,broadMatch,,,,Infection due to central venous catheter,-1,no_match,True,"No candidate concept exactly matches an unspecified infection due to a central venous catheter. Options are either too specific (e.g., bloodstream infection, sepsis, exit-site or tunnel-site infection) or too broad (e.g., infection of any vascular catheter/device). Therefore, no exact clinical equivalent is present in the candidate list.",0.8838451268357811
1575278,Infection and inflammatory reaction due to internal joint prosthesis,llm,4308690,Prosthetic joint infection,broadMatch,,,,Infection and inflammatory reaction due to internal joint prosthesis,-1,no_match,True,"None of the candidate concepts is an exact equivalent. The closest options are: 1) concept_id 440276, which covers infection and/or inflammatory reaction but is broader because it includes *any* internal prosthetic device, implant or graft, not specifically a joint prosthesis; 2) concept_id 4308690, which is limited to infection of a prosthetic joint and therefore is narrower, excluding non-infectious inflammatory reactions. All other candidates are either even broader, relate to other body systems, or are overly specific to particular joints or fixation devices. Therefore there is no exact clinical match in the provided list.",0.8838451268357811
1575861,Military operations involving other firearms discharge,llm,439446,Assault by military firearm,broadMatch,,,,Military operations involving firearms discharge,-1,no_match,True,"None of the candidate concepts is an exact clinical or event equivalent. Concepts such as ""Operations of war"" are broader because they include any type of warfare, not specifically those with firearms discharge, while others (e.g., ""Assault by military firearm"", ""War injuries due to bullets and fragments"") focus on injury or assault rather than the broader circumstance of a military operation involving firearm use. Therefore, no candidate preserves the exact scope and meaning of the source term without being either broader or more specific.",0.8838451268357811
1575911,Obstetric and gynecological devices associated with adverse incidents,llm,43021248,Complication associated with genitourinary device,broadMatch,,,,Adverse incident due to obstetric and gynecological devices,-1,no_match,True,"None of the candidate concepts preserves the full specificity of the source term. The source requires (1) an adverse device-related event/incident (not merely a general medical accident or a procedure), and (2) the device must be obstetric or gynecological. 

• 43021974 “Complication associated with device”, 4320824 “Adverse effect of prosthetic device”, and 42536720 “Injury due to and following implantation of device” are too broad—they cover all devices, not specifically obstetric/gynecological.  
• 43021248 “Disorder associated with urogenital device” is still broader (includes male genitourinary devices) and refers to established disorders rather than incidents.  
• 42539464 and 43021250 focus on other device categories or injuries unrelated to the full obstetric-device context.  
• The remaining candidates are ICD-10-PCS procedure codes or administrative findings, not clinical condition concepts describing an adverse incident with obstetric or gynecological devices. 

Because no candidate concept exactly matches an adverse incident specifically attributable to obstetric and gynecological devices, no suitable match exists.",0.8838451268357811
1575914,Orthopedic devices associated with adverse incidents,llm,43021250,Complication associated with orthopedic device,exactMatch,,,,Orthopedic device associated with adverse incident,43021250,Complication associated with orthopedic device,True,"The source term denotes any adverse/complication event related to an orthopedic (orthopaedic) device. SNOMED concept 43021250 ""Complication associated with orthopedic device"" captures exactly this meaning, covering all untoward incidents linked to an orthopedic device. It preserves the same scope—no added specificity (e.g., type of complication) and not broader (limited to orthopedic devices). Other candidates are either broader (e.g., complications of any device) or narrower (specific types of complications) or unrelated (procedures, events). Hence 43021250 is the exact clinical equivalent.",0.8838451268357811
1576184,Contact with and (suspected) exposure to hazards in the physical environment,llm,37016166,Exposure to potentially hazardous substance,broadMatch,,,,Contact with hazards in the physical environment,4309405,Environment contains physical hazards,False,"The source term refers broadly to an individual being in contact with hazards that are physical in nature and present in the environment. SNOMED concept 4309405 ""Environment contains physical hazards (finding)"" captures the same clinical idea: it denotes the presence of physical hazards in the person’s surroundings, implying potential contact/exposure. It matches the source term’s scope without being more general (it is limited to physical hazards) or more specific (does not specify a particular hazard or setting), making it a clinically equivalent concept.",0.8838451268357811
1576270,Insect allergy status,llm,3661864,Allergic reaction caused by insect bite and/or insect sting,broadMatch,,,,Insect allergy,-1,no_match,True,"None of the candidate concepts represents a general allergy to insects. Options are either too broad (e.g., “Allergic disposition”), too narrow (e.g., “Allergic reaction caused by insect bite and/or insect sting,” “Allergic rhinitis caused by insects”), or are substances/procedures/events rather than the clinical condition itself. Therefore, no exact clinical equivalent is available among the provided targets.",0.8838451268357811
1595653,"Infection of obstetric surgical wound, superficial incisional site",llm,37208108,Infection of superficial obstetric surgical wound,exactMatch,,,,"Infection of obstetric surgical wound, superficial incisional site",37208108,Infection of superficial obstetric surgical wound,True,"Concept 37208108 ""Infection of superficial obstetric surgical wound"" explicitly captures all key elements of the source term: 1) infection, 2) obstetric surgical wound, and 3) superficial/incisional site. It is neither broader (does not drop obstetric or superficial details) nor narrower (does not add specifics like C-section only or laterality). Therefore it is an exact clinical match.",0.8838451268357811
21013352,Encephalopathy in endocrine and metabolic disorders classified elsewhere (machine translation),llm,372892,Metabolic encephalopathy,exactMatch,,,,Encephalopathy in endocrine and metabolic disorders,372892,Metabolic encephalopathy,True,"The source term describes encephalopathy that results from disturbances inherent to endocrine or metabolic disorders. SNOMED concept 372892 ""Metabolic encephalopathy"" represents brain dysfunction caused by metabolic abnormalities, a category that conventionally includes encephalopathies secondary to endocrine derangements (e.g., hypoglycemia, thyroid coma). It captures the same etiologic class (metabolic/endocrine) without adding extra specificity (e.g., toxic cause) or losing required detail. Other candidates are either broader (""Disorder of brain""), narrower or off-focus (e.g., ""Hepatic encephalopathy"", ""Hypoglycemic encephalopathy""), or introduce additional etiologies (""Toxic metabolic encephalopathy""). Therefore, concept 372892 is the exact clinical equivalent.",0.8838451268357811
