source_concept_id,source_term,map_method,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,is_correct,mapped_rationale,overall_accuracy
1102660,"Bulimia nervosa, mild",llm,438407,Bulimia nervosa,broadMatch,,,,"Bulimia nervosa, mild",-1,no_match,True,"- Specificity check: The source term specifies *Bulimia nervosa* with a *mild* severity qualifier, describing recurrent binge‑eating episodes with compensatory behaviors that are less frequent or less intense than full‑blown bulimia, without significant underweight or overt medical complications.   - Generality check: None of the target concepts preserve exactly this combination of (a) the diagnosis of bulimia nervosa, (b) a mild severity designation, and (c) the absence of significant underweight or medical complications.     - *Bulimia nervosa* (ID 438407) is broader; it does not include the “mild” qualifier and reflects the full diagnostic criteria (≥1 time/week for 3 months).     - *Bulimia nervosa in partial remission* (ID 609049) adds the concept of “partial remission,” which introduces an extra clinical status not present in the source term (the source describes a mild current presentation, not a remission phase).     - *Bulimia nervosa in remission* (ID 44784532) and *full remission* (ID 609050) are even more specific, implying complete absence of binge‑eating/compensatory behaviors for ≥6 months, which contradicts the source’s description of ongoing, albeit mild, behaviors.     - Sub‑type concepts such as *Bulimia nervosa, purging type* (ID 4139256) or *non‑purging type* (ID 438872) add typological detail (purging vs. non‑purging) that the source does not specify.     - *Atypical bulimia nervosa* (ID 4333684) denotes sub‑threshold symptoms but does not carry the “mild” severity label and instead emphasizes atypicality, which is a different nuance.   - Context validation: The target concepts’ vocabularies and parent relationships (e.g., “Disorder”, “Eating disorder”, “Condition”) are appropriate for bulimia nervosa in general, but the additional qualifiers (remission, purging, atypical, etc.) make them semantically distinct from the source term’s precise mild presentation.   - Conclusion: Because no target concept exactly mirrors the source term’s clinical definition—maintaining the same level of specificity without adding or omitting essential details—the best classification is no_match.",0.8608108108108108
36672513,Carcinoma uterine cervix in situ,llm,194611,Carcinoma in situ of uterine cervix,exactMatch,,,,Carcinoma uterine cervix in situ,194611,Carcinoma in situ of uterine cervix,True,"- Specificity: The target concept precisely describes a *pre‑invasive malignant epithelial neoplasm of the uterine cervix* that is *confined to the epithelial layer without stromal invasion* and is identified as the *most severe form of cervical intraepithelial neoplasia (CIN 3)*. This mirrors every key clinical detail of the source term—site (uterine cervix), behavior (pre‑invasive, no stromal invasion), and severity (most severe CIN 3).   - Generality: The target does not add any extra qualifiers absent from the source; it does not specify a histologic sub‑type beyond what is implied by “carcinoma in situ of uterine cervix,” nor does it introduce unrelated details. It therefore does not over‑specify.   - Context Validation: The concept is classified under “Disorder” in the SNOMED vocabulary, with parent relationships to “Cervical intraepithelial neoplasia; Squamous cell carcinoma in situ of uterine cervix,” and its children include “CIN 3 – Cervical intraepithelial neoplasia grade 3.” This contextual alignment confirms that the term is used within the same clinical and nomenclatural framework as the source term.   - Rule Compliance: The match satisfies the requirement that the target must not be more general (it is not a broader category like “Cervical intraepithelial neoplasia”) nor more specific (it does not introduce an extra histologic sub‑type not mentioned in the source). Consequently, it represents an exact clinical equivalent.    Thus, concept 194611 is the exact clinical counterpart of the source term “Carcinoma uterine cervix in situ.”",0.8608108108108108
1427259,Cardiac murmurs and other cardiac sounds,llm,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,False,"The source term refers to “Cardiac murmurs and other cardiac sounds,” i.e., all audible vibrations heard during cardiac auscultation, encompassing both normal and abnormal sounds such as murmurs, rubs, clicks, etc. The target concept Finding of heart sounds (SNOMED ID 4114164) is defined as “an observation of any audible sounds produced by the heart during the cardiac cycle, including normal and abnormal components, detected by auscultation.”    - Specificity: It does not broaden the source; it exactly captures the full spectrum of cardiac sounds (murmurs, rubs, clicks, normal and abnormal) without adding extra qualifiers.   - Generality: It does not over‑specify; it does not restrict to a single type of sound (e.g., only murmurs) or add details not present in the source.   - Context: Its vocabulary context (parent = “Cardiac auscultation finding,” domain = “Condition,” class = “Clinical Finding”) aligns perfectly with the clinical scenario described in the source term.    Therefore, this concept is an exact clinical equivalent to the source term.",0.8608108108108108
37200332,"Carpal tunnel syndrome, bilateral upper limbs",llm,760925,Bilateral carpal tunnel syndrome,exactMatch,,,,"Carpal tunnel syndrome, bilateral upper limbs",760925,Bilateral carpal tunnel syndrome,True,"- Maintain Specificity: The source term specifies *bilateral* involvement of the carpal tunnel with compression of the median nerve in *both wrists*, producing the classic median‑nerve distribution symptoms. The target concept “Bilateral carpal tunnel syndrome” (ID 760925) explicitly describes “a disorder where the median nerve is compressed in the carpal tunnel of both wrists, representing simultaneous bilateral carpal tunnel syndrome.” It preserves all key details—bilateral location, carpal tunnel site, median‑nerve compression, and the resulting symptomatology—without adding or omitting any clinically relevant information.   - Maintain Generality: The target does not over‑specify any additional detail (e.g., it does not name a specific wrist, side, or associated finding not present in the source). It matches the source’s level of detail exactly; it does not introduce extra qualifiers such as “open fracture” or “with bleeding” that would make it more specific.   - Validate Context: The target concept belongs to the Condition class within the SNOMED vocabulary, with parents that include “Carpal tunnel syndrome of left wrist,” “Carpal tunnel syndrome of right wrist,” “Lesion of bilateral median nerves,” and “Bilateral entrapment of peripheral nerve of upper limbs.” This hierarchical context confirms that the concept is semantically appropriate for bilateral median‑nerve compression at the wrist, aligning perfectly with the source term’s clinical context.   - Rule Compliance: The match does not broaden the source (Rule 1) nor does it narrow or over‑specify it (Rule 2). Non‑essential phrases such as “unspecified” or “not otherwise specified” are absent, so Rule 4 does not apply. Because the target concept is an exact clinical equivalent, the match is declared valid under Rule 5.    Hence, the single standard concept that exactly corresponds to the source term is 760925 – Bilateral carpal tunnel syndrome.",0.8608108108108108
1434357,Carrier of other specified bacterial diseases,llm,4280828,Carrier of infectious organism,broadMatch,,,,Carrier of bacterial diseases,-1,no_match,True,,0.8608108108108108
37084767,"Cerebral aneurysm, nonruptured",llm,4029497,Aneurysm of cerebral artery,exactMatch,,,,"Cerebral aneurysm, nonruptured",4029497,Aneurysm of cerebral artery,True,"- Specificity: The target concept “Aneurysm of cerebral artery” is defined as “a focal outpouching of a cerebral artery that is present without evidence of hemorrhage.” This preserves the exact clinical detail that the aneurysm is *non‑ruptured* (no hemorrhage/bleeding), matching the source definition word‑for‑word. It does not broaden the scope to include ruptured aneurysms or other variants.   - Generality: The target does not add any extra clinical details that are not present in the source (e.g., it does not specify a particular artery branch, congenital status, or etiologic factor). Therefore it is not over‑specific.   - Context validation: The concept resides in the SNOMED vocabulary, classified as a “Disorder” with the parent “Aneurysm of intracranial artery;Finding of head region.” This context is clinically appropriate for a cerebral arterial aneurysm and aligns with the source term’s domain (condition).   - Rule compliance: The match satisfies Rules 1 and 2 (no broadening, no over‑specifying) and Rule 3 (context is clinically and semantically suitable). It also respects Rule 4 (no irrelevant modifiers such as “unspecified”).    Because the target concept precisely captures the clinical entity described by the source term—localized dilatation of a cerebral artery without rupture—it is the exact clinical equivalent. No other target provides an equally precise match without either broadening the definition or introducing unsupported specificity.",0.8608108108108108
37092117,Cerebral venous thrombosis in the puerperium,llm,4066234,Cerebral venous thrombosis in puerperium,exactMatch,,,,Cerebral venous thrombosis in the puerperium,4066234,Cerebral venous thrombosis in puerperium,True,"The target concept exactly mirrors the source term on all clinically relevant dimensions.   - Location and pathology: Both specify “thrombosis of cerebral veins” (i.e., cerebral venous thrombosis).   - Timing: Both are confined to the “puerperium” (the postpartum period), preserving the specific temporal context.   - Clinical presentation: The definition includes “neurological symptoms” and the need for “neuroimaging,” matching the source’s presentation with headache, seizures, or focal deficits.   - Management: Both require “anticoagulation” (anticoagulant therapy) as the primary treatment, with no additional management details introduced.   - Specificity: The target is not more general (it does not broaden to “venous thrombosis in puerperium” or “cerebrovascular disorder in the puerperium”) and is not more specific (it does not add extra qualifiers such as “sinus” or “pregnancy”).   - Context: It resides in the “Disorder” class within the SNOMED vocabulary, aligning with the source’s clinical classification.   Thus, according to Rules 1 and 2 (preserving all key details without broadening or over‑specifying) and Rule 3 (clinical and semantic appropriateness), this concept is the exact clinical equivalent of the source term.",0.8608108108108108
45518269,Child lives with father,llm,4072595,Lives with father,exactMatch,,,,Child lives with father,4072595,Lives with father,True,"The target concept “Lives with father” precisely captures the clinical observation that a child resides with his father as the primary caregiver. Its definition states: “A clinical finding describing a child who resides with his father.” This preserves all key details present in the source term—namely, the subject (child), the residence (with father), and the nature of the observation (clinical finding).   - Specificity: The target is not more general; it specifies “father,” matching the source exactly. It does not broaden the scope (e.g., it does not say “Lives with parent” or “Lives with family”).   - Generality: The target is not more specific; it does not add extra qualifiers such as “biological,” “adoptive,” or “step‑parent” that are absent from the source.   - Context validation: The concept belongs to the “Clinical Finding” class within the “Observation” domain of the SNOMED vocabulary, which is the appropriate clinical context for a residence arrangement. Its parent relationship (“Lives with parents”) and synonyms align with the source’s meaning.   - No extraneous information: The target does not include non‑essential phrases like “unspecified” or “not otherwise specified,” and it does not describe an event or a different domain (e.g., abuse, parental responsibility).    Therefore, the target concept 4072595 (“Lives with father”) is an exact clinical equivalent of the source term “Child lives with father.”",0.8608108108108108
37225693,"Chondrolysis, forearm",llm,136779,Disorder of forearm,broadMatch,,,,"Chondrolysis, forearm",-1,no_match,True,"The source term denotes a *specific* pathological process: loss of articular cartilage in the forearm joint, resulting in bone‑on‑bone contact, pain, restricted motion, and potential joint collapse, usually post‑traumatic or infectious and requiring early surgical or rehabilitative treatment.    Evaluation of the target concepts against the source term:  1. Specificity (Rule 1) – The target must not be more general than the source.      - *Chondrolysis of articular cartilage* (id 4345581) describes loss of articular cartilage in a joint but does not specify the forearm; it is therefore more general and fails to preserve the anatomical detail required.      - *Disorder of forearm* (id 136779) is a broad category that includes any forearm pathology, but it does not capture the cartilage‑loss mechanism, making it overly general.      - All other targets refer to cartilage disorders of the wrist, hip, shoulder, ankle/foot, multiple sites, or unrelated conditions (osteolysis, contracture, infection, etc.). None mention the forearm joint specifically.  2. Generality (Rule 2) – The target must not be more specific than the source (i.e., cannot add details not present in the source).      - No target adds irrelevant sub‑details that are absent from the source; however, several targets are more specific to other anatomical locations (e.g., wrist, hip) which are not present in the source term, violating the requirement that the match be exact.  3. Context Validation (Rule 3) – Review of each target’s vocabulary context shows that none are classified as a disorder of the forearm joint with the exact clinical picture of chondrolysis. The closest concepts are either generic joint chondrolysis or disorders of unrelated sites, and thus are clinically inappropriate.  4. Non‑essential phrases (Rule 4) – Terms such as “unspecified” or “not otherwise specified” are irrelevant here; the source term is precise and does not contain such qualifiers.  Because no target concept precisely reflects forearm‑specific articular cartilage loss (chondrolysis) while preserving all clinical details (location, pathological process, and required intervention), the correct determination is that no exact clinical equivalent exists among the provided targets. Hence, the appropriate output is `no_match`.",0.8608108108108108
1571440,"Chondromalacia, hip",llm,438531,Chondromalacia,broadMatch,,,,"Chondromalacia, hip",-1,no_match,True,,0.8608108108108108
45592254,"Chorioamnionitis, second trimester, fetus 3",llm,4021397,Chorioamnionitis,broadMatch,,,,"Chorioamnionitis, second trimester, fetus 3",-1,no_match,True,,0.8608108108108108
45601090,"Chronic embolism and thrombosis of popliteal vein, bilateral",llm,762023,Chronic deep venous thrombosis of bilateral popliteal veins,exactMatch,,,,"Chronic embolism and thrombosis of popliteal vein, bilateral",-1,no_match,False,,0.8608108108108108
37095180,Chronic erythremia,llm,135214,Polycythemia vera (clinical),exactMatch,,,,Chronic erythremia,135214,Polycythemia vera (clinical),True,"The source term describes a chronic condition characterized by persistently elevated red‑cell mass and hematocrit, often secondary to a myeloproliferative disorder such as polycythemia vera, and it carries a risk of thrombotic or hemorrhagic complications due to increased blood viscosity.    The target concept Polycythemia vera (clinical) (SNOMED ID 135214) is defined as a myeloproliferative neoplasm with autonomous over‑production of red cells (and often white cells and platelets), presenting with elevated hematocrit and hemoglobin, and it explicitly notes risk of thrombosis (and also mentions progression to myelofibrosis, pruritus, and erythrosis).    - Specificity: The target does not broaden the source; it retains the core attributes of chronic elevation of red‑cell mass, hematocrit, and the associated thrombotic risk. It does not omit any of these key features.   - Generality: The target is not overly specific to the point of adding unrelated details that change the meaning. The additional descriptors (pruritus, erythrosis, white‑cell/platelet over‑production) are consistent clinical features of polycythemia vera and do not contradict or remove any element of the source definition.   - Contextual validation: The concept is classified under Disorder → Chronic myeloproliferative disorder (clinical) within the SNOMED vocabulary, placing it precisely in the same clinical domain (condition) as the source term. Its parent relationship to “Chronic myeloproliferative disorder (clinical)” aligns with the chronic, myeloproliferative nature described.   - Rule compliance: The match satisfies the requirement that the target preserve all key clinical details (chronicity, elevated RBC mass/hematocrit, myeloproliferative etiology, thrombotic risk) while not being more general (losing any detail) or more specific in a way that narrows the concept beyond the source.    Therefore, based on the defined rules and the clinical presentation, prognosis, and treatment considerations, Polycythemia vera (clinical) (ID 135214) is the exact clinical equivalent of “Chronic erythremia.”",0.8608108108108108
9770,"Chronic gout due to renal impairment, right elbow",llm,46270464,Gout of elbow due to renal impairment,broadMatch,,,,"Chronic gout due to renal impairment, right elbow",-1,no_match,True,,0.8608108108108108
42489033,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified, mild",llm,257004,Acute exacerbation of chronic obstructive pulmonary disease,broadMatch,,,,"Chronic obstructive pulmonary disease with acute exacerbation, mild",-1,no_match,True,,0.8608108108108108
42489166,"Chronic respiratory failure, type I [hypoxic]",llm,4177862,Chronic hypoxemic respiratory failure,exactMatch,,,,"Chronic respiratory failure, type I [hypoxic]",4177862,Chronic hypoxemic respiratory failure,True,"- Specificity: The source term specifies a *chronic* respiratory failure that is *type I* (hypoxemic). The target concept “Chronic hypoxemic respiratory failure” explicitly includes both the chronic duration and the hypoxemic (type I) nature, preserving all key clinical details (chronicity and the hypoxic subtype).   - Generality: The target is not broader than the source; it does not generalize to include non‑hypoxemic or mixed etiologies, nor does it add any extra qualifiers absent from the source. It matches the source exactly in scope.   - Context Validation: The concept is classified as a *Disorder* within the *Condition* domain of the SNOMED vocabulary. Its parent hierarchy includes “Chronic respiratory failure; Chronic metabolic disorder; Hypoxemic respiratory failure,” confirming that it is semantically situated among related respiratory failure disorders. Its synonyms explicitly list “Chronic type I respiratory failure” and “Chronic hypoxemic respiratory failure (disorder),” directly aligning with the source terminology.   - Rule Compliance:    - *Rule 1* (Maintain Specificity) is satisfied because the target does not broaden the source; it retains the chronic and type I descriptors.     - *Rule 2* (Maintain Generality) is satisfied because the target does not over‑specify; it contains precisely the details present in the source without adding unrelated specifics.     - *Rule 4* (Ignore non‑essential phrases) is observed—terms like “type I” are integral to the classification, not merely non‑essential modifiers.   - No Better Match: All other candidates either refer to acute processes, hypercapnic (type II) failure, or overly generic “Chronic respiratory failure” without the hypoxemic subtype, which would either broaden or mis‑represent the source. Therefore, the exact clinical equivalent is the concept with ID 4177862.",0.8608108108108108
37091592,Classical hydatidiform mole,llm,4129710,Complete hydatidiform mole,exactMatch,,,,Classical hydatidiform mole,4129710,Complete hydatidiform mole,True,"- Specificity: The target concept *Complete hydatidiform mole* denotes precisely the gestational trophoblastic lesion described in the source – a vesicular, trophoblastic neoplasm that presents with uterine enlargement, markedly elevated β‑hCG, and a grape‑like ultrasound appearance. It does not broaden the term (e.g., it does not include partial moles or invasive disease) and it does not over‑specify with unrelated qualifiers; the only additional phrase in its definition (“usually diploid (paternal origin)”) is an intrinsic characteristic of a complete mole and does not alter the clinical meaning of the source term.   - Generality: The concept is not more general than the source; it is the standard term for the exact entity referred to as “classical” or “complete” hydatidiform mole. It does not introduce extra clinical details that are absent from the source, nor does it restrict the definition to a narrower subtype.   - Context validation: The concept belongs to the Disorder class within the SNOMED vocabulary, with the parent “Hydatidiform mole, benign,” placing it correctly in the gestational trophoblastic disease hierarchy. Its synonyms include “CHM – Complete hydatidiform mole; Vesicular mole; Complete hydatidiform mole (disorder)”, directly matching the source phrase.   - Key clinical details preserved: All essential features—benign neoplastic nature of trophoblastic origin, vesicular chorionic tissue, elevated β‑hCG, potential for progression to invasive disease or choriocarcinoma—are captured by the broader concept of a *complete hydatidiform mole*; the target’s definition conveys the same core clinical picture without omission of any critical attribute.    Because the target concept exactly aligns with the source term in meaning, scope, and clinical context, it is the appropriate exact clinical equivalent.    # Match: 4129710 (Complete hydatidiform mole)",0.8608108108108108
42497062,Clubbing of fingers,llm,134746,Finger clubbing,exactMatch,,,,Clubbing of fingers,134746,Finger clubbing,True,"- Rule 1 – Maintain Specificity: The target “Finger clubbing” describes *abnormal enlargement of the fingertip tips with increased curvature of the nail beds*, which precisely mirrors the source definition of “Clubbing of fingers” – bulbous enlargement of the distal phalanges and increased convexity of the nail beds indicating systemic disease. No additional clinical details (such as only nail involvement, only toes, or a specific underlying syndrome) are introduced, so the target does not broaden the meaning.  - Rule 2 – Maintain Generality: The target is not more specific than the source. It does not add extra qualifiers (e.g., “left”, “congenital”, “associated with lung cancer”) that would restrict the description to a subclass. It simply names the same morphological finding.  - Rule 3 – Validate Context:     - Vocabulary & Class: Both source and target are captured in SNOMED as a *Condition* (the target’s class is “Disorder” but under the broader “Condition” domain), making the semantic domain compatible.     - Parents/Children: The target’s parent hierarchy includes “Disorder of finger; Clubbing of nail; Disorder of skin of upper limb,” which aligns with the clinical context of a finger‑specific finding. Its children (“Congenital club finger”) are descendants, not ancestors, preserving the same level of granularity as the source.     - Synonyms: The synonyms list includes “Clubbed fingers; Drumstick fingers,” which are exact clinical equivalents to “Clubbing of fingers.”  - Rule 4 – Ignore Non‑essential Phrases: The target does not contain qualifiers like “unspecified” or “not otherwise specified”; it directly names the finding.  - Rule 5 – Exact Clinical Equivalent: All key attributes of the source term (distal phalangeal bulbous enlargement, nail‑bed convexity, systemic implication) are preserved in the target definition. No broader or narrower interpretation is introduced.  Therefore, the target concept 134746 – Finger clubbing is an exact clinical equivalent of the source term “Clubbing of fingers.”",0.8608108108108108
725289,"Cocaine use, unspecified with withdrawal",llm,4216493,Cocaine withdrawal,exactMatch,,,,Cocaine use with withdrawal,-1,no_match,False,"- The source term describes a *specific clinical situation* in which the patient is currently using cocaine and is experiencing the withdrawal syndrome associated with that use.   - None of the provided target concepts capture both of these elements simultaneously while preserving all relevant clinical details:     - Cocaine withdrawal (4216493) – only describes the withdrawal syndrome; it omits the concurrent cocaine use, making it more general and thus violating the *Specificity* rule.     - Cocaine dependence (436389), Cocaine abuse (432303), Cocaine dependence in remission (432302), etc. – introduce additional concepts such as dependence, abuse, or remission that are not present in the source term, violating the *Generality* rule (over‑specifying).     - Psychostimulant withdrawal (4176464), Stimulant abuse (4176464), Psychoactive substance withdrawal (4302387) – are broader categories that do not isolate the exact combination of “cocaine use + withdrawal.”     - Organic mental disorder caused by cocaine (4264766), Anxiety disorder caused by cocaine (4198826), Cocaine intoxication delirium (4290062), etc. – represent distinct clinical syndromes (e.g., delirium, anxiety) that add extra detail not present in the source term.     - Cocaine intoxication (4101256), Cocaine intoxication delirium, Cocaine intoxication – pertain to acute intoxication rather than the concurrent use‑withdrawal pattern.     - Recreational drug misuse withdrawal, Substance withdrawal, Substance use treatment: drug withdrawal – are either too generic or pertain to therapeutic procedures, not the exact clinical presentation.    Because every target concept either omits the concurrent cocaine use, adds extra qualifiers (e.g., dependence, abuse, remission), or represents a different clinical entity, none of them constitute an *exact* clinical equivalent to “Cocaine use with withdrawal.” Therefore, according to the matching rules, the correct classification is no_match.",0.8608108108108108
37402466,"Cocaine use, unspecified, in remission",llm,37162280,Disorder caused by psychoactive substance,broadMatch,,,,"Cocaine use, in remission",-1,no_match,True,"The source term describes a remission state of a cocaine‑use disorder in which the individual previously met criteria for cocaine use disorder, has achieved sustained abstinence, reduced cravings, functional improvement, and ongoing monitoring for relapse.    Evaluating the target concepts:  1. Broad concepts such as “Disorder caused by psychoactive substance” (id 37162280) or “Disorder in remission” (id 35622958) are too general; they do not preserve the specific cocaine‑related detail required by Rule 1 (Specificity).    2. More specific concepts like “Nondependent cocaine abuse in remission” (id 436098) and “Cocaine dependence in remission” (id 432302) add qualifiers (“nondependent”, “dependence”) that are not present in the source description. This makes them overly specific, violating Rule 2 (Generality).    3. Other candidates (“Drug abuse in remission”, “Stimulant abuse”, etc.) are either too generic or pertain to different substances or categories, failing the Context validation (Rule 3).    Since none of the listed target concepts match the source term exactly while preserving all key clinical details (substance = cocaine, status = remission, without extra qualifiers), the appropriate decision is that there is no exact clinical equivalent among the provided options.    Therefore, the output is `no_match`.",0.8608108108108108
45601867,"Complete placenta previa NOS or without hemorrhage, third trimester",llm,4218813,Third trimester pregnancy,broadMatch,,,,"Complete placenta previa without hemorrhage, third trimester",-1,no_match,True,,0.8608108108108108
42496152,"Congenital absence, atresia and stricture of auditory canal(external)",llm,4185093,Congenital stricture of external auditory canal,broadMatch,,,,"Congenital absence, atresia and stricture of auditory canal(external)",-1,no_match,True,,0.8608108108108108
42487274,Congenital and developmental myasthenia,llm,4046356,Congenital myasthenic syndrome,exactMatch,,,,Congenital and developmental myasthenia,4046356,Congenital myasthenic syndrome,True,"- Rule 1 – Specificity: The target concept precisely captures all key elements of the source – it is defined as a disorder present at birth or in early childhood, caused by genetic defects that impair neuromuscular‑junction transmission (acetylcholine‑receptor, acetylcholinesterase, or related synaptic proteins). It describes fluctuating weakness of ocular, bulbar, and limb muscles with variable severity and possible respiratory involvement, and it lists management that includes anticholinesterase agents, immunomodulatory therapy, and supportive care. No additional clinical details are introduced that are absent from the source.   - Rule 2 – Generality: The target is not more specific than the source; it serves as the umbrella term for the whole group of congenital myasthenic syndromes rather than a narrow subtype (e.g., it does not single out a particular genetic mutation or a single anatomical site).   - Rule 3 – Context Validation: The concept is classified as a “Disorder” in SNOMED, with parent relationships to “Congenital disease” and “Genetically determined myasthenia,” placing it correctly within the neuromuscular‑junction disease taxonomy. Its synonyms (“Congenital myasthenia syndrome”, “Congenital myasthenic syndrome (disorder)”) align with the source terminology.   - Rule 4 – Non‑essential phrases: The source’s modifiers (“unspecified”, “not otherwise specified”) are ignored; they do not affect the match.   - Rule 5 – Exact match: The target concept exactly mirrors the clinical presentation, underlying pathophysiology, and treatment approach of the source term, fulfilling the requirement for an exact clinical equivalent.    Therefore, the single standard concept that is an exact clinical equivalent to “Congenital and developmental myasthenia” is Congenital myasthenic syndrome (ID 4046356).",0.8608108108108108
1426609,Congenital dislocation of the elbow (machine translation),llm,4161208,Congenital dislocation of elbow,exactMatch,,,,Congenital dislocation of the elbow (machine translation),4161208,Congenital dislocation of elbow,True,"The source term describes a rare congenital malformation of the elbow in which the humeral head is displaced from the glenoid fossa, causing limited elbow extension, possible nerve involvement, and growth disturbances, and it specifies that early surgical reduction and stabilization are required.   The target concept *Congenital dislocation of elbow* (ID 4161208) precisely denotes a rare congenital malformation where the elbow joint is completely dislocated at birth, often with associated radial‑head abnormalities, and states that early surgical reduction is indicated to restore motion and prevent growth disturbances.    - Specificity: The target is not more general than the source; it does not broaden the condition to a wider category (e.g., “Congenital deformity of musculoskeletal system”). It is limited to the elbow joint, preserving the key clinical details of location, congenital nature, dislocation, and required surgical management.   - Generality: The target is not more specific in a way that introduces details absent from the source that would create a subtype (e.g., adding “radial head abnormalities” is an associated feature that does not change the fundamental identity of the condition; the core term remains “Congenital dislocation of elbow”).   - Context validation: The target’s vocabulary context (SNOMED, class “Disorder”, parent “Congenital anomaly of upper limb”) aligns with the source’s clinical classification. Its definition, parent hierarchy, and semantic neighbors all pertain to congenital elbow dislocation, confirming clinical appropriateness.   - No better alternative: All other candidates are either broader (e.g., “Congenital deformity of musculoskeletal system”), involve different anatomical sites (knee, lower limb), or describe non‑congenital or non‑dislocation conditions.    Therefore, the target concept 4161208 – Congenital dislocation of elbow is the exact clinical equivalent of the source term.",0.8608108108108108
1572055,Congenital lens malformations,llm,4027702,Congenital anomaly of lens,exactMatch,,,,Congenital lens malformations,4027702,Congenital anomaly of lens,True,"- Rule 1 – Specificity: The target “Congenital anomaly of lens” describes a *developmental abnormality present at birth affecting the structural integrity or morphology of the lens*, which may lead to lens opacification, dislocation, or altered curvature. This preserves all key elements of the source term—i.e., congenital presentation, lens involvement, and the spectrum of possible defects (opacification = cataracts, dislocation = ectopia, altered curvature = shape anomalies such as coloboma or aphakia). It does not broaden the source by adding unrelated features, nor does it omit any of the specified defect types.   - Rule 2 – Generality: Unlike the more specific subtypes listed (e.g., “Congenital anomaly of lens shape”, “Congenital ectopia lens”, “Congenital aphakia”), the chosen concept is not a subtype but the umbrella category that encompasses all those specific anomalies. Therefore it does not over‑specify; it matches the collective nature of the source term.   - Rule 3 – Context Validation: The concept’s vocabulary context places it under “Disorder of lens;Congenital anomaly of anterior segment of eye” (class = Disorder, domain = Condition). Its children list includes precisely the entities referenced in the source definition—ectopia, cataract, coloboma, aphakia, etc.—confirming semantic suitability.   - Rule 4 – Non‑essential phrases: The source term does not contain any “unspecified” or “not otherwise specified” qualifiers, so no adjustment is needed.   - Rule 5 – Exact match: The target concept provides an exact clinical equivalent to the source term’s meaning, fulfilling all required criteria.    Hence, the best and only exact clinical match is Congenital anomaly of lens (ID 4027702).",0.8608108108108108
35210756,"Congenital malformation of anterior segment of eye, unspecified",llm,436805,Congenital anomaly of anterior segment of eye,exactMatch,,,,Congenital malformation of anterior segment of eye,436805,Congenital anomaly of anterior segment of eye,True,"- Specificity: The target concept precisely describes a *congenital* (present at birth) *developmental abnormality* of the anterior segment of the eye, encompassing the iris, cornea, anterior chamber angle, ciliary body, and lens—all structures highlighted in the source definition. It does not omit any of these key anatomical details, nor does it add unrelated structures.   - Generality: The target is not broader (e.g., it does not simply say “Congenital anomaly of eye” which would include posterior segment or whole‑eye anomalies) and it is not more specific (e.g., it does not isolate a single eye or a particular angle defect). It matches the source’s scope exactly.   - Context Validation: The concept’s vocabulary context (SNOMED) classifies it under “Disorder” with parent relationships “Congenital anomaly of eye; Disorder of anterior segment of eye,” confirming it is semantically appropriate for a congenital structural defect of the anterior segment. Its synonyms (“Dysgenesis of anterior segment of eye,” “Iridocorneal dysgenesis”) align with the source’s clinical meaning.   - Rule Compliance: The match respects Rules 1 and 2 by preserving all clinical details (congenital nature, involvement of the anterior segment structures, potential for visual impairment and glaucoma) without broadening or over‑specifying. It also satisfies Rule 3, as the target’s definition, parent hierarchy, and children are clinically coherent with the source term.    Therefore, the target concept 436805 – Congenital anomaly of anterior segment of eye is an exact clinical equivalent of the source term.",0.8608108108108108
37093016,"Congenital malformation of cardiac septum, unspecified",llm,4245646,Congenital septal defect of heart,exactMatch,,,,Congenital malformation of cardiac septum,4245646,Congenital septal defect of heart,True,"The source term describes a congenital malformation of the cardiac septum that encompasses abnormal development of any septal structures—including atrial, ventricular, and atrioventricular septal anomalies—present at birth and causing communication defects within the heart.    - Specificity: The target concept “Congenital septal defect of heart” is defined as a congenital malformation involving abnormal formation of one or more cardiac septa, explicitly listing atrial septal defects, ventricular septal defects, and atrioventricular septal defects. This mirrors the source term’s inclusive description of all septal malformations without narrowing to a single type.    - Generality: It does not over‑specify a particular septum (e.g., only atrial or only ventricular) nor does it add extra details absent from the source (such as associated syndromes or precise hemodynamic outcomes). It remains at the same level of abstraction: a congenital septal abnormality of the heart.    - Context Validation:     - Vocabulary: SNOMED, class “Disorder”, domain “Condition”.     - Parents: “Cardiac septal defects; Congenital abnormality of cardiac connection”, placing it directly under the umbrella of septal defects.     - Children: Includes specific defect types (e.g., atrial septal defect, ventricular septal defect, atrioventricular septal defect), confirming that it is the parent concept covering all described variations.     - Synonyms: “Congenital cardiac septal defect” aligns with the source’s terminology.    - Exclusion of Non‑essential Modifiers: Terms like “unspecified” or “not otherwise specified” are absent; the target concept precisely captures the congenital nature of the septal malformation.    Because the target concept exactly reflects the clinical meaning, scope, and context of the source term, it is the appropriate exact clinical equivalent. No other target concept meets all the required criteria without broadening or narrowing the definition.",0.8608108108108108
