source_code,source_term,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,matched_concept_id,matched_concept_name,match_score,match_rank
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37167136,Fetal disorder due to oligohydramnios,0.13104213992084257,3
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,437623,Polyhydramnios,0.17877468637816796,4
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37167137,Fetal disorder due to polyhydramnios,0.2583378225996015,5
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4299535,Pregnancy,0.2706618454673959,6
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,43530950,Complication occurring during pregnancy,0.2706618454673959,7
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37167129,Fetal disorder due to acute hydramnios,0.27291711450290423,8
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37174754,Amniotic fluid volume below reference range,0.27817721891152447,9
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4218813,Third trimester pregnancy,0.2782360393965436,10
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37167134,Fetal disorder due to chronic hydramnios,0.2822631280081046,11
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4223016,Oligohydramnios sequence,0.28900273992815606,12
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4003487,Renal agenesis,0.28907020790400495,13
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4244438,Second trimester pregnancy,0.2934418129146954,14
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4034100,Placental insufficiency,0.2944441596462619,15
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37162436,Perinatal disorder of fetus and/or neonate due to abnormality of amnion,0.2947018649052362,16
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37208946,Suspected oligohydramnios sequence,0.33810920343500594,17
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,37017018,Oligohydramnios due to rupture of membranes,0.3396377812289192,18
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4165620,Obstetric problem affecting fetus,0.34729171674345083,19
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4183977,Oligohydramnios without rupture of membranes,0.3633203760833634,20
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,319138,Respiratory condition of fetus OR newborn,0.36718549376884635,21
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4210143,Anhydramnios,0.3769755399823752,22
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4012092,Decreased amniotic fluid production,0.37767488637967395,23
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,4217670,Miscarriage with oliguria,0.3931186505982076,24
1424365,Fetus and newborn affected by oligohydramnios,37167136,Fetal disorder due to oligohydramnios,exactMatch,,,,Oligohydramnios affecting fetus or newborn,-1,,74104,Fetal condition affecting obstetrical care of mother,0.39414831845216536,25
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4210297,Neonatal transient hyperthyroidism,1.0187482729628883e-06,1
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,137099,Neonatal thyrotoxicosis,0.16045684692975304,2
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4135213,Transitory neonatal hypoparathyroidism,0.18456339012069356,3
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4173188,Transient neonatal hypothyroidism,0.23167506098334345,4
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,42538563,Transient infantile hyperthyrotropinemia,0.23587661188635045,5
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4171099,Transitory neonatal hypoglycemia,0.24188081036934816,6
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4243042,Neonatal Graves' disease,0.24384711526191483,7
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4048923,Perinatal endocrine and metabolic disorders,0.2438539501211493,8
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4042220,Neonatal disorder,0.24881600409511662,9
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4129378,Transient neonatal diabetes mellitus,0.2550157037234214,10
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4071744,Transitory neonatal hyperkalemia,0.2554037943702143,11
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4048620,Transitory neonatal hypernatremia,0.25850250196907787,12
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4305429,Transient neonatal hyperparathyroidism,0.2694214729956844,13
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4079964,Transient hypothyrotropinemia,0.27370746991860717,14
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,42536568,Transitory iatrogenic neonatal hypoglycemia,0.27494301704475466,15
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4173327,Transient hypothyroxinemia,0.27546496331158843,16
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,42537310,Neonatal metabolic disorder,0.28140238414537844,17
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,1244153,Postpartum hyperthyroidism,0.2821994511618746,18
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4048926,Transitory neonatal hyponatremia,0.2851418766935351,19
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4104540,Transient hypothyroidism,0.285827380038001,20
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4327033,Transient neonatal hypertyrosinemia,0.28764404666163235,21
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4048927,Transitory neonatal hypokalemia,0.29268840046443434,22
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,36676796,Neonatal iodine exposure,0.2930294037351895,23
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,36674793,Genetic transient congenital hypothyroidism,0.2974761129646628,24
1425002,Transitory neonatal hyperthyroidism,4210297,Neonatal transient hyperthyroidism,exactMatch,,,,Transitory neonatal hyperthyroidism,-1,,4172997,Neonatal goiter,0.300374560762352,25
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4279771,Congenital anomaly of vulva,0.038238885148372925,1
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4243365,Congenital anomaly of female genital system,0.069873695806146,2
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,76797,Congenital malformation of genital organs,0.12206626076988325,3
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,42593507,Congenital malformation of vagina,0.13176293511828852,4
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4131597,Congenital anomaly of perineum,0.14371942203163612,5
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4181298,Congenital female urogenital anomaly,0.18042152900481367,6
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4002491,"Cervical, vaginal and external female genital anomalies",0.1921742123507908,7
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4118020,Genitourinary congenital anomalies,0.1927197504576721,8
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4109796,Congenital malformation of clitoris,0.20699125467494373,9
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,201110,Congenital anomaly of vagina,0.2154105711896177,10
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4194856,Congenital anomaly of male genital system,0.22918464593999255,11
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,444437,Congenital anomaly of cervix,0.2345059515369854,12
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4109625,Congenital malformation of uterus and cervix,0.23512071436268278,13
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,35624730,Embryonic cyst of female genital structure,0.266881230397954,14
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4158478,Congenital malformation of ovaries and fallopian tubes,0.27219948771675806,15
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,45757211,Congenital anomaly of vulva in mother complicating pregnancy,0.27276713286262755,16
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,45757739,Congenital malformation of urinary bladder and urethra,0.2747760517364315,17
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4178179,Congenital anomaly of male urogenital tract,0.27641138894079853,18
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,36715793,Acquired absence of female genital organ,0.2845440811372304,19
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4079975,Congenital malformation,0.2859521673526041,20
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4006986,Congenital absence of vulva,0.28776337778712135,21
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4337688,Congenital absence of vagina,0.29026440904088735,22
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,619606,Congenital agenesis of vagina,0.29485673829712045,23
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,45757087,Congenital atresia of vagina,0.2993531991710904,24
1426278,"Congenital malformation of female genitalia, unspecified",4243365,Congenital anomaly of female genital system,exactMatch,,,,Congenital malformation of female genitalia,-1,,4245929,Congenital hypoplasia of genital tubercle,0.2996853245759794,25
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4114164,Finding of heart sounds,0.06366715662362832,1
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,316822,Heart murmur,0.2216359618136039,2
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4051958,Heart sound,0.3070614797979797,3
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4158197,Heart sounds,0.30842467696774845,4
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4095626,Exocardial murmurs,0.3305695165423356,5
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,319927,Heart sounds abnormal,0.34668691358834647,6
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4243034,Functional heart murmur,0.358277823303199,7
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4095625,Exocardial sounds,0.3613652596366197,8
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,21494971,Heart sounds,0.3637314479381153,9
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,40486218,Auscultation of heart,0.36816145668413136,10
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4225205,Heart murmur,0.37429198659305696,11
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4095627,Cardiorespiratory murmur,0.37763796148190154,12
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,21494974,Heart Murmur quality,0.38415190334295124,13
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4095617,Loudness of heart sounds,0.3900974924980046,14
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4028078,"Heart murmur, categorized by quality",0.3913917275735074,15
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4275652,Finding of exocardial sounds,0.401418979155734,16
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,21494976,Heart Murmur timing,0.40449802240362687,17
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4133992,"Heart murmur, categorized by pitch",0.418315778607508,18
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,21494975,Heart Murmur pitch,0.4199880222343946,19
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4327038,Organic heart murmur,0.4206978078531076,20
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4036185,"Heart murmur quality, musical",0.42085407563874333,21
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,43018256,"Measurement of Cardiac Sound, Via Natural or Artificial Opening",0.42143299036480564,22
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4188551,Evaluation of murmur,0.4219194175884242,23
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4021777,Cardiac auscultation finding,0.4234274877901374,24
1427259,Cardiac murmurs and other cardiac sounds,4114164,Finding of heart sounds,broadMatch,,,,Cardiac murmurs and cardiac sounds,-1,,4133991,"Heart murmur, categorized by timing",0.4236923263609844,25
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4303811,Mineralocorticoid adverse reaction,0.024557743014047895,1
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4165323,Aldosterone antagonists adverse reaction,0.1555696963796438,2
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,441207,Adverse reaction to drug,0.17721737909462487,3
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4202797,Drug therapy finding,0.19911063201372625,4
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,443370,Diuretic adverse reaction,0.2537625718848773,5
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,40490404,Adverse reaction to biological substance,0.26103722119076234,6
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4180771,Disorder due to and following poisoning,0.2632877792928038,7
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4162908,Loop diuretic adverse reaction,0.28992705161486443,8
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4165185,Oral rehydration salts adverse reaction,0.29068535894795244,9
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,439222,Corticosteroids adverse reaction,0.2929568242185935,10
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,443369,Mercurial diuretic adverse reaction,0.3122184760873331,11
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4098694,Fludrocortisone adverse reaction,0.31848908858656255,12
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,443704,Adverse reaction to saluretic agent,0.3460290290991005,13
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,434546,Adverse reaction to posterior pituitary hormones,0.34914197142184666,14
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,443368,Carbonic anhydrase inhibitor adverse reaction,0.35359392382067445,15
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,606806,Poisoning caused by mineralocorticoid agent,0.3551453104221358,16
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4164546,Angiotensin-converting-enzyme inhibitor adverse reaction,0.35756606563188975,17
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,443348,Laxative adverse reaction,0.3595241252120479,18
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,40488434,Medication dose too low,0.3665748237525389,19
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,441493,Vasodilator adverse reaction,0.3672932838926374,20
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,435119,Late effect of injury,0.3684140496995909,21
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4165322,Potassium sparing diuretic adverse reaction,0.3734479886194323,22
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,4165324,Spironolactone adverse reaction,0.37454575654700495,23
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,45773025,Mineralocorticoid deficiency,0.3890462436467481,24
1433619,Adverse effects in the therapeutic use of mineralocorticoids,4303811,Mineralocorticoid adverse reaction,exactMatch,,,,Adverse effects of therapeutic use of mineralocorticoids,-1,,618583,Adverse reaction caused by eplerenone,0.38983409448322626,25
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,40484946,High alcohol level in blood,0.022338892821317513,1
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,4166129,Finding of alcohol in blood,0.23592515283733684,2
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,4041715,Blood ethanol measurement,0.32293627868785324,3
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,40483078,Measurement of alcohol in blood specimen,0.3431453303589569,4
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,4057873,"Ethanol measurement, breath",0.3875180570532498,5
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,4269350,Alcohol measurement,0.39385689832654247,6
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,4042076,Blood methanol measurement,0.45403802608518373,7
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,37172779,Ethanol mass concentration in blood,0.472942379724539,8
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,4252196,Plasma ethanol level,0.480264543093475,9
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,3025643,Ethanol [Mass/volume] in Blood,0.4875377891445064,10
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,46257406,Alcohol biomarkers; 1 or 2,0.48764641602035486,11
1434052,Blood alcohol level of less than 20 mg/100 ml,40484946,High alcohol level in blood,broadMatch,,,,Blood alcohol level less than 20 mg/100 ml,-1,,3023153,Ethanol [Presence] in Blood,0.49281659684840784,12
